event1 event2 CC dt_sec evla_eq1 evlo_eq1 evdp_eq1_km evla_eq2 evlo_eq1 evdp_eq2_km  
20050525070236 20051013150317 0.96    0.49260   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20060907113808 0.88    3.85620   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20061022023816 0.93    0.21590   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20070427080240 0.87   -0.34760   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20101011090609 0.86    0.94120   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20120330220151 0.92    2.23730   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20120411134236 0.87   -8.89820   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20121029022152 0.85   -6.54020   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20121231190555 0.87    0.22430   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20150419183921 0.85    2.53920   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20150601140723 0.96    3.23440   1.01  97.17  30.00   1.01  97.17  30.00
20050525070236 20150917042853 0.86   -2.73990   1.01  97.17  30.00   1.01  97.17  30.00
20050525184732 20061018020126 0.85   -1.81590   1.34  97.23  25.00   1.32  97.14  27.00
20050527003043 20050711162047 0.88   -0.34150   0.87  97.37  21.10   0.85  97.38  24.50
20050527003043 20050922081837 0.85   -1.32130   0.87  97.37  21.10   0.84  97.39  33.00
20050527052744 20050925100425 0.89   -0.74270   1.06  97.22  19.20   1.05  97.18  33.00
20050528160337 20130525071946 0.94   -2.21120   0.45  98.47  35.80   0.51  98.53  45.20
20050530090233 20050802071544 0.86   -1.80400   1.10  97.20  27.40   1.13  97.23  35.90
20050530090233 20060122045045 0.87   -3.09150   1.10  97.20  27.40   1.13  97.20  35.00
20050530133416 20050928115415 0.86   -2.44620   2.36  97.17  31.10   2.40  97.10  33.00
20050530133416 20100408025956 0.85   -2.65810   2.36  97.17  31.10   2.41  97.14  33.00
20050530192308 20060311162210 0.94   -2.40100   2.58  95.88  22.80   2.62  95.90  23.80
20050530192308 20080220091126 0.96   -2.52800   2.58  95.88  22.80   2.54  95.83  25.30
20050530192308 20100404124314 0.94   -2.09110   2.58  95.88  22.80   2.56  95.83  25.00
20050530192308 20120520161137 0.91   -3.93700   2.58  95.88  22.80   2.54  95.88  42.10
20050530192308 20151220024801 0.97   -1.66950   2.58  95.88  22.80   2.52  95.88  25.00
20050603021117 20060105180152 0.89   -2.16270   1.28  97.05  23.00   1.25  97.02  26.90
20050603021117 20080329093907 0.93   -5.90670   1.28  97.05  23.00   1.31  97.17  48.90
20050603021117 20091101190215 0.91   -2.76140   1.28  97.05  23.00   1.32  97.01  28.00
20050603021117 20100828011807 0.88   -3.10640   1.28  97.05  23.00   1.30  97.02  28.00
20050603021117 20151018144913 0.87   -2.90450   1.28  97.05  23.00   1.33  97.05  28.00
20050603120742 20060106070648 0.90   -3.51110   1.31  97.21  33.00   1.31  97.29  48.40
20050603120742 20080722122756 0.93   -3.34990   1.31  97.21  33.00   1.34  97.19  40.90
20050603120742 20100606013735 0.89   -2.05960   1.31  97.21  33.00   1.33  97.15  28.00
20050603120742 20150215101455 0.93   -1.37450   1.31  97.21  33.00   1.23  97.06  35.00
20050604103359 20101007175548 0.89    0.11290   2.22  96.78  52.70   2.20  96.68  28.00
20050605044902 20050728071154 0.94   -1.81900   1.28  96.99  28.80   1.32  97.07  32.50
20050605044902 20051018112209 0.90   -1.93300   1.28  96.99  28.80   1.40  97.11  33.00
20050605044902 20070516120317 0.92   -3.38420   1.28  96.99  28.80   1.29  97.06  34.50
20050605044902 20090919142815 0.92   -2.95010   1.28  96.99  28.80   1.37  96.95  28.00
20050605044902 20130223113946 0.90   -2.60220   1.28  96.99  28.80   1.35  97.06  28.00
20050609105933 20060413135328 0.94   -5.62890   1.70  97.72  25.30   1.84  97.70  47.00
20050609105933 20071127050439 0.95   -7.30840   1.70  97.72  25.30   2.02  97.82  59.00
20050610200206 20050710073848 0.87    0.93790   1.13  97.18  30.00   1.13  97.17  21.90
20050610200206 20050923051850 0.85   -0.50070   1.13  97.18  30.00   1.04  97.27  30.00
20050610200206 20051230200029 0.89    1.69820   1.13  97.18  30.00   1.07  97.16  22.30
20050610200206 20060408062106 0.88   -0.36770   1.13  97.18  30.00   1.03  97.14  24.00
20050610200206 20081011123232 0.90   -4.24520   1.13  97.18  30.00   1.15  97.30  43.40
20050610200206 20150114220830 0.85   -0.11700   1.13  97.18  30.00   1.08  97.12  25.00
20050613022648 20130528142455 0.86   -1.67790   2.71  95.69  22.70   2.59  95.60  25.00
20050613022648 20151203031513 0.96   -2.38510   2.71  95.69  22.70   2.71  95.62  22.70
20050614155825 20091213081018 0.91   -1.42190   2.13  96.34  30.00   2.17  96.25  27.00
20050614155825 20120318020154 0.88   -2.96400   2.13  96.34  30.00   2.14  96.33  30.90
20050616073753 20050804211025 0.88   -0.49090   1.23  97.15  23.40   1.24  97.17  27.70
20050616073753 20080518025959 0.87   -2.78630   1.23  97.15  23.40   1.23  97.05  27.30
20050616073753 20100713222103 0.86   -3.22220   1.23  97.15  23.40   1.33  97.16  27.30
20050616073753 20131119202246 0.90   -3.97160   1.23  97.15  23.40   1.29  97.11  41.90
20050616211542 20050819113358 0.87   -1.27390   1.07  97.13  28.30   1.11  97.10  38.20
20050616211542 20051125030601 0.94    0.63170   1.07  97.13  28.30   1.10  97.14  26.10
20050616211542 20060704143440 0.85   -3.61240   1.07  97.13  28.30   1.13  97.07  40.80
20050616211542 20070504011604 0.90   -4.29920   1.07  97.13  28.30   1.08  97.13  43.90
20050616211542 20090226000332 0.90   -1.49350   1.07  97.13  28.30   1.12  96.92  31.60
20050616211542 20111118034600 0.92   -2.26300   1.07  97.13  28.30   1.17  97.19  25.00
20050617023732 20080105200145 0.86    3.21430   1.01  97.17  30.00   1.01  97.17  30.00
20050617023732 20120605110110 0.88    3.29130   1.01  97.17  30.00   1.01  97.17  30.00
20050617023732 20170117114838 0.89    3.62710   1.01  97.17  30.00   1.01  97.17  30.00
20050618040649 20051127022035 0.88    0.12790   1.10  97.22  33.00   1.11  97.28  33.00
20050618040649 20060921004747 0.85   -2.01160   1.10  97.22  33.00   1.16  97.12  35.00
20050618040649 20160331035247 0.85   -0.15450   1.10  97.22  33.00   1.18  97.06  25.00
20050619185957 20060121050226 0.85   -4.96950   1.10  97.16  33.00   1.10  97.37  52.60
20050620004857 20060212113116 0.90   -2.72370   1.20  97.17  33.00   1.24  97.19  50.70
20050620004857 20060825133010 0.91   -4.31130   1.20  97.17  33.00   1.31  97.28  59.70
20050620073833 20150909124146 0.93   -1.37110   2.28  96.37  32.00   2.27  96.35  34.40
20050620191704 20080702100953 0.87   -5.72990   2.63  95.94  30.00   2.61  95.97  59.70
20050621041931 20050806104411 0.90   -0.25510   1.40  97.20  25.90   1.31  97.05  31.00
20050621041931 20060522125136 0.93   -4.63810   1.40  97.20  25.90   1.38  97.18  51.80
20050621041931 20080503105138 0.88   -2.49400   1.40  97.20  25.90   1.34  96.99  28.30
20050622035104 20050815195631 0.85   -3.98960   1.08  97.24  33.00   1.18  97.37  59.30
20050623032520 20051211010457 0.85    2.93320   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20060919203930 0.87   -3.00980   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20080804194832 0.88   -5.20730   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20101011090609 0.89   -1.83580   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20130218120044 0.95   -1.30410   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20140408005653 0.85    0.73170   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20140924120544 0.89   -2.86030   1.01  97.17  30.00   1.00  97.30  30.00
20050623032520 20141113084908 0.91   -5.76890   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20150419183921 0.94   -0.24750   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20150601140723 0.94    3.44850   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20160603045628 0.87   -0.51580   1.01  97.17  30.00   1.07  97.05  19.70
20050623032520 20170224082156 0.90   -5.41370   1.01  97.17  30.00   1.01  97.17  30.00
20050623032520 20170523214925 0.85   -3.65070   1.01  97.17  30.00   1.01  97.17  30.00
20050623032621 20051119131800 0.86   -1.87790   1.76  98.92 111.40   1.77  98.90 119.10
20050623032621 20051122153634 0.87   -7.94870   1.76  98.92 111.40   1.65  99.38 168.60
20050623032621 20060519174152 0.86   -1.11090   1.76  98.92 111.40   1.77  98.79 111.00
20050623032621 20091114093037 0.90   -1.34460   1.76  98.92 111.40   1.76  98.96 100.00
20050623032621 20091227002758 0.87   -5.07320   1.76  98.92 111.40   2.03  98.92 150.00
20050623032621 20100403145002 0.88   -4.00320   1.76  98.92 111.40   1.82  98.93 134.90
20050623032621 20101011090713 0.86   -4.86250   1.76  98.92 111.40   2.00  98.97 150.00
20050623032621 20130218120147 0.93   -3.34300   1.76  98.92 111.40   1.91  99.02 123.20
20050623032621 20140904072846 0.87   -3.42990   1.76  98.92 111.40   1.89  99.02 127.80
20050623032621 20150419184025 0.92   -3.26460   1.76  98.92 111.40   1.90  98.96 124.00
20050623032621 20170318121208 0.87    7.08550   1.76  98.92 111.40   1.45  98.49  35.00
20050623084307 20051005002723 0.88    1.02960   2.26  96.45  33.00   2.20  96.32  32.80
20050623084307 20060207192446 0.94   -0.51970   2.26  96.45  33.00   2.16  96.27  27.40
20050623084307 20060910184125 0.92   -1.92180   2.26  96.45  33.00   2.17  96.25  39.80
20050623084307 20071026224515 0.90   -7.13110   2.26  96.45  33.00   2.42  96.60  76.50
20050623084307 20130709010539 0.89   -0.08940   2.26  96.45  33.00   2.11  96.27  30.30
20050623084307 20140601183143 0.87    0.34110   2.26  96.45  33.00   2.16  96.16  27.00
20050624214454 20051011150522 0.94    2.80330   1.01  97.17  30.00   1.01  97.17  30.00
20050624214454 20061012053020 0.89    1.79710   1.01  97.17  30.00   1.01  97.17  30.00
20050624214454 20071122230153 0.92    2.79380   1.01  97.17  30.00   1.01  97.17  30.00
20050624214454 20090312100453 0.92   -0.08680   1.01  97.17  30.00   1.01  97.17  30.00
20050624214454 20120330220151 0.92    2.85020   1.01  97.17  30.00   1.01  97.17  30.00
20050624214454 20130110134645 0.94    3.27630   1.01  97.17  30.00   1.01  97.17  30.00
20050624214454 20131019014705 0.88    2.14620   1.01  97.17  30.00   1.01  97.17  30.00
20050624214454 20170220061009 0.85    1.57440   1.01  97.17  30.00   1.01  97.17  30.00
20050627171421 20060226214532 0.86   -1.31560   1.27  97.13  24.70   1.23  97.06  21.40
20050627171421 20070518001259 0.88   -4.53160   1.27  97.13  24.70   1.28  97.13  38.10
20050627171421 20100713042442 0.92   -3.41680   1.27  97.13  24.70   1.28  97.15  34.80
20050701165743 20050825092432 0.85    0.38990   0.89  97.37  22.40   0.79  97.36  21.60
20050701165743 20051101002645 0.91   -2.80850   0.89  97.37  22.40   0.85  97.44  43.10
20050701165743 20060205061337 0.86   -3.86620   0.89  97.37  22.40   0.80  97.37  35.00
20050701165743 20060807182923 0.89   -4.46870   0.89  97.37  22.40   0.87  97.39  40.80
20050701165743 20070502015541 0.92   -3.40920   0.89  97.37  22.40   0.84  97.41  37.90
20050701165743 20080518134221 0.88   -3.00100   0.89  97.37  22.40   0.87  97.25  32.60
20050703033206 20060507114132 0.88   -2.75570   1.62  96.87  27.30   1.64  96.81  30.30
20050703033206 20111129051504 0.86   -1.87880   1.62  96.87  27.30   1.61  96.79  28.50
20050703033206 20130807062357 0.87   -2.01580   1.62  96.87  27.30   1.62  96.81  29.80
20050703133525 20111221052350 0.95    0.13350   2.13  96.77  30.00   2.13  96.77  30.00
20050703181319 20100812234656 0.85   -1.13480   1.30  97.10  30.00   1.25  97.01  28.00
20050704043436 20050828140857 0.92    2.24890   1.01  97.17  30.00   1.01  97.17  30.00
20050704043436 20051011150522 0.86    0.79480   1.01  97.17  30.00   1.01  97.17  30.00
20050704043436 20100317094427 0.88    3.09140   1.01  97.17  30.00   1.01  97.17  30.00
20050704043436 20120222120235 0.85   -0.57380   1.01  97.17  30.00   1.01  97.17  30.00
20050704044647 20051127081848 0.97    0.19940   1.94  96.64  27.70   1.94  96.71  29.50
20050704044647 20071031212349 0.97   -4.18950   1.94  96.64  27.70   2.04  96.74  45.50
20050704044647 20090213134537 0.93   -2.21620   1.94  96.64  27.70   2.00  96.69  28.00
20050704044647 20100802185053 0.89   -1.39710   1.94  96.64  27.70   1.90  96.60  28.00
20050704044647 20130926182410 0.97   -1.94000   1.94  96.64  27.70   2.03  96.68  28.00
20050704044647 20151105094433 0.93   -2.32690   1.94  96.64  27.70   1.98  96.65  28.00
20050704110702 20050921072339 0.94   -0.91630   1.61  96.96  23.30   1.62  97.00  27.00
20050704110702 20060419195104 0.95   -2.27230   1.61  96.96  23.30   1.55  96.93  26.00
20050704110702 20061128074416 0.92   -4.21290   1.61  96.96  23.30   1.69  96.93  35.60
20050704110702 20090319023241 0.96   -2.99420   1.61  96.96  23.30   1.58  96.79  31.40
20050704110702 20100703015753 0.93   -1.51840   1.61  96.96  23.30   1.48  96.83  27.10
20050704110702 20130926200931 0.92   -1.80910   1.61  96.96  23.30   1.60  96.86  28.00
20050705132646 20060425193437 0.93   -3.62400   1.75  96.90  25.80   1.74  96.92  29.90
20050706021356 20071001183519 0.86   -3.72770   0.81  97.11  33.00   0.77  97.08  51.90
20050706021356 20100915192429 0.85   -0.34760   0.81  97.11  33.00   0.76  97.00  25.00
20050706224157 20051203184805 0.96   -0.36670   1.12  97.20  24.00   1.05  97.19  25.70
20050706224157 20061009134514 0.92   -2.89720   1.12  97.20  24.00   1.11  97.14  24.90
20050706224157 20080702145510 0.91   -1.79390   1.12  97.20  24.00   1.12  97.07  20.10
20050706224157 20110329065935 0.90   -2.07960   1.12  97.20  24.00   1.11  97.07  25.00
20050710073848 20050923051850 0.86   -1.44190   1.13  97.17  21.90   1.04  97.27  30.00
20050710073848 20051230200029 0.89    0.76030   1.13  97.17  21.90   1.07  97.16  22.30
20050710073848 20060408062106 0.86   -1.30630   1.13  97.17  21.90   1.03  97.14  24.00
20050710073848 20081011123232 0.89   -5.18310   1.13  97.17  21.90   1.15  97.30  43.40
20050710073848 20150114220830 0.86   -1.05510   1.13  97.17  21.90   1.08  97.12  25.00
20050710225046 20111027091324 0.94   -0.62190   3.08  94.52  30.00   3.08  94.52  30.00
20050711162047 20071107100850 0.88   -4.23730   0.85  97.38  24.50   0.86  97.55  35.00
20050711162047 20091216214920 0.86   -1.89950   0.85  97.38  24.50   0.86  97.26  27.00
20050712035458 20060726152351 0.88   -2.32880   1.85  97.05  33.00   1.78  97.03  36.00
20050712035458 20080731151655 0.87   -1.72240   1.85  97.05  33.00   1.79  97.09  38.50
20050713004755 20170908134555 0.86   -5.79570   1.01  97.17  30.00   1.62  97.84  33.00
20050713031623 20100123163520 0.87   -2.81490   2.07  96.63  30.00   2.21  96.74  28.00
20050713092951 20080406183509 0.88   -4.69190   1.26  97.13  19.90   1.26  97.12  54.30
20050713092951 20170713074057 0.85   -1.66560   1.26  97.13  19.90   1.35  96.99  21.00
20050713094000 20051227015435 0.87    0.12570   2.48  95.71  25.00   2.57  95.79  33.00
20050713094000 20100116013919 0.87   -0.66510   2.48  95.71  25.00   2.59  95.85  25.00
20050713094000 20120807022628 0.87   -0.47360   2.48  95.71  25.00   2.52  95.80  25.00
20050713094000 20160217222248 0.86   -0.91260   2.48  95.71  25.00   2.53  95.76  25.00
20050721014221 20101011090609 0.85   -2.83880   1.01  97.17  30.00   1.01  97.17  30.00
20050721014221 20150601140723 0.91    3.99120   1.01  97.17  30.00   1.01  97.17  30.00
20050723225321 20060916061732 0.97    0.44340   1.01  97.17  30.00   1.01  97.17  30.00
20050723225321 20061102151234 0.89    3.94840   1.01  97.17  30.00   1.18  97.28  35.00
20050723225321 20080130083453 0.87   -3.05420   1.01  97.17  30.00   1.01  97.17  30.00
20050723225321 20090131063459 0.89   -1.17740   1.01  97.17  30.00   1.01  97.17  30.00
20050723225321 20100929113317 0.86    0.42580   1.01  97.17  30.00   1.01  97.17  30.00
20050723225321 20100930095355 0.97    0.42230   1.01  97.17  30.00   1.01  97.17  30.00
20050723225321 20120819015650 0.85    0.18920   1.01  97.17  30.00   1.01  97.17  30.00
20050727173501 20070521140851 0.97    0.34460   1.01  97.17  30.00   1.01  97.17  30.00
20050728024357 20090322192342 0.91   -3.64550   2.69  95.62  23.20   2.71  95.57  33.80
20050728071154 20051018112209 0.90   -0.11420   1.32  97.07  32.50   1.40  97.11  33.00
20050728071154 20070516120317 0.90   -1.56180   1.32  97.07  32.50   1.29  97.06  34.50
20050728071154 20090919142815 0.90   -1.13190   1.32  97.07  32.50   1.37  96.95  28.00
20050728071154 20130223113946 0.89   -0.78150   1.32  97.07  32.50   1.35  97.06  28.00
20050730151310 20061102151234 0.88    4.51910   1.01  97.17  30.00   1.18  97.28  35.00
20050730151310 20090409081050 0.89   -6.23380   1.01  97.17  30.00   1.01  97.17  30.00
20050730151310 20090831101755 0.90    1.92730   1.01  97.17  30.00   2.43  96.19  39.90
20050802005916 20090324043535 0.92    2.02990   1.01  97.17  30.00   1.01  97.17  30.00
20050802005916 20111028081421 0.91    0.06810   1.01  97.17  30.00   1.01  97.17  30.00
20050802071544 20060122045045 0.91   -1.28850   1.13  97.23  35.90   1.13  97.20  35.00
20050802205630 20090825202633 0.97    6.74990   1.01  97.17  30.00   2.43  96.19  39.90
20050802205630 20121231190555 0.86    2.98490   1.01  97.17  30.00   1.01  97.17  30.00
20050802205630 20140927151537 0.87   -0.80480   1.01  97.17  30.00   1.01  97.17  30.00
20050804211025 20080518025959 0.93   -2.28960   1.24  97.17  27.70   1.23  97.05  27.30
20050804211025 20100713222103 0.91   -2.72480   1.24  97.17  27.70   1.33  97.16  27.30
20050804211025 20131119202246 0.89   -3.47740   1.24  97.17  27.70   1.29  97.11  41.90
20050806104411 20060522125136 0.87   -4.38330   1.31  97.05  31.00   1.38  97.18  51.80
20050809221041 20060121050226 0.87   -6.46270   1.02  97.16  23.20   1.10  97.37  52.60
20050813154727 20051205105253 0.85    2.66390   1.97  96.75  38.30   1.79  96.61  29.40
20050813154727 20100409113554 0.85    0.28820   1.97  96.75  38.30   1.99  96.82  28.00
20050813182720 20110220143223 0.95   -2.78350   1.37  97.22  23.30   1.32  97.17  28.80
20050815195631 20060126200440 0.86    2.70020   1.18  97.37  59.30   1.07  97.11  35.00
20050815195631 20090411000330 0.89    3.78330   1.18  97.37  59.30   1.07  97.05  19.70
20050816223257 20111202080739 0.86   -1.51230   2.52  95.78  24.00   2.55  95.78  25.00
20050819113358 20051125030601 0.90    1.90490   1.11  97.10  38.20   1.10  97.14  26.10
20050819113358 20060704143440 0.86   -2.33330   1.11  97.10  38.20   1.13  97.07  40.80
20050819113358 20070504011604 0.92   -3.03370   1.11  97.10  38.20   1.08  97.13  43.90
20050819113358 20090226000332 0.89   -0.21030   1.11  97.10  38.20   1.12  96.92  31.60
20050819113358 20111118034600 0.92   -0.99580   1.11  97.10  38.20   1.17  97.19  25.00
20050819113358 20150102174203 0.87   -1.22390   1.11  97.10  38.20   1.19  97.15  25.00
20050819183222 20060106022510 0.91   -5.62660   1.97  96.68  25.50   2.03  96.81  50.70
20050819183222 20110117122310 0.88   -2.83090   1.97  96.68  25.50   1.96  96.65  28.00
20050823123909 20170318121208 0.88   -4.55200   1.21  98.01  30.00   1.45  98.49  35.00
20050823215241 20051212123646 0.90    0.21660   2.23  96.28  33.00   2.21  96.23  29.20
20050823215241 20060517113414 0.85   -4.19150   2.23  96.28  33.00   2.24  96.37  51.70
20050823215241 20060817010409 0.93    2.25050   2.23  96.28  33.00   2.23  96.17   1.50
20050823215241 20070730065611 0.90   -6.16140   2.23  96.28  33.00   2.36  96.39  63.90
20050823215241 20120530201246 0.93   -1.75910   2.23  96.28  33.00   2.31  96.33  30.00
20050823215241 20160104210902 0.93   -1.67360   2.23  96.28  33.00   2.27  96.26  28.90
20050825092432 20051101002645 0.91   -3.19690   0.79  97.36  21.60   0.85  97.44  43.10
20050825092432 20060807182923 0.86   -4.85770   0.79  97.36  21.60   0.87  97.39  40.80
20050825092432 20070502015541 0.90   -3.79870   0.79  97.36  21.60   0.84  97.41  37.90
20050825164738 20080106002936 0.85   -0.55560   3.45  95.01  33.00   3.45  95.01  33.00
20050826003645 20071207080912 0.97   -0.19050   1.01  97.17  30.00   1.01  97.17  30.00
20050826003645 20090325082834 0.85   -7.97140   1.01  97.17  30.00   1.01  97.17  30.00
20050826003645 20090825202633 0.97    5.68090   1.01  97.17  30.00   2.43  96.19  39.90
20050826003645 20101011090609 0.88    2.63520   1.01  97.17  30.00   1.01  97.17  30.00
20050826003645 20120417032415 0.97    0.13690   1.01  97.17  30.00   1.01  97.17  30.00
20050826003645 20121222035001 0.87   -1.20390   1.01  97.17  30.00   1.01  97.17  30.00
20050826003645 20140804103559 0.91   -0.15290   1.01  97.17  30.00   1.01  97.17  30.00
20050826003645 20150419183921 0.90    4.23560   1.01  97.17  30.00   1.01  97.17  30.00
20050826003645 20161231150111 0.96    0.02180   1.01  97.17  30.00   1.01  97.17  30.00
20050826060659 20060605042640 0.98   -1.37360   2.19  96.70  36.00   2.13  96.65  30.70
20050828053439 20060910175808 0.87   -0.71860   1.47  97.19  35.30   1.40  97.08  32.30
20050828140857 20050929181216 0.91   -5.02370   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20051003220918 0.92   -6.49540   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20051011150522 0.90   -1.43570   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20060916061732 0.96   -3.04100   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20061102151234 0.89    0.45980   1.01  97.17  30.00   1.18  97.28  35.00
20050828140857 20061118135509 0.90   -3.24100   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20061125180809 0.90   -5.43700   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20061209092434 0.91   -2.90140   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20070510102314 0.88   -6.07200   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20070521140851 0.94   -8.47230   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20070605203227 0.92   -5.39800   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20071030055745 0.85   -5.96650   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20080130083453 0.95   -6.55580   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20080311103810 0.87   -5.02070   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20080413145854 0.89   -5.79180   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20090131063459 0.95   -4.64730   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20090323145805 0.95   -6.54740   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20090409081050 0.90   -9.68070   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20100227164610 0.85   -9.92000   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20100317094427 0.91    0.23150   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20100602020442 0.85   -6.14690   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20100603092347 0.91    0.00240   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20100929113317 0.97   -3.04030   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20100930095355 0.96   -3.06470   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20101023194237 0.86   -0.45260   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20101105101507 0.89   -9.74040   1.01  97.17  30.00   1.30  97.26  45.00
20050828140857 20110821081800 0.86   -2.87920   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20110929211342 0.89   -6.08510   1.01  97.17  30.00   1.21  97.17  25.00
20050828140857 20120222120235 0.91   -2.82390   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20120605110110 0.85   -5.91040   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20120624044623 0.89   -7.13640   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20120819015650 0.95   -3.28240   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20121222035001 0.86   -6.49600   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20130110134645 0.85   -0.95380   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20130519074904 0.93   -6.24910   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20130729014323 0.91   -5.74670   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20130817042401 0.92   -6.84030   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20130922060631 0.91   -8.93090   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20131019014705 0.86   -2.09180   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20140308185317 0.87   -7.67400   1.01  97.17  30.00   3.48  98.14 150.00
20050828140857 20140828191513 0.90   -9.40730   1.01  97.17  30.00   1.49  98.18  33.00
20050828140857 20141107002033 0.93   -4.68790   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20151021210326 0.90   -3.68100   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20170711012329 0.91   -2.86670   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20170723113835 0.95   -6.30040   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20170806034827 0.89   -4.97920   1.01  97.17  30.00   1.01  97.17  30.00
20050828140857 20171028162510 0.86   -8.72810   1.01  97.17  30.00   0.95  97.23  27.60
20050903120551 20060212113116 0.86   -3.00410   1.19  97.26  33.00   1.24  97.19  50.70
20050903120551 20060825133010 0.86   -4.59520   1.19  97.26  33.00   1.31  97.28  59.70
20050904073518 20061021115304 0.96   -2.32950   1.25  97.18  29.90   1.20  97.07  32.00
20050904073518 20120301111947 0.89   -2.24770   1.25  97.18  29.90   1.25  97.02  28.00
20050904073518 20150813193237 0.92   -1.11530   1.25  97.18  29.90   1.27  97.06  28.00
20050904073518 20191015185650 0.85   -1.00730   1.25  97.18  29.90   1.27  97.06  28.00
20050907094400 20051227141410 0.93   -0.95910   1.59  97.01  33.00   1.60  96.97  33.00
20050907094400 20100408202811 0.94   -1.44170   1.59  97.01  33.00   1.59  96.93  28.00
20050908144151 20051223112517 0.86    1.42530   1.19  97.17  26.20   1.13  97.03  20.20
20050908144151 20060606230154 0.91   -3.06170   1.19  97.17  26.20   1.19  97.14  30.10
20050908144151 20071126150343 0.95   -4.20730   1.19  97.17  26.20   1.13  97.13  43.80
20050908144151 20100315185422 0.86   -2.20050   1.19  97.17  26.20   1.14  97.04  33.80
20050908144151 20140617160441 0.95   -1.33600   1.19  97.17  26.20   1.18  97.07  23.10
20050909053901 20051118041815 0.93    0.85570   1.32  97.14  23.40   1.19  97.16  23.40
20050909053901 20070518001259 0.96   -4.69250   1.32  97.14  23.40   1.28  97.13  38.10
20050910165730 20090324043535 0.86   -2.72120   1.01  97.17  30.00   1.01  97.17  30.00
20050910165730 20150601140723 0.88    1.48620   1.01  97.17  30.00   1.01  97.17  30.00
20050913152126 20061126025035 0.90   -1.26630   0.91  97.18  30.00   0.86  97.03  35.00
20050913152126 20091114042349 0.90    1.15390   0.91  97.18  30.00   0.90  96.87  25.00
20050916231426 20060725174515 0.95   -3.34070   2.57  95.46  24.50   2.64  95.49  26.10
20050916231426 20080312115109 0.93   -4.76770   2.57  95.46  24.50   2.67  95.51  39.80
