event1 event2 CC dt_sec evla_eq1 evlo_eq1 evdp_eq1_km evla_eq2 evlo_eq1 evdp_eq2_km  
20050104123345 20050329125607 0.86   -5.03220   1.01  97.17  30.00   1.01  97.17  30.00
20050104123345 20101023194237 0.85    1.58850   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20050114170816 0.89    5.96700   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20050114225109 0.86    0.59280   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20050125095415 0.87    1.30940   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20050920145937 0.92    5.55230   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20090325082834 0.93   -6.69470   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20090825202633 0.92    7.48610   1.01  97.17  30.00   2.43  96.19  39.90
20050104151825 20110717013201 0.88   -2.34760   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20121226190708 0.85    0.96860   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20150419183921 0.89    5.52230   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20160801174601 0.87    2.23810   1.01  97.17  30.00   1.01  97.17  30.00
20050104151825 20170512110458 0.89    4.09950   1.01  97.17  30.00   1.01  97.17  30.00
20050104170216 20050124145245 0.96    0.71640   3.08  94.52  30.00   3.08  94.52  30.00
20050104170216 20050710225046 0.95    0.71040   3.08  94.52  30.00   3.08  94.52  30.00
20050104170216 20111027091324 0.92    0.08900   3.08  94.52  30.00   3.08  94.52  30.00
20050104182629 20050111214624 0.90   -2.93900   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050127200949 0.90   -5.44100   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050202090418 0.87   -2.79030   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050213012154 0.87   -1.03090   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050213020157 0.89   -6.20510   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050301192236 0.85   -4.88820   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050319030048 0.86    1.89840   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050504055835 0.91    1.30630   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050509013040 0.95   -1.11690   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050723225321 0.89   -2.33100   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050727173501 0.88   -7.67800   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050730151310 0.87   -2.91320   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20050828140857 0.92    1.15320   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20060916061732 0.87   -1.88500   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20061209092434 0.98   -1.11910   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20070521140851 0.88   -7.33200   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20090131063459 0.90   -3.49800   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20100929113317 0.94   -1.27060   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20100930095355 0.88   -1.90680   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20110108155039 0.85   -5.09460   1.01  97.17  30.00   3.09  98.28  45.30
20050104182629 20110929211342 0.86   -4.31590   1.01  97.17  30.00   1.21  97.17  25.00
20050104182629 20120819015650 0.96   -1.50210   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20130519074904 0.86   -5.09010   1.01  97.17  30.00   1.01  97.17  30.00
20050104182629 20131104115703 0.85    0.95740   1.01  97.17  30.00   0.28  97.71  41.20
20050105143424 20050114170816 0.91    5.05650   1.01  97.17  30.00   1.01  97.17  30.00
20050105143424 20050617023732 0.85   -3.52520   1.01  97.17  30.00   1.01  97.17  30.00
20050105143424 20061012053020 0.86    3.21980   1.01  97.17  30.00   1.01  97.17  30.00
20050105143424 20080105200145 0.97   -0.31480   1.01  97.17  30.00   1.01  97.17  30.00
20050105143424 20100317094427 0.96    5.89420   1.01  97.17  30.00   1.01  97.17  30.00
20050105143424 20120605110110 0.96   -0.23890   1.01  97.17  30.00   1.01  97.17  30.00
20050105143424 20131019014705 0.90    3.56800   1.01  97.17  30.00   1.01  97.17  30.00
20050105143424 20141106154631 0.86   -7.24800   1.01  97.17  30.00   1.01  97.17  30.00
20050105143424 20170117114838 0.97    0.09660   1.01  97.17  30.00   1.01  97.17  30.00
20050106150459 20050620191704 0.87    4.48200   2.70  95.96  41.50   2.63  95.94  30.00
20050106150459 20080702100953 0.87   -1.24130   2.70  95.96  41.50   2.61  95.97  59.70
20050108044035 20050122113943 0.88    1.45860   2.77  95.68  23.00   2.55  95.51  23.20
20050108044035 20050315213403 0.91    0.92650   2.77  95.68  23.00   2.76  95.62  22.00
20050108044035 20061211122953 0.85   -5.61470   2.77  95.68  23.00   2.70  95.62  54.80
20050108055808 20070830110619 0.85   -9.34950   1.01  97.17  30.00   1.01  97.17  30.00
20050109030244 20050302144528 0.91   -1.65130   1.01  97.17  30.00   1.01  97.17  30.00
20050109030244 20050727173501 0.91   -3.82510   1.01  97.17  30.00   1.01  97.17  30.00
20050109030244 20070521140851 0.91   -3.48090   1.01  97.17  30.00   1.01  97.17  30.00
20050109030244 20141205020834 0.88    1.15060   1.01  97.17  30.00   1.01  97.17  30.00
20050109221240 20050704043436 0.86   -1.24140   1.01  97.17  30.00   1.01  97.17  30.00
20050109221240 20050910165730 0.88   -1.44590   1.01  97.17  30.00   1.01  97.17  30.00
20050110185211 20070501194410 0.85   -3.82510   1.01  97.17  30.00   1.01  97.17  30.00
20050110185211 20081006124349 0.86   -3.79780   1.01  97.17  30.00   1.01  97.17  30.00
20050111083128 20050412172331 0.93    0.73980   3.02  96.42  33.00   2.92  96.30  30.00
20050111083128 20050504115705 0.94    0.33170   3.02  96.42  33.00   2.87  96.19  31.50
20050111083128 20051129144528 0.94   -1.12070   3.02  96.42  33.00   2.81  96.12  47.50
20050111083128 20071127112515 0.95   -1.98580   3.02  96.42  33.00   2.84  96.19  37.40
20050111083128 20191103094955 0.95   -4.29710   3.02  96.42  33.00   2.95  96.26  53.00
20050111214624 20050121193938 0.87   -9.76100   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20050213012154 0.85    2.53530   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20050213020157 0.88   -2.64210   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20050216002512 0.86   -0.58940   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20050509013040 0.92    1.83100   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20050723225321 0.87    1.24090   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20060916061732 0.89    1.68450   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20061118135509 0.87    0.86190   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20061209092434 0.88    2.44260   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20090131063459 0.93    0.06380   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20100929113317 0.94    1.67390   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20100930095355 0.90    1.65970   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20110929211342 0.86   -1.37570   1.01  97.17  30.00   1.21  97.17  25.00
20050111214624 20120819015650 0.91    1.43930   1.01  97.17  30.00   1.01  97.17  30.00
20050111214624 20171028162510 0.85   -3.43910   1.01  97.17  30.00   0.95  97.23  27.60
20050113113132 20061012053020 0.85    2.70790   1.01  97.17  30.00   1.01  97.17  30.00
20050113113132 20131019014705 0.85    3.06270   1.01  97.17  30.00   1.01  97.17  30.00
20050113113132 20150601140723 0.87    4.78310   1.01  97.17  30.00   1.01  97.17  30.00
20050114034420 20051008024445 0.88   -1.70070   2.59  94.55  24.80   2.61  94.62  39.90
20050114034420 20150214010729 0.85   -0.77260   2.59  94.55  24.80   2.54  94.53  21.00
20050114170816 20050117003610 0.88   -6.39690   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050124175907 0.89   -1.70020   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050124215608 0.89   -3.85470   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050125095415 0.94   -4.65360   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050129025512 0.95   -7.08870   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050129182054 0.85   -5.41050   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050201024912 0.86   -3.58380   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050201141544 0.86   -5.69080   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050216142129 0.87   -3.03210   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050312223303 0.86   -4.54750   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050330122343 0.88   -5.50760   1.01  97.17  30.00   1.53  97.03  30.00
20050114170816 20050404193653 0.90   -1.13440   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050410022416 0.85   -1.73420   1.01  97.17  30.00   1.56  97.35  33.00
20050114170816 20050512160415 0.90   -3.23550   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050521230103 0.95   -3.43990   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050602023014 0.90   -9.61530   1.01  97.17  30.00   2.61  98.94 155.80
20050114170816 20050826003645 0.92   -4.68760   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050828044331 0.85   -4.97220   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20050831072005 0.87   -6.63950   1.01  97.17  30.00   1.56  97.35  33.00
20050114170816 20050920145937 0.95   -0.40910   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20051004122319 0.85   -5.49900   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20051010020741 0.88   -6.44860   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20051011150522 0.90   -0.30100   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20051210114139 0.87   -3.10450   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20060907113808 0.87    0.86520   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20061012053020 0.91   -1.83150   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20070427080240 0.89   -3.34380   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20071015091113 0.85    1.75860   1.01  97.17  30.00   1.25  97.65   9.80
20050114170816 20071122230153 0.89   -0.32560   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20071207080912 0.89   -4.87820   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20080105200145 0.86   -4.84630   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20090117043825 0.88    0.38320   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20090210184956 0.87   -5.98880   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20090312100453 0.90   -3.20110   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20091111133402 0.87   -4.81700   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20100104145602 0.89   -1.67150   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20100210012134 0.86   -5.66100   1.01  97.17  30.00   1.60  97.05  38.20
20050114170816 20100317094427 0.93    1.34210   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20101011090609 0.86   -2.04700   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20110717013201 0.92   -8.31790   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20110902070912 0.86   -2.22070   1.01  97.17  30.00   2.13  96.77  30.00
20050114170816 20120330220151 0.92   -0.26260   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20120417032415 0.91   -4.55290   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20120605110110 0.88   -5.29960   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20121231190555 0.90   -2.27680   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20130110134645 0.92    0.16450   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20130218120044 0.87   -3.95720   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20131019014705 0.87   -0.95860   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20131022054025 0.90   -5.69280   1.01  97.17  30.00   1.37  97.25  30.00
20050114170816 20131214030055 0.86   -3.30830   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20140804103559 0.90   -4.84890   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20140924120544 0.86   -3.05300   1.01  97.17  30.00   1.00  97.30  30.00
20050114170816 20140927151537 0.85   -6.07360   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20141224173424 0.92    0.97940   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20150419183921 0.87   -0.44930   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20150601140723 0.89    0.73890   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20161012165024 0.93   -1.38060   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20161207060154 0.87   -5.34630   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20161231150111 0.91   -4.66720   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20170117114838 0.87   -4.96500   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20170130222527 0.86   -6.03220   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20170222205829 0.90   -6.32330   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20170224082156 0.90   -5.61800   1.01  97.17  30.00   1.01  97.17  30.00
20050114170816 20170523214925 0.86   -3.85100   1.01  97.17  30.00   1.01  97.17  30.00
20050114225109 20050327060911 0.89    2.59750   1.01  97.17  30.00   1.01  97.17  30.00
20050114225109 20101023194237 0.89    5.51240   1.01  97.17  30.00   1.01  97.17  30.00
20050115164401 20060301143603 0.94   -1.68350   2.69  96.00  25.50   2.68  95.90  25.00
20050117003610 20050624214454 0.89    2.78550   1.01  97.17  30.00   1.01  97.17  30.00
20050117003610 20050920145937 0.91    5.99230   1.01  97.17  30.00   1.01  97.17  30.00
20050117003610 20061012053020 0.87    4.57320   1.01  97.17  30.00   1.01  97.17  30.00
20050117003610 20090312100453 0.86    2.69750   1.01  97.17  30.00   1.01  97.17  30.00
20050117003610 20120330220151 0.91    5.62910   1.01  97.17  30.00   1.01  97.17  30.00
20050120224716 20050730151310 0.88    2.30530   1.01  97.17  30.00   1.01  97.17  30.00
20050120224716 20061102151234 0.89    6.78360   1.01  97.17  30.00   1.18  97.28  35.00
20050122113943 20050315213403 0.86   -0.52980   2.55  95.51  23.20   2.76  95.62  22.00
20050123050704 20050123050712 0.99   -8.00000   3.09  93.80  33.00   3.02  93.78  33.00
20050124145245 20050710225046 0.96   -0.00550   3.08  94.52  30.00   3.08  94.52  30.00
20050124145245 20111027091324 0.92   -0.62670   3.08  94.52  30.00   3.08  94.52  30.00
20050124175907 20050129025512 0.89   -5.89990   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20050306051343 0.87   -1.43040   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20050330122343 0.86   -4.31100   1.01  97.17  30.00   1.53  97.03  30.00
20050124175907 20050525070236 0.87   -1.30880   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20050624214454 0.89   -1.92820   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20050920145937 0.90    1.29550   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20051011150522 0.90    0.88230   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20051013150317 0.85   -0.81620   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20060907113808 0.86    2.55910   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20061012053020 0.91   -0.12630   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20070427080240 0.85   -1.65850   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20071122230153 0.92    0.86550   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20090312100453 0.87   -2.01560   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20100603092347 0.95    2.29400   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20110717013201 0.86   -6.61680   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20120330220151 0.92    0.92900   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20121231190555 0.86   -1.09160   1.01  97.17  30.00   1.01  97.17  30.00
20050124175907 20130110134645 0.95    1.34980   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20050312223303 0.86    0.11630   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20050521230103 0.89    1.21370   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20050826003645 0.90   -0.03310   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20050920145937 0.89    4.23980   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20071207080912 0.92    0.29120   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20090324043535 0.85    0.68210   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20090325082834 0.89   -8.00680   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20090825202633 0.94    6.16210   1.01  97.17  30.00   2.43  96.19  39.90
20050125095415 20110717013201 0.86   -3.66600   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20120417032415 0.92    0.61570   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20140804103559 0.89   -0.18730   1.01  97.17  30.00   1.01  97.17  30.00
20050125095415 20161231150111 0.93    0.49980   1.01  97.17  30.00   1.01  97.17  30.00
20050126041858 20080519124957 0.85   -3.32060   2.72  95.32  26.60   2.73  95.31  31.50
20050126210729 20050723004452 0.86   -1.35360   1.01  97.17  30.00   1.01  97.17  30.00
20050126210729 20090323145805 0.86   -0.97100   1.01  97.17  30.00   1.01  97.17  30.00
20050126210729 20170723113835 0.85   -0.72470   1.01  97.17  30.00   1.01  97.17  30.00
20050126234323 20050330231704 0.98    0.29120   1.01  97.17  30.00   1.01  97.17  30.00
20050126234323 20070713132310 0.95    0.27250   1.01  97.17  30.00   1.01  97.17  30.00
20050127224816 20050227090036 0.85    0.66930   1.01  97.17  30.00   1.01  97.17  30.00
20050127224816 20050523144524 0.96    0.13560   1.01  97.17  30.00   1.01  97.17  30.00
20050127224816 20060915121510 0.95    0.54520   1.01  97.17  30.00   1.01  97.17  30.00
20050127224816 20080316014044 0.86    0.85210   1.01  97.17  30.00   1.01  97.17  30.00
20050127224816 20090105144303 0.94    0.51570   1.01  97.17  30.00   1.01  97.17  30.00
20050127224816 20110824023825 0.94    0.26610   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20050920145937 0.89    7.19580   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20061012053020 0.92    5.77480   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20090312100453 0.85    3.89150   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20090325082834 0.86   -5.57230   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20090825202633 0.97    8.58790   1.01  97.17  30.00   2.43  96.19  39.90
20050129025512 20110717013201 0.85   -1.23210   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20120330220151 0.95    6.82840   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20121231190555 0.90    4.81000   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20131019014705 0.91    6.12840   1.01  97.17  30.00   1.01  97.17  30.00
20050129025512 20150419183921 0.85    6.63830   1.01  97.17  30.00   1.01  97.17  30.00
20050129182054 20050425013429 0.85    3.00310   1.01  97.17  30.00   0.40  97.25  33.00
20050129182054 20051004122319 0.98   -0.59440   1.01  97.17  30.00   1.01  97.17  30.00
20050201000507 20071114041222 0.91   -2.38070   2.65  96.01  26.50   2.68  95.93  27.00
20050201024912 20050208043922 0.87    0.67550   1.01  97.17  30.00   1.01  97.17  30.00
20050201024912 20050219032328 0.86    0.29780   1.01  97.17  30.00   1.01  97.17  30.00
20050201024912 20050331142719 0.86   -1.80080   1.01  97.17  30.00   1.01  97.17  30.00
20050204065706 20050728024357 0.94    0.21670   2.72  95.65  23.40   2.69  95.62  23.20
20050204065706 20090322192342 0.87   -3.43100   2.72  95.65  23.40   2.71  95.57  33.80
20050206081453 20160114133600 0.87    1.26550   2.77  94.10  28.90   2.60  94.09  17.00
20050206183919 20050430144508 0.94   -0.42950   1.01  97.17  30.00   1.01  97.17  30.00
20050208043922 20050219032328 0.93   -0.37010   1.01  97.17  30.00   1.01  97.17  30.00
20050208043922 20050331142719 0.92   -2.47220   1.01  97.17  30.00   1.01  97.17  30.00
20050208043922 20050623032520 0.89    2.71240   1.01  97.17  30.00   1.01  97.17  30.00
20050208043922 20060919203930 0.91   -0.30150   1.01  97.17  30.00   1.01  97.17  30.00
20050208043922 20141113084908 0.87   -3.05740   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20050329125607 0.86   -5.46980   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20050723225321 0.96   -1.29780   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20050729203333 0.87   -8.44890   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20050828140857 0.96    2.19250   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20060916061732 0.95   -0.85020   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20061102151234 0.90    2.64680   1.01  97.17  30.00   1.18  97.28  35.00
20050213012154 20080130083453 0.91   -4.35170   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20090131063459 0.89   -2.47140   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20100603092347 0.96    2.19330   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20100930095355 0.97   -0.87500   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20121222035001 0.85   -4.31060   1.01  97.17  30.00   1.01  97.17  30.00
20050213012154 20130519074904 0.89   -4.06150   1.01  97.17  30.00   1.01  97.17  30.00
20050213020157 20050509013040 0.93    5.08140   1.01  97.17  30.00   1.01  97.17  30.00
20050213020157 20061209092434 0.89    5.08540   1.01  97.17  30.00   1.01  97.17  30.00
20050213020157 20100929113317 0.94    4.32020   1.01  97.17  30.00   1.01  97.17  30.00
20050213020157 20120819015650 0.89    4.08680   1.01  97.17  30.00   1.01  97.17  30.00
20050213132252 20050213132301 0.99   -8.99000   2.25  95.14  25.00   2.33  95.14  33.00
20050216002512 20050520232202 0.96    0.04630   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20060916061732 0.87    2.27080   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20061125180809 0.95   -0.14120   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20070605203227 0.97   -0.10050   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20080311103810 0.95    0.27400   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20080413145854 0.96   -0.49700   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20100930095355 0.87    2.24770   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20101023194237 0.93    4.26670   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20110512074056 0.90    0.03020   1.01  97.17  30.00   1.01  97.17  30.00
20050216002512 20130729014323 0.97   -0.45030   1.01  97.17  30.00   1.01  97.17  30.00
20050216142129 20050920145937 0.85    2.61740   1.01  97.17  30.00   1.01  97.17  30.00
20050219032328 20050331142719 0.92   -2.09880   1.01  97.17  30.00   1.01  97.17  30.00
20050219032328 20060919203930 0.90    0.07400   1.01  97.17  30.00   1.01  97.17  30.00
20050219032328 20061102151234 0.90    4.31980   1.01  97.17  30.00   1.18  97.28  35.00
20050219234510 20050311144330 0.93   -0.67700   1.01  97.17  30.00   1.01  97.17  30.00
20050219234510 20050802205630 0.89   -0.04220   1.01  97.17  30.00   1.01  97.17  30.00
20050219234510 20080219125852 0.93   -0.80760   1.01  97.17  30.00   1.01  97.17  30.00
20050219234510 20090324043535 0.89    1.76450   1.01  97.17  30.00   1.01  97.17  30.00
20050219234510 20121222035001 0.94   -0.16000   1.01  97.17  30.00   1.01  97.17  30.00
20050219234510 20140927151537 0.94   -0.85200   1.01  97.17  30.00   1.01  97.17  30.00
20050219234510 20170130222527 0.98   -0.30350   1.01  97.17  30.00   1.01  97.17  30.00
20050225165039 20170308104603 0.92   -7.86110   2.57  98.93 158.10   2.71  98.98 163.40
20050227090036 20050523144524 0.85   -0.53310   1.01  97.17  30.00   1.01  97.17  30.00
20050227090036 20080316014044 0.98    0.18420   1.01  97.17  30.00   1.01  97.17  30.00
20050227090036 20090105144303 0.85   -0.15090   1.01  97.17  30.00   1.01  97.17  30.00
20050227174242 20060208090834 0.89   -3.99220   2.43  95.73  18.40   2.53  95.77  35.00
20050227174242 20090904030957 0.88   -2.17100   2.43  95.73  18.40   2.49  95.74  25.00
20050227174242 20100426120234 0.86   -2.85730   2.43  95.73  18.40   2.45  95.73  25.00
20050227174242 20111202080739 0.89   -2.17730   2.43  95.73  18.40   2.55  95.78  25.00
20050227213901 20050422073050 0.85   -0.42660   2.63  95.60  23.30   2.63  95.56  30.00
20050227213901 20060609082916 0.85   -4.02240   2.63  95.60  23.30   2.71  95.62  35.00
20050227213901 20090322191856 0.87   -1.77780   2.63  95.60  23.30   2.70  95.50  25.00
20050227213901 20150527161641 0.85   -1.35040   2.63  95.60  23.30   2.66  95.55  25.00
20050306051343 20050410022416 0.93    1.37590   1.01  97.17  30.00   1.56  97.35  33.00
20050306051343 20050525070236 0.96    0.11770   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20050802205630 0.85   -2.64760   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20051013150317 0.96    0.60950   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20060907113808 0.90    3.97450   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20061022023816 0.94    0.33710   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20070427080240 0.88   -0.22770   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20101011090609 0.87    1.05980   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20120330220151 0.92    2.35540   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20120411134236 0.88   -8.77660   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20121029022152 0.85   -6.42030   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20121231190555 0.88    0.34250   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20150601140723 0.96    3.35200   1.01  97.17  30.00   1.01  97.17  30.00
20050306051343 20150917042853 0.85   -2.61990   1.01  97.17  30.00   1.01  97.17  30.00
20050311144330 20080219125852 0.94   -0.13170   1.01  97.17  30.00   1.01  97.17  30.00
20050311144330 20090825202633 0.93    7.39640   1.01  97.17  30.00   2.43  96.19  39.90
20050311144330 20121222035001 0.89    0.51670   1.01  97.17  30.00   1.01  97.17  30.00
20050311144330 20140927151537 0.96   -0.17420   1.01  97.17  30.00   1.01  97.17  30.00
20050311144330 20170130222527 0.94    0.37620   1.01  97.17  30.00   1.01  97.17  30.00
20050312223303 20050826003645 0.86   -0.15460   1.01  97.17  30.00   1.01  97.17  30.00
20050312223303 20090825202633 0.96    5.54050   1.01  97.17  30.00   2.43  96.19  39.90
20050312223303 20140804103559 0.96   -0.30300   1.01  97.17  30.00   1.01  97.17  30.00
