event1 event2 CC dt_sec
20050701050812 20190710065204 0.86 -5.1039
20050701050812 20190807133738 0.91 -5.3072
20050701050812 20191201131557 0.87 -0.7077
20050701050910 20190126163605 0.94 0.7239
20050701165743 20050730045649 0.93 -0.7982
20050701165743 20050825092432 0.97 0.4450
20050701165743 20051101002645 0.97 -2.7679
20050701165743 20060205061337 0.98 -3.8601
20050701165743 20060807182923 0.98 -4.4534
20050701165743 20070502015541 0.97 -3.3850
20050701165743 20080518134221 0.97 -2.9822
20050701194140 20060804012334 0.85 -0.3780
20050701194140 20090406232335 0.85 1.0179
20050701194140 20120206033853 0.86 2.1405
20050701194140 20140815204848 0.86 -0.1914
20050701194140 20170421012229 0.86 1.2028
20050702110428 20050905152010 0.96 -0.6977
20050702110428 20051118171107 0.91 -1.9899
20050702110428 20060131131925 0.96 -4.6914
20050702110428 20060801215636 0.97 -4.4826
20050702110428 20070715052712 0.94 -4.1947
20050702110428 20080902121427 0.95 -5.1691
20050702110428 20101231175754 0.92 -3.8459
20050702110428 20161121205425 0.89 -3.2649
20050702190811 20060213162347 0.89 -3.6890
20050702190811 20070217144945 0.85 -9.0867
20050702190811 20080803020439 0.85 -0.5198
20050702190811 20120119145427 0.86 -1.6481
20050702190811 20130119222227 0.85 -0.3551
20050702190811 20180504221103 0.85 -3.7492
20050702214158 20050909123649 0.86 4.1565
20050702214158 20060518163140 0.86 -0.0248
20050702214158 20171002132545 0.85 4.7021
20050703033206 20070817025142 0.95 -3.1788
20050703033206 20090615093829 0.96 -2.4866
20050703033206 20111129051504 0.96 -1.8458
20050703033206 20130807062357 0.95 -2.0238
20050703033206 20160726041313 0.96 -2.1914
20050703071234 20100411123223 0.90 -3.5760
20050703071234 20191015214004 0.91 -2.7214
20050703133525 20070208014142 0.96 -0.4313
20050703133525 20111221052350 0.92 0.1182
20050703181319 20051103224538 0.94 -0.3132
20050703181319 20060121151751 0.86 -2.7089
20050703181319 20060516152348 0.89 -2.8807
20050703181319 20060724202704 0.94 -3.8379
20050703181319 20070711151751 0.88 -2.5311
20050703181319 20080602034915 0.91 -0.8501
20050703181319 20090320134246 0.91 -0.3259
20050703181319 20100812234656 0.95 -1.1364
20050703181319 20140424185819 0.92 -0.5842
20050703181319 20190709120818 0.91 -0.2711
20050704044647 20051127081848 0.96 0.1658
20050704044647 20071031212349 0.96 -4.2441
20050704044647 20090213134537 0.93 -2.2380
20050704044647 20100802185053 0.91 -1.4166
20050704044647 20130926182410 0.97 -1.9818
20050704044647 20180514015214 0.88 -2.7365
20050704110702 20050921072339 0.98 -0.9311
20050704110702 20060419195104 0.97 -2.2730
20050704110702 20061128074416 0.96 -4.1845
20050704110702 20090319023241 0.97 -3.0047
20050704110702 20100703015753 0.97 -1.4883
20050704110702 20130926200931 0.94 -1.8250
20050704151625 20050821182124 0.88 -6.0964
20050704151625 20050928143646 0.98 -3.3873
20050704151625 20051211004211 0.97 -0.9380
20050704151625 20060609131101 0.97 -2.1314
20050704151625 20061211122953 0.94 -6.5343
20050704151625 20070414141923 0.92 -0.6940
20050704151625 20070903081142 0.91 -2.0406
20050704151625 20080615122509 0.88 -0.9116
20050704151625 20100901111348 0.93 -2.0034
20050704151625 20120718050019 0.88 -2.5823
20050704151625 20180321071228 0.90 -1.6888
20050704184335 20050920102338 0.91 -9.1523
20050704184335 20051122185706 0.85 -7.7661
20050704184335 20060618200959 0.87 -9.1667
20050704184335 20061008142409 0.89 -8.9690
20050704184335 20090310041653 0.86 -4.0195
20050704184335 20120818171602 0.86 -4.0350
20050705132646 20050731031635 0.86 -1.8511
20050705132646 20060425193437 0.98 -3.6536
20050705145434 20060801222435 0.88 -0.2996
20050706021356 20060514122116 0.97 3.4745
20050706021356 20071001183519 0.95 -3.6914
20050706021356 20100915192429 0.96 -0.3176
20050706021356 20150410032806 0.95 -0.6185
20050706132446 20060101232048 0.87 0.0483
20050706224157 20051203184805 0.98 -0.4175
20050706224157 20060511192234 0.86 -0.8671
20050706224157 20061009134514 0.98 -2.9098
20050706224157 20071101132322 0.85 -5.3516
20050706224157 20080702145510 0.93 -1.7896
20050706224157 20110329065935 0.92 -2.0538
20050706224157 20181010085118 0.92 -0.0136
20050707141037 20051204030202 0.94 0.1400
20050707141037 20060618133754 0.90 -3.4068
20050707141037 20090212190421 0.94 -3.1648
20050707141037 20100922063157 0.89 -2.9340
20050707141037 20120904132530 0.89 -1.6080
20050707141037 20140802021650 0.86 -0.9991
20050707205136 20051006070700 0.89 0.2812
20050707205136 20080616130414 0.86 -0.1893
20050708053425 20050921005054 0.86 -3.6158
20050708053425 20060226224641 0.89 -3.1481
20050708053425 20070507171605 0.90 -3.7474
20050708053425 20081030064004 0.87 -3.8531
20050708053425 20100309032455 0.85 0.5538
20050708053425 20110421194958 0.90 -1.9601
20050708053425 20130527032743 0.89 -1.1426
20050708053425 20160308033231 0.87 -2.2540
20050708142638 20060412142522 0.89 -4.1091
20050708163103 20051213160347 0.94 -2.5077
20050708163103 20060226113533 0.94 -3.1823
20050708163103 20060705090949 0.89 -2.1270
20050708163103 20080928143848 0.92 -2.3568
20050708163103 20091207160536 0.90 -2.5418
20050709092509 20100629214328 0.85 3.7621
20050709164334 20050821161243 0.89 -0.6171
20050709164334 20070802085426 0.85 -6.8610
20050709164334 20090308110901 0.92 -0.3492
20050709164334 20100607165438 0.93 -3.6082
20050709164334 20111118071417 0.91 0.1002
20050709164334 20131023092508 0.91 -0.7381
20050710043202 20050928132302 0.87 0.3660
20050710043202 20080701152409 0.85 0.2149
20050710043202 20100523225510 0.87 -4.2383
20050710043202 20180508054932 0.86 -3.2013
20050710073848 20050923051850 0.98 -1.4238
20050710073848 20051230200029 0.97 0.7686
20050710073848 20060408062106 0.98 -1.2944
20050710073848 20070405191450 0.98 -3.2951
20050710073848 20070905032200 0.93 -3.5314
20050710073848 20081011123232 0.97 -5.2145
20050710073848 20090905081935 0.96 -2.4626
20050710073848 20101113220225 0.87 0.6291
20050710073848 20120502083506 0.96 -1.0508
20050710073848 20150114220830 0.96 -1.0967
20050710212654 20060218143331 0.92 -8.4849
20050710225046 20111027091324 0.94 -0.6271
20050711031833 20110618115650 0.85 0.2182
20050711041746 20050920211544 0.85 -5.4619
20050711041746 20051108072250 0.85 -7.2513
20050711041746 20080402190823 0.87 -3.6672
20050711042324 20050714193935 0.86 0.4361
20050711042324 20080225180553 0.86 -1.2506
20050711042324 20170109112819 0.85 -7.3618
20050711042324 20170805213137 0.88 0.6425
20050711042324 20190126163508 0.85 1.3044
20050711045105 20060423132049 0.90 -1.2432
20050711045105 20060423201238 0.93 0.7585
20050711162047 20050922081837 0.93 -0.9878
20050711162047 20060106054644 0.94 -3.2538
20050711162047 20060307194002 0.94 -3.2993
20050711162047 20070201102204 0.97 -4.2661
20050711162047 20130427100317 0.95 0.9756
20050711162047 20170204013635 0.94 -2.6407
20050711162047 20190623075408 0.88 1.2267
20050711170824 20050728201537 0.86 -2.1406
20050712035458 20051017095951 0.93 4.6225
20050712035458 20051231224636 0.92 4.1988
20050712035458 20060726152351 0.97 -2.3489
20050712035458 20080731151655 0.97 -1.6822
20050712035458 20110613184802 0.96 -0.7680
20050712035458 20121013003843 0.88 -1.8136
20050712035458 20151128205438 0.85 -0.0943
20050712035458 20180107230945 0.93 -0.4317
20050713004755 20060910234049 0.85 -3.6443
20050713004755 20080719231926 0.92 0.9702
20050713004755 20090420041140 0.88 -2.1352
20050713004755 20110614005732 0.89 0.6870
20050713004755 20111101042429 0.93 1.0811
20050713004755 20130218120044 0.90 -6.1919
20050713004755 20180805085612 0.86 -4.7809
20050713004755 20180910212723 0.86 -3.8864
20050713004755 20190807133738 0.85 -4.5234
20050713031623 20060307001116 0.88 0.1377
20050713031623 20100123163520 0.94 -2.8102
20050713031623 20100511134722 0.95 -3.7266
20050713031623 20180508171413 0.95 -3.9813
20050713092951 20050816145332 0.95 -2.4035
20050713092951 20050924222527 0.95 -1.2683
20050713092951 20051115141436 0.92 0.0199
20050713092951 20060119224606 0.92 -3.4398
20050713092951 20060519063417 0.95 -3.3072
20050713092951 20060818080852 0.93 -3.5334
20050713092951 20061215043849 0.94 -3.1377
20050713092951 20080406183509 0.96 -4.7076
20050713092951 20090418043059 0.95 -0.3341
20050713092951 20100313163437 0.95 -2.3120
20050713092951 20101222034301 0.91 -1.4365
20050713092951 20120620111222 0.95 -2.6153
20050713092951 20140715010010 0.94 -1.8389
20050713092951 20170713074057 0.92 -1.6259
20050713094000 20051227015435 0.95 0.1385
20050713094000 20060616194416 0.97 -2.4911
20050713094000 20070210012411 0.96 -2.5359
20050713094000 20071026152821 0.94 -6.8053
20050713094000 20080221162916 0.94 -3.0225
20050713094000 20080410031430 0.94 -0.6505
20050713094000 20080605093359 0.94 -3.0150
20050713094000 20100116013919 0.95 -0.6624
20050713094000 20101010145630 0.97 -0.8627
20050713094000 20110721005056 0.95 0.0458
20050713094000 20120807022628 0.95 -0.5040
20050713094000 20130523170731 0.93 -0.1571
20050713094000 20131229001014 0.88 0.9817
20050713094000 20141018221303 0.95 0.2439
20050713094000 20160217222248 0.94 -0.9414
20050713094000 20170212123552 0.93 0.0914
20050713094000 20190111050233 0.95 -0.0494
20050713160119 20050825222412 0.89 -1.9280
20050713160119 20060106070648 0.94 -3.6450
20050713160119 20060815030209 0.95 1.2285
20050713160119 20070508053121 0.89 -2.3559
20050713160119 20080722122756 0.94 -3.5339
20050713160119 20100606013735 0.95 -2.1814
20050713160119 20150215101455 0.94 -1.5292
20050713160119 20191102144412 0.87 -1.3919
20050714193935 20050920211544 0.87 -5.0147
20050714193935 20071202063308 0.88 -8.9296
20050714193935 20080110195713 0.85 0.5697
20050714193935 20080225133341 0.85 -8.1583
20050714193935 20080225180553 0.92 -2.4793
20050714193935 20090109065434 0.88 -6.0307
20050714193935 20100412203233 0.88 -4.5389
20050714193935 20100701173250 0.85 -9.4602
20050714193935 20110105101534 0.87 -9.3731
20050714193935 20110619041605 0.87 -9.3360
20050714193935 20110905175406 0.90 -2.8406
20050714193935 20111101042429 0.86 1.5074
20050714193935 20120411121104 0.86 -9.9387
20050714193935 20120720185208 0.88 -9.0248
20050714193935 20130726143546 0.92 -4.9839
20050714193935 20140326134638 0.89 -9.5968
20050714193935 20140501143439 0.90 0.9226
20050714193935 20160302125034 0.91 -1.1593
20050714193935 20160303001136 0.90 -5.3235
20050714193935 20170106102400 0.88 0.8381
20050714193935 20170109112819 0.87 -7.8040
20050714193935 20170220061009 0.88 -9.9981
20050714193935 20170805213137 0.90 0.2104
20050714193935 20181015061420 0.85 -1.6665
20050714193935 20181207041308 0.86 -6.5965
20050714193935 20190126163508 0.92 0.8845
20050714193935 20190310075425 0.89 -1.7992
20050714193935 20190311163337 0.85 -6.0002
20050714193935 20191121222858 0.90 -1.4412
20050715022323 20050920160830 0.91 0.7228
20050715022323 20051115081957 0.87 0.1340
20050715022323 20060219211524 0.93 -0.1045
20050715022323 20060802184403 0.89 0.0021
20050715022323 20070131035045 0.91 -2.5024
20050715022323 20070615141322 0.85 3.1926
20050715022323 20080226172448 0.94 -1.4137
20050715022323 20090626054933 0.86 0.4513
20050715022323 20110613114143 0.93 0.6247
20050715022323 20130411074838 0.88 -0.5061
20050715022323 20171205131211 0.85 0.0785
20050715025203 20051016190223 0.89 0.4105
20050715025203 20060720223856 0.85 -5.9027
20050715025203 20061219124711 0.93 -2.7219
20050715025203 20070430154922 0.86 -3.5933
20050715025203 20080225210207 0.85 -6.1702
20050715025203 20080719231926 0.87 0.1778
20050715025203 20100516151225 0.87 -6.9843
20050715025203 20110430170804 0.89 -3.8393
20050715025203 20141011235417 0.85 -1.6988
20050715025203 20170222111226 0.85 -5.6759
20050715025203 20191007183720 0.90 -5.4193
20050715123929 20070103164318 0.86 -2.5115
20050715123929 20110404183647 0.86 -0.8601
20050715123929 20141011084445 0.86 -1.7133
20050716233148 20050901041852 0.93 -2.4324
20050716233148 20051028154155 0.94 0.0498
20050716233148 20061126143752 0.85 -4.6731
20050716233148 20070112224906 0.87 -3.3225
20050716233148 20080206101957 0.88 -4.2431
20050716233148 20081010112847 0.92 -1.0803
20050716233148 20101026192819 0.89 -2.2407
20050717034604 20080506065817 0.86 -1.9214
20050717185347 20051009085532 0.88 2.1648
20050717185347 20051127022035 0.89 0.0898
20050717185347 20060921004747 0.87 -2.0677
20050717185347 20070514130136 0.88 1.9998
20050717185347 20081208085316 0.85 1.8344
20050717185347 20160331035247 0.85 -0.2081
20050718031731 20101002073936 0.87 -1.6237
20050718031731 20140705111639 0.89 -1.3135
20050718171911 20060114155827 0.87 -3.5954
20050719171339 20050719200340 0.87 -0.8040
20050720083307 20051002024253 0.88 0.7913
20050720083307 20060707204237 0.92 -4.5316
20050720083307 20070705214233 0.91 -0.7643
20050720083307 20090805210812 0.91 0.2061
20050720083307 20120410132251 0.91 0.7571
20050720083307 20130414235226 0.89 0.7808
20050720083307 20160229145550 0.90 0.5628
20050720132926 20050924044855 0.88 -0.7909
20050720132926 20080612093917 0.89 -0.3200
20050720132926 20110705190912 0.88 -3.2637
20050721090925 20050903120551 0.89 -1.8943
20050721090925 20051027105033 0.88 -0.2326
20050721090925 20060212113116 0.90 -4.8945
20050721090925 20060825133010 0.90 -6.4115
20050721090925 20070731142644 0.88 -2.5132
20050721090925 20081230172822 0.88 -5.7180
20050721090925 20100629125443 0.89 -1.7417
20050722172446 20080331005609 0.91 0.9050
20050722172446 20110228230952 0.95 -0.1938
20050722172446 20131015125636 0.85 0.0767
20050722172446 20140324013222 0.93 0.9854
20050722172446 20170507112845 0.94 0.1778
20050722201219 20060512195713 0.96 -3.8409
20050722201219 20070612035129 0.85 1.2767
20050722201219 20080303195335 0.91 -2.9616
20050722201219 20090323095751 0.86 -0.8033
20050722201219 20100209185831 0.87 0.5492
20050722201219 20131227041841 0.90 2.5740
20050722201219 20180627113836 0.87 2.7629
20050723090736 20051006135702 0.86 -0.3625
20050723144634 20180114092539 0.96 0.1741
20050723225321 20060916061732 0.98 0.4466
20050723225321 20100930095355 0.96 0.4102
20050724202035 20051225024915 0.86 1.5958
20050724202035 20070804182941 0.89 -0.8114
20050724202035 20140712063031 0.85 -0.2239
20050725052141 20060529200805 0.85 -0.4616
20050725183909 20060605182413 0.90 -3.0751
20050727070323 20080124094911 0.87 -1.8747
20050727135710 20080928224352 0.86 -3.9876
20050727135710 20180329205841 0.94 -1.4507
20050727140312 20110530214648 0.85 0.1183
20050727171033 20080225153943 0.86 -0.2225
20050727173501 20070521140851 0.95 0.3442
20050727230444 20051028051658 0.91 0.1320
20050727230444 20070203010657 0.85 0.4822
20050727230444 20110115132057 0.87 0.2262
20050727230444 20130930204609 0.86 -0.2750
20050727230444 20140621163004 0.90 0.9584
20050728024357 20090322192342 0.94 -3.6483
20050728024357 20111001105037 0.89 -4.9796
20050728071154 20051018112209 0.98 -0.0745
20050728071154 20060126002143 0.91 -5.2119
20050728071154 20060526223841 0.90 3.1616
20050728071154 20070516120317 0.95 -1.5711
20050728071154 20080417145605 0.91 3.6796
20050728071154 20090919142815 0.96 -1.1221
20050728071154 20110125223052 0.88 -0.1570
20050728071154 20110930032839 0.87 -0.4799
20050728071154 20130223113946 0.96 -0.8038
20050728071154 20180119195555 0.91 -0.4973
20050728145546 20050807212535 0.87 -1.5514
20050728145546 20060201024841 0.87 1.7031
20050728145546 20060504141114 0.86 -3.4265
20050728145546 20060705054227 0.87 -3.8081
20050728145546 20060906100352 0.90 -3.5337
20050728145546 20061201191441 0.91 -4.1558
20050728145546 20080820023827 0.85 -4.2595
20050728145546 20090226065423 0.89 -2.6472
20050728145546 20110326031909 0.90 -6.4137
20050728145546 20110326032041 0.87 -1.3241
20050728145546 20191014190637 0.93 -3.5525
20050728145546 20191014190945 0.89 -7.5792
20050728201537 20050826101712 0.85 -0.0987
20050729133220 20080918055703 0.87 1.1866
20050730004009 20061004133340 0.85 -5.7711
20050730045649 20050825092432 0.91 1.2420
20050730045649 20051101002645 0.92 -1.9697
20050730045649 20060205061337 0.93 -3.0616
20050730045649 20060807182923 0.92 -3.6566
20050730045649 20070502015541 0.92 -2.5864
20050730045649 20080518134221 0.92 -2.1855
20050730085906 20051023195538 0.85 -0.4523
20050730131929 20090609042105 0.86 -2.4083
20050731031635 20060425193437 0.86 -1.8026
20050731031635 20060814203441 0.88 -1.4254
20050731054010 20130401164048 0.85 -5.0698
20050731115443 20070518041410 0.90 -2.6075
20050731121710 20111007202820 0.85 -0.3326
20050731121821 20190603060435 0.96 0.8952
20050731154655 20051023181636 0.86 0.5565
20050731154655 20130203005301 0.91 -1.2209
20050731154655 20170120035734 0.86 -1.3355
20050801015016 20080410204318 0.85 -0.6419
20050801015016 20140222114537 0.85 1.5463
20050801165324 20080507183406 0.85 -0.1432
20050802005916 20111028081421 0.89 0.0119
20050802071544 20051019184754 0.97 0.7118
20050802071544 20060122045045 0.97 -1.3001
20050802071544 20060617180935 0.90 -1.5356
20050802071544 20070210081021 0.92 -3.8300
20050802071544 20071028175131 0.91 -2.3262
20050802071544 20081026095056 0.94 -1.3357
20050802071544 20100930214719 0.94 -0.0767
20050802071544 20120626170845 0.95 0.5929
20050802071544 20190302223032 0.94 0.0856
20050802171210 20051116075646 0.86 -2.2499
20050802171210 20070412111533 0.89 -3.8250
20050802171210 20080325151331 0.86 -3.7226
20050802171210 20100407050510 0.87 -3.7834
20050802171210 20100409155914 0.87 -4.6665
20050802171210 20100530001544 0.87 -4.7355
20050802171210 20140831055826 0.89 -3.6959
20050803015643 20060602210506 0.97 -1.2760
20050803015643 20110125165228 0.88 -0.5070
20050803015643 20190505220743 0.92 0.3065
20050804211025 20051112223839 0.97 -0.1522
20050804211025 20060610233736 0.94 -3.1389
20050804211025 20070218122611 0.96 -2.7769
20050804211025 20080518025959 0.96 -2.2742
20050804211025 20100713222103 0.96 -2.6971
20050804211025 20181211124737 0.94 -3.2170
20050805131830 20060121222727 0.90 -0.7429
20050805131830 20070506151622 0.95 -1.2945
20050805131830 20090821092728 0.91 1.3880
20050805131830 20160621160750 0.94 1.8380
20050805142750 20160621145236 0.86 -1.8342
20050805214843 20110120083714 0.85 -0.5156
20050806104411 20060522125136 0.95 -4.3670
20050806104411 20070306093404 0.85 -3.3175
20050806104411 20080503105138 0.92 -2.2436
20050807070327 20061114003833 0.93 -4.7451
20050807070327 20090607104945 0.91 -2.2372
20050807070327 20110830202533 0.85 -1.3092
20050807070327 20120109075108 0.93 -1.1488
20050807212535 20060906100352 0.94 -1.9805
20050807212535 20071210011313 0.86 -1.6436
20050807212535 20110326032041 0.90 0.2289
20050807212535 20191014190637 0.87 -2.0000
20050807212535 20191014190945 0.91 -6.0230
20050808085225 20060510130833 0.89 -5.3319
20050809180552 20050924102018 0.86 -0.9007
20050809180552 20051102233247 0.94 -2.2691
20050809180552 20051207055140 0.86 -2.7967
20050809180552 20060128200654 0.95 -2.9329
20050809180552 20080106131421 0.93 -2.2097
20050809221041 20060121050226 0.95 -6.4792
20050809221041 20070623114737 0.94 -3.7960
20050809221041 20120629092050 0.95 -3.0230
20050810102737 20050918101229 0.85 -1.0012
20050810102737 20060121151751 0.88 -3.8535
20050810102737 20061213183208 0.85 -5.3536
20050810102737 20070711151751 0.89 -3.6729
20050810102737 20090320134246 0.85 -1.4750
20050811034618 20120411132545 0.94 -0.2966
20050813154727 20051205105253 0.91 2.6513
20050813154727 20100409113554 0.88 0.2851
20050813182720 20110220143223 0.97 -2.7491
20050813221938 20060418230459 0.95 -4.8095
20050813221938 20061215052631 0.95 -4.3387
20050813221938 20090707004359 0.90 -0.9157
20050813221938 20140705160022 0.95 -1.5542
20050813221938 20190607025905 0.95 -5.1283
20050814093021 20050928105038 0.86 -0.0177
20050814093021 20090406232335 0.91 3.5810
20050814093021 20110328111854 0.86 3.6395
20050814093021 20120206033853 0.92 4.7068
20050814093021 20140815204848 0.87 2.3676
20050814093021 20170421012229 0.89 3.7624
20050815171825 20101014071735 0.85 -3.2265
20050815195631 20051020004745 0.96 4.2664
20050815195631 20060126200440 0.97 2.6836
20050815195631 20090411000330 0.94 3.7368
20050815195721 20051020004840 0.87 -0.7305
20050815195721 20090411000424 0.92 -0.2356
20050816113938 20060811210828 0.92 6.4550
20050816145332 20050924222527 0.94 1.1345
20050816145332 20051115141436 0.94 2.4260
20050816145332 20060119224606 0.93 -1.0370
20050816145332 20060519063417 0.97 -0.9031
20050816145332 20060818080852 0.93 -1.1276
20050816145332 20061215043849 0.93 -0.7345
20050816145332 20080406183509 0.97 -2.3045
20050816145332 20090418043059 0.95 2.0686
20050816145332 20100313163437 0.96 0.0935
20050816145332 20101222034301 0.90 0.9667
20050816145332 20120620111222 0.94 -0.2104
20050816145332 20140715010010 0.94 0.5652
20050816145332 20170713074057 0.92 0.7750
20050816223257 20051101191027 0.94 1.3743
20050816223257 20060208090834 0.97 -3.3230
20050816223257 20060516231629 0.93 -3.4100
20050816223257 20060830015717 0.90 -2.9733
20050816223257 20080323143634 0.94 -2.2852
20050816223257 20080429182033 0.88 -4.5733
20050816223257 20080810171543 0.96 -4.0483
20050816223257 20081006123048 0.90 -2.1231
20050816223257 20090114224609 0.91 2.5021
20050816223257 20090904030957 0.94 -1.4891
20050816223257 20100426120234 0.95 -2.2233
20050816223257 20100607192756 0.87 -1.4642
20050816223257 20110213121331 0.96 -1.7379
20050816223257 20111202080739 0.95 -1.4754
20050816223257 20121031095627 0.93 -1.9417
20050816223257 20130515195943 0.92 -1.7966
20050816223257 20140131191945 0.91 -1.3202
20050816223257 20140813101058 0.86 -4.8902
20050816223257 20160918093526 0.91 -2.4092
20050816223257 20171225033812 0.94 -2.0576
20050816223257 20190918015820 0.90 -2.1888
20050817074248 20051009222717 0.95 0.5860
20050817074248 20070730103737 0.91 0.3791
20050817074248 20070816033042 0.95 0.5625
20050817074248 20071127050336 0.89 -0.0818
20050817074248 20100127182510 0.90 0.5386
20050817074248 20120406062737 0.91 -0.0952
20050817074248 20121015113237 0.93 0.2145
20050817074248 20141030000124 0.91 0.0789
20050817074248 20150501061730 0.90 0.0919
20050817141329 20051014064545 0.90 2.7599
20050817141329 20060110055526 0.90 -1.7234
20050817141329 20061215065421 0.95 -4.6816
20050817141329 20080803062532 0.94 -3.4869
20050817141329 20110320055531 0.96 -4.0893
20050817141329 20130704174044 0.94 3.3502
20050817141329 20160119192735 0.95 1.1531
20050818200848 20051006144937 0.86 -3.0144
20050818200848 20060227181558 0.87 -2.7787
20050818200848 20101225211029 0.88 -1.7376
20050818200848 20170428224337 0.85 -3.1242
20050818222539 20060909055956 0.89 1.2789
20050819113358 20051125030601 0.96 1.8631
20050819113358 20060219095026 0.88 -2.6222
20050819113358 20060704143440 0.92 -2.3802
20050819113358 20070504011604 0.97 -3.0408
20050819113358 20080506065817 0.85 -1.9786
20050819113358 20090226000332 0.93 -0.2711
20050819113358 20111118034600 0.96 -1.0169
20050819113358 20150102174203 0.89 -1.2655
20050819113358 20170722191021 0.85 -2.2740
20050819130509 20060111085010 0.95 0.8784
20050819130509 20060629181545 0.96 -0.1869
20050819130509 20070109085729 0.94 0.5003
20050819130509 20090116102837 0.95 8.1927
20050819130509 20090809170847 0.93 -0.1500
20050819130509 20121210162738 0.95 1.2746
20050819130509 20160508002734 0.96 1.8896
20050819183222 20060106022510 0.95 -5.5860
20050819183222 20110117122310 0.93 -2.8236
20050821161243 20090308110901 0.87 0.2691
20050821161243 20100607165438 0.87 -2.9934
20050821161243 20111118071417 0.85 0.7172
20050821161243 20131023092508 0.85 -0.1238
20050821182124 20050928143646 0.91 2.7124
20050821182124 20051211004211 0.89 5.1582
20050821182124 20060609131101 0.91 3.9654
20050821182124 20061211122953 0.90 -0.4378
20050821182124 20070903081142 0.86 4.0558
20050821182124 20100901111348 0.87 4.0943
20050821182124 20180321071228 0.87 4.4052
20050822020454 20060104101007 0.86 -1.4825
20050822020454 20110907192915 0.87 -2.0623
20050823033547 20061201191441 0.85 0.1473
20050823190324 20060923213938 0.89 -0.3782
20050823190324 20070805181643 0.85 -3.0205
20050823190324 20071215145506 0.92 -3.9381
20050823190324 20191222191246 0.85 -4.2911
20050823215241 20051212123646 0.92 0.3013
20050823215241 20060517113414 0.96 -4.1476
20050823215241 20060817010409 0.97 2.2923
20050823215241 20061209155207 0.94 -3.2882
20050823215241 20070730065611 0.97 -6.0976
20050823215241 20080824040549 0.96 -1.8124
20050823215241 20100318000440 0.95 -0.5869
20050823215241 20110404225136 0.93 -1.4994
20050823215241 20120530201246 0.98 -1.6834
20050823215241 20140502183227 0.94 -0.0871
20050823215241 20160104210902 0.97 -1.6352
20050823215241 20170723135411 0.86 -1.5223
20050823215241 20190317000547 0.96 0.2059
20050823224708 20060105180152 0.91 0.8164
20050823224708 20060519144338 0.90 1.9257
20050823224708 20061230015812 0.87 -2.1731
20050823224708 20080329093907 0.89 -2.9580
20050823224708 20100828011807 0.90 -0.1256
20050823224708 20151018144913 0.87 0.0660
20050824170246 20171107202008 0.86 -1.3981
20050825092432 20051101002645 0.98 -3.2108
20050825092432 20060205061337 0.96 -4.3028
20050825092432 20060807182923 0.97 -4.8981
20050825092432 20070502015541 0.95 -3.8278
20050825092432 20080518134221 0.97 -3.4276
20050825164738 20111026204959 0.92 -0.1080
20050825164738 20131225055721 0.93 -0.5700
20050825222412 20060106070648 0.93 -1.7124
20050825222412 20060815030209 0.92 3.1610
20050825222412 20070508053121 0.87 -0.4300
20050825222412 20080722122756 0.91 -1.6032
20050825222412 20100606013735 0.91 -0.2496
20050825222412 20150215101455 0.91 0.4022
20050825222412 20191102144412 0.87 0.5363
20050826003645 20090825202633 0.94 5.6572
20050826003645 20161231150111 0.94 0.0172
20050826060659 20060605042640 0.99 -1.3545
20050826060659 20090511021556 0.93 0.0230
20050826060659 20100418232849 0.90 -0.5174
20050826060659 20190901224120 0.98 -0.0671
20050826144352 20140101211135 0.87 2.5761
20050826193445 20060107151542 0.92 0.9031
20050826193445 20070330171514 0.85 -3.2539
20050826193445 20070518214215 0.87 -5.2007
20050826193445 20140101211135 0.92 -0.4184
20050826193445 20140101220645 0.89 -0.3990
20050827111127 20060127224742 0.92 4.3083
20050827111127 20080712110724 0.93 -0.6484
20050827111127 20170625143823 0.92 -0.7565
20050827132404 20051127234842 0.91 -4.9090
20050827132404 20051227214827 0.89 -4.6448
20050827132404 20070205072611 0.87 -4.5539
20050827132404 20080131205730 0.88 -4.9372
20050827132404 20081103193023 0.87 -4.9198
20050827132404 20090524114026 0.90 0.4581
20050828020626 20060606084444 0.89 3.4303
20050828020626 20071220154401 0.90 4.0014
20050828020626 20100329190301 0.88 0.5852
20050828053439 20060910175808 0.93 -0.7442
20050830141043 20070810174749 0.91 -3.7494
20050830141043 20090327123223 0.89 2.4493
20050830141043 20101225111913 0.88 -1.8372
20050831134017 20060712020709 0.85 0.3545
20050831134017 20070211225055 0.88 3.1053
20050831134017 20080514155247 0.89 0.9548
20050831134017 20080921082753 0.89 -0.1911
20050831134017 20090403042356 0.86 1.8106
20050831134017 20130706100652 0.87 2.5289
20050831134017 20190130173813 0.86 2.7448
20050901041852 20051028154155 0.91 2.4823
20050901041852 20070716125650 0.87 -0.6173
20050901041852 20081010112847 0.94 1.3515
20050901041852 20101026192819 0.89 0.1896
20050901043235 20051103234657 0.89 4.3717
20050901043235 20080625234812 0.88 3.9847
20050901103909 20091219142958 0.92 0.6862
20050902011112 20090310044039 0.90 0.2272
20050902011542 20051112202219 0.92 0.1375
20050902011542 20060529193250 0.93 -3.6005
20050902041227 20080122132532 0.90 -2.6886
20050902041227 20080122134554 0.85 -2.8487
20050902165826 20050902171822 0.90 1.0823
20050903035129 20060201015830 0.91 -3.0848
20050903035129 20061110164801 0.87 -3.5664
