event1 event2 CC dt_sec
20050415002029 20060428143813 0.85 0.2208
20050415002029 20080129114257 0.91 -8.6228
20050415002029 20080424222448 0.88 0.7487
20050415002029 20100621093535 0.97 -0.8230
20050415002029 20130528141241 0.86 -3.3111
20050415002029 20130528142455 0.85 -1.3144
20050415002029 20151203031513 0.88 -2.0498
20050415002029 20151203031733 0.86 -1.6901
20050415010050 20050430121804 0.96 0.1041
20050415010050 20050529171629 0.96 1.0494
20050415010050 20050630072612 0.94 2.6401
20050415010050 20050827132404 0.91 2.4858
20050415010050 20051127234842 0.92 -2.4219
20050415010050 20051227214827 0.91 -2.1578
20050415010050 20070205072611 0.88 -2.0671
20050415010050 20080131205730 0.89 -2.4493
20050415010050 20081103193023 0.89 -2.4327
20050415010050 20090524114026 0.92 2.9451
20050415075052 20050924043247 0.93 0.1453
20050415134133 20050415134533 0.88 -0.6222
20050415141111 20050418032941 0.87 -0.0660
20050415144945 20050503155815 0.87 0.2945
20050415144945 20050713092951 0.87 1.5815
20050415144945 20050816145332 0.87 -0.8255
20050415144945 20050924222527 0.86 0.3124
20050415144945 20051115141436 0.85 1.6028
20050415144945 20060119224606 0.85 -1.8592
20050415144945 20060519063417 0.87 -1.7302
20050415144945 20060818080852 0.85 -1.9515
20050415144945 20061215043849 0.85 -1.5542
20050415144945 20080406183509 0.85 -3.1261
20050415144945 20090418043059 0.85 1.2485
20050415144945 20100313163437 0.85 -0.7305
20050415144945 20120620111222 0.86 -1.0345
20050415151250 20051007091534 0.97 2.1524
20050415151250 20060326000134 0.97 0.0261
20050415151250 20061122025650 0.97 -2.0171
20050415151250 20090214215852 0.96 0.6843
20050415151250 20111121233213 0.96 -1.2338
20050415151250 20140319073603 0.94 1.2439
20050415151250 20160723042729 0.91 0.2090
20050415213229 20050512022919 0.97 -0.2407
20050415213229 20050706224157 0.97 -0.1084
20050415213229 20051203184805 0.98 -0.5284
20050415213229 20060511192234 0.85 -0.9772
20050415213229 20061009134514 0.98 -3.0205
20050415213229 20071101132322 0.86 -5.4660
20050415213229 20080702145510 0.96 -1.8992
20050415213229 20110329065935 0.95 -2.1634
20050415213229 20181010085118 0.93 -0.1201
20050415213702 20050526124545 0.96 0.3496
20050415213702 20051208224316 0.97 -0.9889
20050415213702 20081223213945 0.95 -1.4011
20050415213702 20110110031047 0.90 -1.5377
20050415213702 20150330150129 0.96 1.7507
20050415215613 20050427050205 0.96 -2.5185
20050415215613 20050522124103 0.96 -0.1710
20050415215613 20050622035104 0.96 -0.9850
20050415215613 20050815195631 0.95 -4.9308
20050415215613 20051020004745 0.93 -0.6629
20050415215613 20060126200440 0.94 -2.2510
20050415215613 20090411000330 0.91 -1.1948
20050415215708 20050427050258 0.91 -0.5072
20050415215708 20050522124158 0.93 -0.1660
20050415215708 20050622035158 0.93 0.0297
20050415215708 20050815195721 0.94 0.0609
20050415215708 20051020004840 0.86 -0.6718
20050415215708 20090411000424 0.88 -0.1781
20050415222710 20100412000348 0.86 -1.4284
20050416054400 20050907094400 0.96 -0.0833
20050416054400 20051227141410 0.95 -1.0563
20050416054400 20100408202811 0.96 -1.5282
20050416083528 20050517033557 0.92 -1.5486
20050416083528 20050704151625 0.96 -0.5830
20050416083528 20050821182124 0.90 -6.6804
20050416083528 20050928143646 0.98 -3.9677
20050416083528 20051211004211 0.97 -1.5210
20050416083528 20060609131101 0.97 -2.7150
20050416083528 20061211122953 0.96 -7.1172
20050416083528 20070414141923 0.90 -1.2762
20050416083528 20070903081142 0.90 -2.6216
20050416083528 20080615122509 0.88 -1.4897
20050416083528 20100901111348 0.92 -2.5834
20050416083528 20120718050019 0.88 -3.1674
20050416083528 20180321071228 0.90 -2.2723
20050416091349 20050702190811 0.87 4.7649
20050416091349 20060213162347 0.90 1.0747
20050416091349 20070217144945 0.87 -4.3240
20050416091349 20070422221300 0.85 2.1129
20050416091349 20080803020439 0.89 4.2434
20050416091349 20120119145427 0.89 3.1137
20050416091349 20130119222227 0.86 4.4110
20050416091349 20130831130556 0.88 -5.2597
20050416095902 20050418032941 0.92 0.6358
20050416100727 20050913152126 0.95 -1.7410
20050416100727 20061126025035 0.94 -3.0291
20050416100727 20091114042349 0.93 -0.6141
20050416100727 20150207214015 0.91 -0.5680
20050416114039 20050728003853 0.85 -4.0795
20050416114039 20050728005954 0.88 -0.6485
20050416220913 20051003010256 0.95 1.2627
20050416220913 20060204043256 0.96 -2.8566
20050416220913 20080227100756 0.95 -3.2430
20050416220913 20120813201301 0.96 -0.2733
20050417011029 20050511033853 0.85 -1.2990
20050417011029 20050530090233 0.92 -0.2016
20050417011029 20050630095419 0.88 -1.2105
20050417011029 20050802071544 0.90 -2.0389
20050417011029 20051019184754 0.91 -1.3247
20050417011029 20060122045045 0.90 -3.3387
20050417011029 20070210081021 0.89 -5.8736
20050417011029 20071028175131 0.86 -4.3702
20050417011029 20081026095056 0.88 -3.3755
20050417011029 20100930214719 0.90 -2.1184
20050417011029 20120626170845 0.89 -1.4472
20050417011029 20190302223032 0.91 -1.9513
20050417033624 20050429082333 0.87 -8.9528
20050417033624 20050509065914 0.93 -0.4961
20050417033624 20050531095626 0.91 0.7707
20050417033624 20050618144350 0.93 -0.9155
20050417033624 20050715022323 0.90 -1.7525
20050417033624 20050920160830 0.97 -1.0313
20050417033624 20051115081957 0.93 -1.6188
20050417033624 20051130090614 0.86 -1.7750
20050417033624 20060219211524 0.88 -1.8603
20050417033624 20060802184403 0.96 -1.7504
20050417033624 20070131035045 0.88 -4.2585
20050417033624 20080226172448 0.89 -3.1696
20050417033624 20110613114143 0.86 -1.1315
20050417074225 20050512123325 0.91 1.5476
20050417074225 20050809180552 0.93 0.2331
20050417074225 20051102233247 0.91 -2.0353
20050417074225 20051207055140 0.85 -2.5636
20050417074225 20060128200654 0.91 -2.6975
20050417074225 20080106131421 0.90 -1.9749
20050417074810 20050501043615 0.93 0.5424
20050417074810 20050616073753 0.85 2.4801
20050417074810 20050804211025 0.92 1.9847
20050417074810 20051112223839 0.94 1.8386
20050417074810 20060610233736 0.91 -1.1495
20050417074810 20070218122611 0.95 -0.7913
20050417074810 20080518025959 0.95 -0.2878
20050417074810 20100713222103 0.94 -0.7103
20050417074810 20181211124737 0.90 -1.2281
20050417100123 20050508115034 0.89 8.2239
20050417100123 20050603211806 0.89 7.4053
20050417100123 20050801165324 0.86 0.2002
20050417100123 20051207203159 0.85 0.5500
20050417100123 20080507183406 0.88 0.0570
20050417100123 20130726121032 0.85 1.5403
20050417103802 20050708142638 0.95 0.2389
20050417103802 20060412142522 0.89 -3.8704
20050417114123 20050601174553 0.93 -1.7615
20050417114123 20051015074404 0.96 -2.2511
20050417114123 20060302223708 0.97 -2.1790
20050417115431 20050720191816 0.93 1.7461
20050417115524 20050720191911 0.91 -0.2544
20050417153137 20050425055615 0.95 -2.8834
20050417153137 20050515163149 0.96 -0.6376
20050417153137 20050603034215 0.90 -0.3976
20050417153137 20050701165743 0.96 -0.5110
20050417153137 20050730045649 0.93 -1.3095
20050417153137 20050825092432 0.95 -0.0653
20050417153137 20051101002645 0.96 -3.2768
20050417153137 20060205061337 0.95 -4.3705
20050417153137 20060807182923 0.95 -4.9642
20050417153137 20070502015541 0.94 -3.8949
20050417153137 20080518134221 0.95 -3.4926
20050417172245 20061125005329 0.88 -4.4333
20050417172245 20090107023943 0.90 -0.5442
20050418004731 20050418010238 0.89 -0.8158
20050418004731 20050529034225 0.95 -3.2798
20050418004731 20080621152415 0.88 -2.7704
20050418004731 20081217050631 0.92 -0.3054
20050418004731 20110321193400 0.92 -2.2817
20050418004731 20110321193914 0.85 -2.1005
20050418004731 20140226071151 0.87 -2.6364
20050418004731 20191124231600 0.89 -2.4925
20050418004731 20191125070722 0.85 -2.2346
20050418004731 20191125092718 0.88 -3.0963
20050418010238 20050418012121 0.87 -3.0889
20050418010238 20050529034225 0.91 -2.4680
20050418010238 20051028051658 0.85 -1.7234
20050418010238 20080621152415 0.93 -1.9482
20050418010238 20081217050631 0.86 0.5111
20050418010238 20110321193400 0.93 -1.4667
20050418010238 20110321193914 0.89 -1.2795
20050418010238 20191124231600 0.87 -1.6877
20050418010238 20191125092718 0.92 -2.2786
20050418010558 20110321193914 0.87 -0.0487
20050418012121 20050529034225 0.86 0.6188
20050418012121 20050620103356 0.89 1.1665
20050418012121 20050727230444 0.86 1.2210
20050418012121 20051028051658 0.92 1.3573
20050418012121 20080621152415 0.90 1.1360
20050418012121 20110321193400 0.89 1.6191
20050418012121 20130930204609 0.96 0.9430
20050418012121 20191124231600 0.85 1.4080
20050418012121 20191125092718 0.91 0.8061
20050418082815 20100408222221 0.95 -0.9134
20050418101006 20050502175517 0.90 -0.7891
20050418101006 20050509175328 0.96 0.3291
20050418101006 20050607173650 0.85 -0.1525
20050418101006 20050626050032 0.86 -1.7341
20050418101006 20050728145546 0.94 0.2698
20050418101006 20050807212535 0.88 -1.2807
20050418101006 20060201024841 0.90 1.9732
20050418101006 20060504141114 0.86 -3.1546
20050418101006 20060705054227 0.88 -3.5348
20050418101006 20060906100352 0.90 -3.2634
20050418101006 20061201191441 0.92 -3.8823
20050418101006 20080820023827 0.86 -3.9896
20050418101006 20090226065423 0.87 -2.3767
20050418101006 20090226070301 0.85 -2.4206
20050418101006 20110326031909 0.89 -6.1434
20050418101006 20110326032041 0.86 -1.0547
20050418101006 20191014190637 0.93 -3.2815
20050418101006 20191014190945 0.89 -7.3065
20050418172827 20051108072250 0.97 -0.9242
20050418172827 20100424110736 0.97 -0.2497
20050418172918 20051108072341 0.96 -0.9258
20050418172918 20100424110830 0.96 -3.2314
20050418190745 20131023065209 0.85 1.0029
20050418204219 20070621133815 0.87 0.0198
20050418204219 20070831140306 0.85 0.5277
20050418204219 20120625114001 0.85 0.8384
20050418224038 20050430194446 0.85 -5.0224
20050418224038 20060127230825 0.88 -5.0272
20050419014348 20050605053028 0.86 7.6074
20050419014348 20050817141329 0.88 4.7907
20050419014348 20061215065421 0.86 0.1110
20050419014348 20080803062532 0.85 1.3010
20050419014348 20110320055531 0.87 0.7021
20050419014348 20130704174044 0.90 8.1433
20050419014348 20160119192735 0.89 5.9459
20050419033230 20050908144151 0.90 -0.0260
20050419033230 20051223112517 0.93 1.4001
20050419033230 20060606230154 0.94 -3.0935
20050419033230 20071126150343 0.94 -4.2018
20050419033230 20140617160441 0.94 -1.3834
20050419034021 20051223114241 0.93 4.1972
20050419034021 20071126151832 0.95 -1.7557
20050419053258 20050505225728 0.94 1.1999
20050419053258 20050521231547 0.96 1.5872
20050419053258 20050620004857 0.92 0.4030
20050419053258 20050721090925 0.88 2.5486
20050419053258 20050903120551 0.91 0.6512
20050419053258 20051027105033 0.92 2.3143
20050419053258 20060212113116 0.94 -2.3468
20050419053258 20060825133010 0.92 -3.8665
20050419053258 20070118042653 0.87 -1.0505
20050419053258 20070731142644 0.91 0.0305
20050419053258 20081230172822 0.95 -3.1707
20050419053258 20100629125443 0.92 0.8027
20050419090754 20050425142931 0.92 -0.0416
20050419090754 20050527003043 0.96 0.9599
20050419090754 20050711162047 0.95 0.6530
20050419090754 20050922081837 0.94 -0.3357
20050419090754 20060106054644 0.91 -2.6032
20050419090754 20060307194002 0.92 -2.6458
20050419090754 20070201102204 0.95 -3.6126
20050419090754 20130427100317 0.93 1.6291
20050419090754 20170204013635 0.93 -1.9875
20050419090754 20190623075408 0.86 1.8809
20050419095921 20050727070323 0.88 -0.1369
20050419095921 20080124094911 0.88 -2.0101
20050419103358 20050618123602 0.93 -0.4953
20050419110817 20050703071234 0.90 -1.0910
20050419110817 20100411123223 0.87 -4.6661
20050419110817 20191015214004 0.87 -3.8101
20050419124018 20050501053630 0.93 -0.3329
20050419124018 20050727230444 0.85 -1.7843
20050419124018 20070203010657 0.89 -1.3037
20050419124018 20140621163004 0.93 -0.8270
20050419151013 20050816113938 0.92 0.0016
20050419153528 20070331183423 0.85 -0.5389
20050419215754 20060302180610 0.90 -2.3495
20050419215754 20081104123911 0.89 -8.2437
20050420003032 20050623084307 0.93 0.2776
20050420003032 20051005002723 0.95 1.2934
20050420003032 20060207192446 0.93 -0.2435
20050420003032 20060910184125 0.96 -1.6841
20050420003032 20070329013602 0.92 2.6396
20050420003032 20071026224515 0.93 -6.8567
20050420003032 20130709010539 0.94 0.1769
20050420003032 20140601183143 0.92 0.6109
20050420021939 20050425194633 0.86 -2.7791
20050420021939 20050512181844 0.86 3.7498
20050420021939 20051127022035 0.85 0.1996
20050420021939 20081208085316 0.85 1.9450
20050420092658 20050428125440 0.88 2.4381
20050420092658 20050605044902 0.92 3.4676
20050420092658 20050728071154 0.94 1.6449
20050420092658 20051018112209 0.94 1.5698
20050420092658 20060126002143 0.88 -3.5640
20050420092658 20060524093942 0.87 5.1494
20050420092658 20060526223841 0.87 4.8119
20050420092658 20070516120317 0.96 0.0727
20050420092658 20080417145605 0.91 5.3314
20050420092658 20090919142815 0.95 0.5217
20050420092658 20110125223052 0.88 1.4900
20050420092658 20130223113946 0.96 0.8413
20050420092658 20180119195555 0.94 1.1520
20050420175035 20050510134135 0.85 1.7438
20050420175035 20050728201537 0.85 -0.3132
20050420204218 20060114032255 0.91 -8.5881
20050420204218 20100313191717 0.89 -0.9890
20050420211833 20050425214425 0.87 1.3803
20050420211833 20050512173605 0.96 -0.3901
20050420211833 20050610200206 0.96 -0.3260
20050420211833 20050710073848 0.95 0.6246
20050420211833 20050923051850 0.96 -0.7989
20050420211833 20051230200029 0.96 1.3929
20050420211833 20060408062106 0.95 -0.6704
20050420211833 20070405191450 0.96 -2.6703
20050420211833 20070905032200 0.92 -2.9062
20050420211833 20081011123232 0.95 -4.5932
20050420211833 20090905081935 0.94 -1.8413
20050420211833 20101113220225 0.85 1.2514
20050420211833 20120502083506 0.94 -0.4270
20050420211833 20150114220830 0.94 -0.4730
20050421001351 20050607162933 0.96 0.2623
20050421001351 20050629105034 0.85 -0.3350
20050421001351 20050911234020 0.88 0.5777
20050421001351 20051204174619 0.90 -0.2034
20050421001351 20060202160148 0.93 -3.6814
20050421001351 20070515183456 0.88 -2.5351
20050421001351 20080803173731 0.92 -4.1313
20050421040511 20050506100816 0.85 2.2305
20050421040511 20050603120742 0.86 2.0265
20050421040511 20050825222412 0.85 0.2415
20050421040511 20060106070648 0.85 -1.4721
20050421040511 20060815030209 0.86 3.4021
20050421040511 20080722122756 0.85 -1.3614
20050421040511 20150215101455 0.85 0.6436
20050421042551 20061114000613 0.92 0.3865
20050421042551 20081103203547 0.88 0.5283
20050421042551 20090607104945 0.88 -1.4450
20050421042551 20121201071658 0.86 0.2547
20050421042551 20140101211135 0.85 -0.1349
20050421042551 20140318101555 0.93 -0.8492
20050421051038 20051022153311 0.91 1.7644
20050421051038 20070316100716 0.91 -0.7415
20050421084002 20191016073039 0.90 -1.6122
20050421094943 20050512173605 0.87 0.4264
20050421094943 20050610200206 0.85 0.4894
20050421094943 20051230200029 0.86 2.2084
20050421094943 20120502083506 0.86 0.3885
20050421094943 20150114220830 0.85 0.3431
20050421103010 20051023195538 0.85 -0.9819
20050421220702 20050522064312 0.89 -0.6397
20050421220702 20050702110428 0.96 1.1786
20050421220702 20050905152010 0.94 0.4831
20050421220702 20051118171107 0.92 -0.8072
20050421220702 20060131131925 0.96 -3.5126
20050421220702 20060801215636 0.96 -3.3036
20050421220702 20070715052712 0.92 -3.0127
20050421220702 20080902121427 0.95 -3.9897
20050421220702 20101231175754 0.93 -2.6657
20050421220702 20161121205425 0.88 -2.0826
20050422031432 20051030213744 0.97 -0.7238
20050422031432 20070413122052 0.96 -2.5888
20050422031432 20130616004439 0.96 -2.2213
20050422032229 20090611144903 0.87 -2.4277
20050422073050 20051007080809 0.94 -0.3677
20050422073050 20060609082916 0.94 -3.6223
20050422073050 20080404082859 0.94 -2.6710
20050422073050 20080404104330 0.87 -1.5939
20050422073050 20090322191856 0.95 -1.3648
20050422073050 20091029164456 0.94 -1.4004
20050422073050 20111019193753 0.92 -2.7992
20050422073050 20111019195152 0.89 -2.3664
20050422073050 20130624211618 0.91 -1.2628
20050422073050 20150527161641 0.96 -0.9303
20050422073050 20150527163112 0.85 -2.3964
20050422073050 20170902130100 0.93 -1.2004
20050422073050 20170902144128 0.85 -2.3321
20050422073050 20190707091905 0.86 -1.2267
20050422082249 20050525191945 0.88 2.0487
20050422082249 20060118014620 0.91 -3.0858
20050422082249 20100414015831 0.88 -0.0601
20050422082249 20100928234437 0.85 0.2664
20050422082249 20130114070554 0.93 0.4889
20050422085336 20050728024357 0.90 2.2678
20050422085336 20060609082916 0.86 -1.9926
20050422085336 20090322191856 0.85 0.2644
20050422085336 20090322192342 0.91 -1.3714
20050422085336 20111001105037 0.94 -2.7139
20050422085336 20111019195152 0.85 -0.7290
20050422085336 20150527161641 0.86 0.7056
20050422085336 20150527163112 0.87 -0.7661
20050422165459 20050424040539 0.85 0.6530
20050422165459 20050508020723 0.93 -0.0506
20050422165459 20070616024722 0.87 -3.2056
20050422165459 20100509190337 0.88 -0.2406
20050422165459 20140403155618 0.86 -0.5424
20050423023806 20050920183435 0.86 0.9219
20050423030130 20050520053057 0.95 1.3176
20050423030130 20050708163103 0.96 0.4709
20050423030130 20051213160347 0.93 -2.0370
20050423030130 20060226113533 0.93 -2.7106
20050423030130 20060705090949 0.87 -1.6534
20050423030130 20080928143848 0.91 -1.8852
20050423030130 20091207160536 0.89 -2.0676
20050423044136 20050517182029 0.95 0.0804
20050423044136 20050627120740 0.95 0.0314
20050423044136 20050802171210 0.87 2.0911
20050423044136 20051116075646 0.93 -0.1583
20050423044136 20060210145237 0.90 -3.3544
20050423044136 20070412111533 0.95 -1.7336
20050423044136 20080325151331 0.92 -1.6319
20050423044136 20100407050510 0.95 -1.6903
20050423044136 20100409155914 0.94 -2.5738
20050423044136 20100415013601 0.88 -1.6689
20050423044136 20100428014915 0.89 -1.7158
20050423044136 20100530001544 0.94 -2.6456
20050423044136 20100805022646 0.87 -2.1050
20050423044136 20120216001417 0.89 -2.4460
20050423044136 20140831055826 0.96 -1.6044
20050423090641 20110905175406 0.87 2.7652
20050423121256 20050707141037 0.95 -0.5739
20050423121256 20051204030202 0.94 -0.4360
20050423121256 20060618133754 0.89 -3.9773
20050423121256 20090212190421 0.93 -3.7409
20050423121256 20100922063157 0.87 -3.5065
20050423121256 20120904132530 0.88 -2.1820
20050423121256 20140802021650 0.86 -1.5746
20050423174442 20050623115637 0.87 -0.5096
20050423222905 20050605013532 0.91 -0.9533
20050423222905 20050718031731 0.88 -0.5623
20050423222905 20101002073936 0.90 -2.1872
20050423222905 20140705111639 0.92 -1.8760
20050423224147 20070210012411 0.85 -1.9387
20050423224147 20071026152821 0.85 -6.2071
20050423224147 20080221162916 0.86 -2.4262
20050423224147 20141018221303 0.85 0.8432
20050423224147 20190111050233 0.85 0.5501
20050423235153 20070223223035 0.86 -4.4754
20050424040539 20050925100425 0.87 -0.7346
20050424040539 20080310205249 0.89 -6.5171
20050424040539 20111126134850 0.86 -0.6200
20050424040539 20140403155618 0.85 -1.2010
20050424105104 20050522221737 0.87 1.3547
20050424105104 20060423120929 0.88 -2.0417
20050424105104 20060916171258 0.85 1.1847
20050424223642 20050521074246 0.85 -2.0651
20050424223642 20050704184335 0.96 1.7756
20050424223642 20050920102338 0.93 -7.3750
20050424223642 20051122185706 0.89 -5.9938
20050424223642 20060618200959 0.90 -7.3933
20050424223642 20061008142409 0.92 -7.1954
20050424223642 20070227001132 0.92 -9.0022
20050424223642 20090310041653 0.90 -2.2449
20050424223642 20110120083714 0.85 -1.9466
20050424223642 20120818171602 0.90 -2.2624
20050425012952 20051003005805 0.88 -0.5087
20050425055615 20050515163149 0.98 2.2476
20050425055615 20050603034215 0.89 2.4855
20050425055615 20050701165743 0.98 2.3744
20050425055615 20050730045649 0.92 1.5756
20050425055615 20050825092432 0.96 2.8179
20050425055615 20051101002645 0.96 -0.3932
20050425055615 20060205061337 0.96 -1.4879
20050425055615 20060807182923 0.96 -2.0805
20050425055615 20070502015541 0.97 -1.0102
20050425055615 20080518134221 0.96 -0.6096
20050425081849 20050427050205 0.85 2.0862
20050425081849 20060126200440 0.85 2.3543
20050425081849 20090411000330 0.86 3.4122
20050425084310 20050506181911 0.86 -0.9909
20050425084310 20060121050226 0.86 -6.1194
20050425142931 20050527003043 0.92 1.0012
20050425142931 20050711162047 0.91 0.6911
20050425142931 20050922081837 0.91 -0.2923
20050425142931 20060307194002 0.86 -2.6056
20050425142931 20070201102204 0.89 -3.5714
20050425142931 20130427100317 0.88 1.6645
20050425142931 20170204013635 0.89 -1.9469
20050425142931 20190623075408 0.86 1.9182
20050425184959 20050430015034 0.92 -0.5593
20050425184959 20050508111947 0.91 -2.3856
20050425184959 20050622233737 0.93 -0.6850
20050425184959 20050720081512 0.85 -2.3810
20050425184959 20050921134138 0.94 -2.6869
20050425184959 20051121200253 0.93 -0.1308
20050425184959 20060128085525 0.95 -3.1789
20050425184959 20060425141514 0.92 -3.4614
20050425184959 20071010171543 0.89 -1.8635
20050425184959 20080211164404 0.89 -5.3299
20050425184959 20091226093237 0.87 -2.5446
20050425184959 20100408072605 0.89 -3.8131
20050425184959 20100412120145 0.94 -3.0506
20050425184959 20100426044325 0.91 -2.7752
20050425184959 20100522185625 0.94 -1.5601
20050425184959 20100723085813 0.92 -1.5740
20050425184959 20101003143718 0.95 -3.6794
20050425184959 20110220104909 0.94 -2.9847
20050425184959 20110608054847 0.88 -5.8992
20050425184959 20120121094552 0.90 -2.3175
20050425184959 20140430061754 0.86 -2.7163
20050425192444 20050519070057 0.93 1.5524
20050425192444 20050901043235 0.91 -2.7471
20050425192444 20051103234657 0.93 1.6235
20050425192444 20070305032521 0.89 -2.1837
20050425192444 20080625234812 0.92 1.2363
20050425194633 20050512181844 0.98 6.5277
20050425194633 20050618040649 0.96 2.8470
20050425194633 20050717185347 0.89 2.8887
20050425194633 20051009085532 0.96 5.0546
20050425194633 20051127022035 0.95 2.9815
20050425194633 20060921004747 0.90 0.8242
20050425194633 20070514130136 0.96 4.8942
20050425194633 20081208085316 0.96 4.7231
20050425194633 20160331035247 0.93 2.6830
20050425195158 20060731123726 0.95 -3.6586
20050425195158 20070716125650 0.89 0.5186
20050425204718 20051021021424 0.87 0.2937
20050425213820 20050819113358 0.85 0.2989
20050425213820 20060219095026 0.96 -2.3316
20050425213820 20060704143440 0.92 -2.0822
20050425213820 20080506065817 0.93 -1.6887
20050425213820 20090226000332 0.91 0.0336
20050425213820 20150102174203 0.94 -0.9667
20050425213820 20170722191021 0.95 -1.9853
20050425214425 20050512173605 0.88 -1.7712
20050425214425 20050610200206 0.88 -1.7104
20050425214425 20050710073848 0.88 -0.7589
20050425214425 20050923051850 0.88 -2.1825
20050425214425 20051230200029 0.86 0.0116
20050425214425 20060408062106 0.87 -2.0537
20050425214425 20070405191450 0.88 -4.0537
20050425214425 20070905032200 0.85 -4.2904
20050425214425 20081011123232 0.88 -5.9726
20050425214425 20090905081935 0.87 -3.2215
20050425214425 20120502083506 0.86 -1.8096
20050425214425 20150114220830 0.85 -1.8535
20050425225802 20050524072639 0.96 -0.5128
20050425225802 20050823215241 0.97 -0.7695
20050425225802 20051212123646 0.93 -0.4601
20050425225802 20060517113414 0.97 -4.9150
20050425225802 20060817010409 0.97 1.5237
20050425225802 20061209155207 0.92 -4.0502
20050425225802 20070730065611 0.98 -6.8665
20050425225802 20080824040549 0.97 -2.5794
20050425225802 20100318000440 0.97 -1.3545
20050425225802 20110404225136 0.90 -2.2611
20050425225802 20120530201246 0.98 -2.4529
20050425225802 20140502183227 0.95 -0.8539
20050425225802 20160104210902 0.97 -2.4035
20050425225802 20170723135411 0.86 -2.2876
20050425225802 20190317000547 0.95 -0.5608
20050426051631 20050428221829 0.91 -1.3300
20050426080304 20060404103659 0.87 -2.6670
20050426111447 20050504185228 0.87 0.0667
20050426111447 20050620092452 0.87 0.0570
20050426121205 20050927183832 0.94 0.3046
20050426121205 20070823075241 0.88 0.2295
20050426121205 20170526072623 0.87 -5.7006
20050426152231 20050621041931 0.97 -1.3859
20050426152231 20050806104411 0.96 -1.6724
20050426152231 20060522125136 0.95 -6.0389
20050426152231 20070306093404 0.87 -4.9858
20050426152231 20080503105138 0.93 -3.9142
20050426171821 20050813182720 0.97 -0.4779
20050426171821 20110220143223 0.96 -3.2267
20050427030332 20050502120313 0.87 1.3865
20050427030332 20070209222852 0.95 -2.0085
20050427030332 20120227115513 0.93 -1.6565
20050427030332 20190208222539 0.93 -2.8319
20050427050205 20050508193649 0.86 2.4797
20050427050205 20050522124103 0.98 2.3472
20050427050205 20050622035104 0.98 1.5333
20050427050205 20050815195631 0.97 -2.4125
20050427050205 20051020004745 0.96 1.8542
20050427050205 20060126200440 0.98 0.2676
20050427050205 20090411000330 0.95 1.3249
20050427050258 20050522124158 0.95 0.3414
20050427050258 20050622035158 0.93 0.5359
20050427050258 20050815195721 0.94 0.5675
20050427050258 20051020004840 0.87 -0.1630
20050427050258 20090411000424 0.91 0.3325
20050427063142 20050606071113 0.94 -0.1439
20050427063142 20050816223257 0.91 1.2319
20050427063142 20051101191027 0.91 2.6053
20050427063142 20060208090834 0.93 -2.0949
20050427063142 20060516231629 0.92 -2.1758
20050427063142 20060830015717 0.92 -1.7431
20050427063142 20080323143634 0.94 -1.0537
20050427063142 20080429182033 0.85 -3.3396
20050427063142 20080810171543 0.94 -2.8214
20050427063142 20081006123048 0.88 -0.8905
20050427063142 20090114224609 0.91 3.7332
20050427063142 20090904030957 0.92 -0.2591
20050427063142 20100426120234 0.93 -0.9932
20050427063142 20100607192756 0.85 -0.2303
20050427063142 20110213121331 0.91 -0.5056
20050427063142 20111202080739 0.89 -0.2472
20050427063142 20121031095627 0.92 -0.7152
20050427063142 20130515195943 0.91 -0.5667
20050427063142 20140131191945 0.92 -0.0923
20050427063142 20160918093526 0.91 -1.1786
20050427063142 20171225033812 0.93 -0.8291
20050427063142 20190918015820 0.91 -0.9593
20050427065845 20050815171825 0.89 2.5344
20050427065845 20060216194730 0.88 0.0360
20050427065845 20101014071735 0.94 -0.6928
20050427065845 20141112060140 0.91 0.0137
20050427114858 20050507172033 0.87 2.7426
20050427114858 20050603021117 0.92 2.8183
20050427114858 20050823224708 0.88 -0.1723
20050427114858 20060105180152 0.90 0.6425
20050427114858 20060519144338 0.92 1.7477
20050427114858 20061230015812 0.91 -2.3502
20050427114858 20080329093907 0.90 -3.1343
20050427114858 20100828011807 0.89 -0.2997
20050427114858 20151018144913 0.91 -0.1060
20050428085126 20080410204318 0.85 -3.5757
20050428093643 20051031193346 0.97 1.2881
20050428093643 20061016120759 0.97 -7.5729
20050428093643 20080221091849 0.85 -1.9669
20050428093643 20080807212735 0.97 -3.2773
20050428093643 20090323015317 0.91 -1.1116
20050428093643 20091104194018 0.86 -0.2922
20050428093643 20100606204406 0.96 -1.1165
20050428093643 20110504201520 0.91 -0.2984
20050428093643 20120126174512 0.97 -0.8057
20050428093643 20150404161343 0.94 -1.0461
20050428093643 20150404162751 0.94 -1.7380
20050428093643 20170826153043 0.92 -0.5669
20050428125440 20050605044902 0.98 1.0299
20050428125440 20050728071154 0.96 -0.7922
20050428125440 20051018112209 0.95 -0.8658
20050428125440 20060126002143 0.88 -6.0093
20050428125440 20060526223841 0.87 2.3690
20050428125440 20070516120317 0.91 -2.3601
20050428125440 20080417145605 0.88 2.8851
20050428125440 20090919142815 0.92 -1.9143
20050428125440 20130223113946 0.91 -1.5963
20050428125440 20180119195555 0.87 -1.2894
20050428141659 20060126142754 0.96 -2.5728
20050428141659 20100721160535 0.93 -1.7082
20050428142029 20100412095802 0.90 0.7460
20050428145604 20050810130801 0.88 -0.2698
20050428200315 20050611161630 0.88 -2.6635
20050428200315 20050720132926 0.91 0.1323
