station,event1,event2,Δτl,Δτc,Δτr,ccl,ccc,ccr,Δτ
H08S2,2004-12-27T00:15:39.37,2008-09-29T20:21:36.91,"[-2.590083470628385, -2.5135960511238387]","[-2.16487618653111, -2.172526359575165]","[-1.7440297267154603, -1.8321069934326766]","[0.7007914677859196, 0.4494452156975774]","[0.8819612186099411, 0.5706803302505297]","[0.5070798951475638, 0.4707429258799379]","[-2.16487618653111, -2.172526359575165]"
H08S2,2004-12-27T13:34:25.06,2009-02-07T12:51:07.44,"[-0.8104182781256342, -0.673712911343391]","[-0.3748541605853111, -0.34320933823881206]","[0.06019715145581192, -0.013683143726500238]","[0.42993996902324555, 0.4408499350915134]","[0.7473798782734105, 0.6352072396543168]","[0.6212603082166693, 0.6237478021363577]","[-0.3748541605853111, -0.34320933823881206]"
H08S2,2004-12-27T13:34:25.06,2012-07-18T05:00:19.21,"[-0.972081483896503, -0.8850084495548071]","[-0.5335586734303001, -0.5472833387452234]","[-0.0994953409386527, -0.20681661977023072]","[0.5736658421032229, 0.5304891155282927]","[0.7744718310732229, 0.5665455045426753]","[0.5060752613894565, 0.39017608646834523]","[-0.5335586734303001, -0.5472833387452234]"
H08S2,2004-12-27T13:34:25.06,2015-08-28T15:29:24.86,"[-0.7098118942170991, -0.6624849128108781]","[-0.274104598399556, -0.32573933886732725]","[0.16953578671932126, 0.010149149901958735]","[0.5912538351079469, 0.62842316740799]","[0.6463910002229492, 0.5856241201148528]","[0.3346451006846093, 0.41182594715804655]","[-0.274104598399556, -0.32573933886732725]"
H08S2,2004-12-31T21:22:02.46,2005-01-07T16:57:10.94,"[-4.802830513852342, -4.727659321425589]","[-4.366401693141805, -4.395685117834835]","[-3.9253444353765135, -4.062710788238876]","[0.6328047803581492, 0.7755025380663004]","[0.8626582759905206, 0.8428518889366201]","[0.39890709471480923, 0.6227020495980093]","[-4.366401693141805, -4.395685117834835]"
H08S2,2004-12-31T21:22:02.46,2005-05-12T15:03:44.95,"[-2.9003883033588385, -2.8395995233999503]","[-2.4638734273998044, -2.5072740107010016]","[-2.032437749863144, -2.175125691720601]","[0.7531091916921695, 0.6688217478558257]","[0.8113394155486104, 0.69718210421647]","[0.354774044748173, 0.518963893054419]","[-2.4638734273998044, -2.5072740107010016]"
H08S2,2004-12-31T22:22:27.77,2005-01-07T15:54:21.75,"[0.12146383130362787, 0.22877596694633626]","[0.5406009078446005, 0.5426332239070774]","[0.956925986158167, 0.855400257255815]","[0.5121434264733185, 0.7674824048682993]","[0.8507661252068047, 0.9084688984151029]","[0.6459928777989559, 0.6730709688675356]","[0.5406009078446005, 0.5426332239070774]"
H08S2,2004-12-31T22:22:27.77,2005-01-24T03:49:01.0,"[-3.6752812987371146, -3.5658883740904592]","[-3.2579053930831687, -3.2456426066942012]","[-2.838592052317603, -2.9262826108893223]","[0.448336002324036, 0.6374018653029504]","[0.855641906232886, 0.8236904311155643]","[0.6993511899606536, 0.667028999693299]","[-3.2579053930831687, -3.2456426066942012]"
H08S2,2004-12-31T22:22:27.77,2005-03-01T03:45:32.99,"[-5.168128663609345, -5.090532647524122]","[-4.747779108545539, -4.758268012800727]","[-4.327076894198544, -4.419006552178823]","[0.6141320616178072, 0.5938782764784999]","[0.9039241347886474, 0.632819672828706]","[0.6652779595431509, 0.44264084151727306]","[-4.747779108545539, -4.758268012800727]"
H08S2,2004-12-31T22:22:27.77,2005-06-21T06:48:41.09,"[-3.272726077133297, -3.2168829688561016]","[-2.844752032599376, -2.8931256869076734]","[-2.4137079036009985, -2.5701400876587814]","[0.7597714161779144, 0.6828799670911162]","[0.816747570411198, 0.6870983933949436]","[0.4396820282900531, 0.42372386850342386]","[-2.844752032599376, -2.8931256869076734]"
H08S2,2004-12-31T22:22:27.77,2008-12-05T13:51:48.93,"[-5.1499435564008476, -5.082327957612227]","[-4.72681085098165, -4.758672148267928]","[-4.303768737286129, -4.429884652309468]","[0.6748733574705675, 0.6923335646925012]","[0.8369126242390849, 0.6776696706598541]","[0.562308367698224, 0.3676556878214098]","[-4.72681085098165, -4.758672148267928]"
H08S2,2004-12-31T22:22:27.77,2014-04-13T05:48:06.84,"[-4.750747951195249, -4.679754458023604]","[-4.3302778811088745, -4.3607024689332174]","[-3.914478817728135, -4.043961444735956]","[0.7223860287493725, 0.7024797052072977]","[0.8448536797402803, 0.7668052291239604]","[0.5137151285806721, 0.5001143401398084]","[-4.3302778811088745, -4.3607024689332174]"
H08S2,2005-01-02T16:01:24.76,2006-03-11T16:22:10.12,"[0.17421411703230053, 0.2796077387628631]","[0.6294250916583191, 0.6101656236320913]","[1.076440977076719, 0.9354964909063475]","[0.6073450952061944, 0.44311338112234605]","[0.8398998566237742, 0.5643512678632219]","[0.4053373656946233, 0.38486780666751846]","[0.6294250916583191, 0.6101656236320913]"
H08S2,2005-01-02T16:01:24.76,2015-12-20T02:48:01.91,"[0.1432837787779762, 0.25848196074104124]","[0.5926325598257846, 0.5873393316290767]","[1.0335105874897703, 0.9175529862894608]","[0.5683329266990782, 0.5555965290545934]","[0.833274907966474, 0.7516111243581541]","[0.3946726000750499, 0.5671125267024514]","[0.5926325598257846, 0.5873393316290767]"
H08S2,2005-01-07T15:54:21.75,2005-01-24T03:49:01.0,"[-4.211818571895265, -4.112023110682076]","[-3.8000426111596424, -3.790971721107539]","[-3.384584111119767, -3.4707366848656958]","[0.5786492028008656, 0.6512469729855037]","[0.9245502730553699, 0.9076371073026935]","[0.6666409339100704, 0.7974832387115317]","[-3.8000426111596424, -3.790971721107539]"
H08S2,2005-01-07T15:54:21.75,2005-03-01T03:45:32.99,"[-5.707672712113255, -5.635733242301706]","[-5.289820555586963, -5.303467484062288]","[-4.870831957405297, -4.965532902031125]","[0.65045611528331, 0.5435060120732041]","[0.8534669068869479, 0.6083687984072649]","[0.563136694621663, 0.4569036250774532]","[-5.289820555586963, -5.303467484062288]"
H08S2,2005-01-07T15:54:21.75,2008-12-05T13:51:48.93,"[-5.68487568499439, -5.623689677930679]","[-5.265339834743602, -5.300342998988854]","[-4.843565330804493, -4.969172831587516]","[0.6826899362707418, 0.6184072930425503]","[0.7726705242456664, 0.6291202555258729]","[0.4754196784459527, 0.35763505448528815]","[-5.265339834743602, -5.300342998988854]"
H08S2,2005-01-07T15:54:21.75,2014-04-13T05:48:06.84,"[-5.285963310828286, -5.218820270998642]","[-4.8698674011079595, -4.900473777032957]","[-4.458588843308002, -4.582571830165727]","[0.7514758709628901, 0.7064830134317424]","[0.8011053378371523, 0.8053969148913346]","[0.41628842792243, 0.5651851966737477]","[-4.8698674011079595, -4.900473777032957]"
H08S2,2005-01-07T16:57:10.94,2005-05-12T15:03:44.95,"[1.439843079231337, 1.5404773214214327]","[1.8889129887565719, 1.8710580008876878]","[2.3309376353449407, 2.2045074376122296]","[0.6554257700404036, 0.5266835380416369]","[0.816453824332191, 0.6448094124220267]","[0.37714672267424876, 0.5246673534902068]","[1.8889129887565719, 1.8710580008876878]"
H08S2,2005-01-08T04:40:36.44,2005-01-22T11:39:44.54,"[0.963666946695917, 1.0518730945887043]","[1.3797012883976478, 1.3832919080281252]","[1.7994814165449566, 1.714243281814883]","[0.5452026386475042, 0.5787547582874553]","[0.8604647940248135, 0.7887592755965965]","[0.5608241307255499, 0.6805297172320849]","[1.3797012883976478, 1.3832919080281252]"
H08S2,2005-01-08T04:40:36.44,2005-02-06T07:34:32.23,"[-0.45223249182985537, -0.3726612543914483]","[-0.02935401607372984, -0.03696756421293474]","[0.39056214548474766, 0.3144500937815632]","[0.506209220402734, 0.4695395489366395]","[0.7523017251607914, 0.5195783293118275]","[0.4535927318611916, 0.36995679271823395]","[-0.02935401607372984, -0.03696756421293474]"
H08S2,2005-01-08T04:40:36.44,2005-07-04T15:16:27.9,"[-1.1309998093470675, -1.071300059291555]","[-0.7010733775339515, -0.7372894461631815]","[-0.2758843084871938, -0.3949664384882937]","[0.6256079148641696, 0.6082953372367909]","[0.7281020865407581, 0.609475790912234]","[0.29670353227922097, 0.3859474011569479]","[-0.7010733775339515, -0.7372894461631815]"
H08S2,2005-01-08T04:40:36.44,2005-12-11T00:42:12.01,"[-0.32880353701972176, -0.2690893637416364]","[0.09152491516814436, 0.06458082769729412]","[0.5084426565543039, 0.4004930481338932]","[0.6239815924042145, 0.5099669804953798]","[0.7932294121721855, 0.5711978167669832]","[0.4139830033350412, 0.3350361420141795]","[0.09152491516814436, 0.06458082769729412]"
H08S2,2005-01-11T07:45:16.24,2005-07-13T09:39:57.05,"[3.496344796568873, 3.6138475221292445]","[3.9538667176152424, 3.943705277815247]","[4.421382458673734, 4.271482594128504]","[0.575122006708937, 0.41684414347714455]","[0.7712133185242466, 0.5589312761621721]","[0.3235987759599323, 0.5222719236684205]","[3.9538667176152424, 3.943705277815247]"
H08S2,2005-01-11T07:45:16.24,2005-12-27T01:54:36.44,"[-0.7231706733537424, -0.6060705117911661]","[-0.2660263327641672, -0.2889343024711308]","[0.21283820890071248, 0.029446957068191764]","[0.5545089758778605, 0.5089077188101454]","[0.7358263205700332, 0.609903961593788]","[0.3229600524597565, 0.5081330513650724]","[-0.2660263327641672, -0.2889343024711308]"
H08S2,2005-01-11T07:45:16.24,2008-04-10T03:14:29.99,"[-0.3865495415742992, -0.3261129358148311]","[0.0627682940226556, 0.0008665569494381399]","[0.5518447417410701, 0.329660339992794]","[0.7459695479919062, 0.6385502005320758]","[0.7573124754924218, 0.6651456806456123]","[0.1907117303770372, 0.4923950323612656]","[0.0627682940226556, 0.0008665569494381399]"
H08S2,2005-01-11T08:31:30.46,2005-05-04T11:57:06.75,"[0.12550993816634007, 0.24114610004821613]","[0.6086508576825177, 0.5634186173103577]","[1.1239807701753681, 0.8949443258091544]","[0.6642914953341585, 0.47855501191155697]","[0.7776863597086023, 0.5090970251336602]","[0.36479622993569766, 0.3032425435362565]","[0.6086508576825177, 0.5634186173103577]"
H08S2,2005-01-11T08:31:30.46,2005-11-29T14:45:29.63,"[-1.007898345215286, -0.9066652703759706]","[-0.5385756671421786, -0.5769960566668897]","[-0.04983918896466785, -0.22948726411739065]","[0.6935560705666559, 0.5938155523276044]","[0.8608117376561533, 0.6121345807826366]","[0.36508742809556494, 0.3577555076985884]","[-0.5385756671421786, -0.5769960566668897]"
H08S2,2005-01-12T14:36:12.11,2005-02-27T17:42:43.46,"[1.4730529159314196, 1.5688872333457595]","[1.8984563287200593, 1.8935460604309344]","[2.321931909352477, 2.215823947701291]","[0.5330209964245691, 0.5761184935593306]","[0.7769778982363372, 0.6885895543310908]","[0.547632821897532, 0.5556008126818736]","[1.8984563287200593, 1.8935460604309344]"
H08S2,2005-01-12T14:36:12.11,2005-06-06T07:11:14.66,"[-0.9503974023098414, -0.8584206577096856]","[-0.508137046278835, -0.5335695596570286]","[-0.06448774725620669, -0.2011523846170136]","[0.7078592464604875, 0.5021998195472366]","[0.8626615588011766, 0.535072695394776]","[0.5162370448641932, 0.3817035297951805]","[-0.508137046278835, -0.5335695596570286]"
H08S2,2005-01-12T14:36:12.11,2009-01-14T22:46:09.61,"[-0.6703587255966089, -0.5397633528271912]","[-0.23842068966682597, -0.21592591895137728]","[0.19713115575169196, 0.10307576162656462]","[0.339624261367326, 0.40456728404010156]","[0.7228361314537658, 0.6136171129734471]","[0.6204260516760496, 0.5338057572490694]","[-0.23842068966682597, -0.21592591895137728]"
H08S2,2005-01-12T14:36:12.11,2012-10-31T09:56:27.4,"[-0.015269869496300239, 0.0594002520056143]","[0.41358981284924146, 0.38465311230051624]","[0.8453887219053893, 0.7033650273782467]","[0.5960550689980808, 0.4620345211874143]","[0.8400268280022863, 0.5249055823965293]","[0.5977073611242572, 0.3102017941498678]","[0.41358981284924146, 0.38465311230051624]"
H08S2,2005-01-12T14:36:12.11,2014-01-31T19:19:45.67,"[0.28662678164138916, 0.39176633339726663]","[0.7192520297619214, 0.716151126483757]","[1.1490671520745586, 1.0392959211876553]","[0.629826993133982, 0.4827738884763881]","[0.8646919863067624, 0.598365668094863]","[0.5728431199294791, 0.4111437682826334]","[0.7192520297619214, 0.716151126483757]"
H08S2,2005-01-22T11:39:44.54,2005-02-06T07:34:32.23,"[-1.8369377695490214, -1.7533486721168796]","[-1.4184804117771936, -1.4200228142554543]","[-1.0042707800693909, -1.0828741673517268]","[0.6368396426024885, 0.6159723079355036]","[0.9249344463885374, 0.7596017384874415]","[0.5756123276971347, 0.5788370769970272]","[-1.4184804117771936, -1.4200228142554543]"
H08S2,2005-01-22T11:39:44.54,2005-05-17T03:35:58.85,"[-2.7115260369912595, -2.6598024106914613]","[-2.2882566465828567, -2.324401424958734]","[-1.8718555788423539, -1.9813114203792188]","[0.7344513100119365, 0.6223472636228442]","[0.8724694020962928, 0.6324547852676226]","[0.446251612950782, 0.3589992533549048]","[-2.2882566465828567, -2.324401424958734]"
H08S2,2005-01-22T11:39:44.54,2005-07-04T15:16:27.9,"[-2.5166840985378625, -2.45292576119507]","[-2.092414581385563, -2.118875944007908]","[-1.6759033270730825, -1.7792860065729186]","[0.7612500336570983, 0.7607444696486682]","[0.8862981049846742, 0.8137401142098418]","[0.4371138938763567, 0.5460937821225436]","[-2.092414581385563, -2.118875944007908]"
H08S2,2005-01-22T11:39:44.54,2005-09-28T14:36:47.64,"[-4.70205291063195, -4.648179903975206]","[-4.274487531802954, -4.315728779553342]","[-3.8560416828170827, -3.9803496944323777]","[0.7253372749710749, 0.721329157850025]","[0.7773353459874784, 0.7462952051977059]","[0.2774508177634442, 0.46875582911917846]","[-4.274487531802954, -4.315728779553342]"
H08S2,2005-01-22T11:39:44.54,2005-12-11T00:42:12.01,"[-1.7016139154398673, -1.6438656742371323]","[-1.2857925179386096, -1.3095730422317693]","[-0.8734925612334278, -0.9727825358811061]","[0.7179769741661459, 0.6674399569866621]","[0.9104542709878518, 0.7462889665058434]","[0.48782631065688126, 0.47555333799292304]","[-1.2857925179386096, -1.3095730422317693]"
H08S2,2005-01-24T03:49:01.0,2005-03-01T03:45:32.99,"[-1.9144315240943475, -1.844289201455842]","[-1.4912704134667498, -1.5039710304721343]","[-1.0704753384172727, -1.1565222531360038]","[0.7018960818676511, 0.5306345560362401]","[0.8815581364473319, 0.581279714724449]","[0.5080277052880428, 0.4868100482909783]","[-1.4912704134667498, -1.5039710304721343]"
H08S2,2005-01-24T03:49:01.0,2005-06-21T06:48:41.09,"[-0.4294225774910678, -0.29420825443969806]","[-0.015255459260029322, 0.030770119217840623]","[0.4095626071649686, 0.3600805998018545]","[0.35402000348970797, 0.4116232415876327]","[0.7331501759354693, 0.6676819857058576]","[0.7049740625865595, 0.6663182318564967]","[0.4095626071649686, 0.3600805998018545]"
H08S2,2005-01-24T03:49:01.0,2008-12-05T13:51:48.93,"[-1.8929325354799087, -1.8346437785837153]","[-1.46926589538217, -1.505032680686533]","[-1.0459049198275105, -1.1627855818502537]","[0.6669435269689736, 0.6134574437064259]","[0.7517289446212718, 0.5887216887333035]","[0.41437962000223244, 0.34999180071111613]","[-1.46926589538217, -1.505032680686533]"
H08S2,2005-01-24T03:49:01.0,2014-04-13T05:48:06.84,"[-1.4944643526381423, -1.4379919887545773]","[-1.0754365284805685, -1.1139902570544855]","[-0.6669652221844299, -0.7888251351524272]","[0.7673878608612273, 0.736811380639749]","[0.7929490068700339, 0.7584527071817213]","[0.3625842093889716, 0.48205487201806324]","[-1.0754365284805685, -1.1139902570544855]"
H08S2,2005-02-04T06:57:07.63,2005-07-28T02:43:58.41,"[-0.05443778596347614, 0.04763722353606743]","[0.3817508571160714, 0.3710705002242964]","[0.81637548679844, 0.6943641796683332]","[0.5384877265247598, 0.6618026272444942]","[0.8597423626961613, 0.7356337826729469]","[0.5736540600432972, 0.5427156232874578]","[0.3817508571160714, 0.3710705002242964]"
H08S2,2005-02-06T07:34:32.23,2005-05-17T03:35:58.85,"[-1.297780718010538, -1.2332831087622407]","[-0.8736084626496808, -0.901985719007386]","[-0.4540905060173538, -0.5557703482549797]","[0.6559697739962108, 0.6514992954037674]","[0.8696636639087153, 0.6679580034288581]","[0.4679462245266889, 0.3403804830331347]","[-0.8736084626496808, -0.901985719007386]"
H08S2,2005-02-06T07:34:32.23,2005-07-04T15:16:27.9,"[-1.0997531091415012, -1.033412113779514]","[-0.6742904532059494, -0.701658764700198]","[-0.24895129150775439, -0.3671320613763768]","[0.6702466447655573, 0.6450759544968393]","[0.8284380418795955, 0.7554479419764238]","[0.4032086038978658, 0.47768948134332084]","[-0.6742904532059494, -0.701658764700198]"
H08S2,2005-02-06T07:34:32.23,2005-09-28T14:36:47.64,"[-3.292879925220016, -3.2298281965544478]","[-2.8609798849724197, -2.9010068238465223]","[-2.427845835747135, -2.5732213528454557]","[0.5962627712830764, 0.5474461655511051]","[0.7098647212271764, 0.6285036398889543]","[0.2823094646567983, 0.35004832619081744]","[-2.8609798849724197, -2.9010068238465223]"
H08S2,2005-02-06T07:34:32.23,2005-12-11T00:42:12.01,"[-0.2871583260898649, -0.2107840255386845]","[0.13131883291277785, 0.12399525471600722]","[0.5471595903810259, 0.4596545795439386]","[0.6479930817215311, 0.5116343400388141]","[0.8957824344190928, 0.6899927889510624]","[0.5023488641231271, 0.486269008378002]","[0.13131883291277785, 0.12399525471600722]"
H08S2,2005-02-09T04:19:00.81,2005-12-29T06:08:56.24,"[0.8986322169527319, 1.005481224901233]","[1.3358709252690741, 1.332226613004631]","[1.7707082957992986, 1.6592770288784964]","[0.5922968677567805, 0.6008668358436275]","[0.8322080963761862, 0.6970497897680975]","[0.5143356643256802, 0.591321522547374]","[1.3358709252690741, 1.332226613004631]"
H08S2,2005-02-13T19:04:50.21,2015-03-19T07:34:42.68,"[-1.3745008636948535, -1.2889069182703732]","[-0.9268611859519696, -0.9581121222018267]","[-0.47822811428529666, -0.6260364071790869]","[0.49695990615714775, 0.6947797939052444]","[0.6571668599104695, 0.7408704644864803]","[0.31839788465236796, 0.5867754232340617]","[-0.9268611859519696, -0.9581121222018267]"
H08S2,2005-02-27T17:42:43.46,2006-02-08T09:08:33.27,"[-2.003447550181688, -1.9337892103870815]","[-1.5955564899243262, -1.6038042875369627]","[-1.1832159992097602, -1.27435088625356]","[0.6242495966824863, 0.7704266838775206]","[0.9059780736305044, 0.8754997487161529]","[0.7101022023760092, 0.6173241859523444]","[-1.5955564899243262, -1.6038042875369627]"
H08S2,2005-02-27T17:42:43.46,2006-05-16T23:16:27.37,"[-1.6673515256895746, -1.6344969618519278]","[-1.247984806961922, -1.3010120263718716]","[-0.821086049305565, -0.9681933985906264]","[0.6448803231372413, 0.49902819702141815]","[0.6860038443972348, 0.5064834151254236]","[0.3935097379555127, 0.3181035406317574]","[-1.247984806961922, -1.3010120263718716]"
H08S2,2005-02-27T17:42:43.46,2008-08-10T17:15:41.37,"[-2.0063800528200093, -1.967903026462021]","[-1.5915177304740236, -1.6426430086944979]","[-1.1707239478972558, -1.3194042381932456]","[0.7602778246286869, 0.7428655306117691]","[0.8238107671283714, 0.7375432449722829]","[0.4811554153582589, 0.4794428643360433]","[-1.5915177304740236, -1.6426430086944979]"
H08S2,2005-02-27T17:42:43.46,2009-01-14T22:46:09.61,"[-2.558345854532274, -2.4447679300801126]","[-2.1371980934580397, -2.113732813364165]","[-1.7137957636206365, -1.7865626179544418]","[0.4126187144919255, 0.4072821364122444]","[0.7476520601790084, 0.6017515102909706]","[0.639798058497762, 0.5112403156073332]","[-2.1371980934580397, -2.113732813364165]"
H08S2,2005-02-27T17:42:43.46,2009-09-04T03:09:57.72,"[-2.1965995250984247, -2.16079514110167]","[-1.7823092845257156, -1.8258760990172536]","[-1.3740623715387414, -1.4846181816208681]","[0.8321832920260686, 0.7801775498835073]","[0.870761768391272, 0.7130554799390694]","[0.5137112609232052, 0.41181304931866275]","[-1.7823092845257156, -1.8258760990172536]"
H08S2,2005-02-27T17:42:43.46,2012-10-31T09:56:27.4,"[-1.9025067998110565, -1.8284521818195005]","[-1.4851275856333943, -1.4962766335587583]","[-1.0661743149581733, -1.1660775345185532]","[0.6103611097052822, 0.5277204677090711]","[0.8542063298114234, 0.5964675673368838]","[0.6610809469770995, 0.361883150116574]","[-1.4851275856333943, -1.4962766335587583]"
H08S2,2005-02-27T17:42:43.46,2014-01-31T19:19:45.67,"[-1.603244373553871, -1.5255076679781259]","[-1.1878354567222498, -1.1954930526604886]","[-0.7734191580272941, -0.8628485632600873]","[0.5897836582599086, 0.5571763211086949]","[0.7685796156101765, 0.6420196551506641]","[0.5505788133985788, 0.4208973894453964]","[-1.1878354567222498, -1.1954930526604886]"
H08S2,2005-02-27T21:39:02.33,2005-04-22T07:30:51.62,"[-1.3194151387166735, -1.2663547959005261]","[-0.8807975994042722, -0.9315463548191685]","[-0.4369602480605965, -0.5999794205017818]","[0.730693270317206, 0.5921671541825634]","[0.8106138298923112, 0.5693410841496098]","[0.42089524666806366, 0.36322991705412594]","[-0.8807975994042722, -0.9315463548191685]"
H08S2,2005-02-27T21:39:02.33,2008-04-04T08:28:57.61,"[-0.9789263113109336, -0.9303606950033269]","[-0.5365722554788394, -0.6081636511377267]","[-0.08448659168312056, -0.2931902430190969]","[0.7288690858074729, 0.6377274014986931]","[0.7742143945546568, 0.6320610237172766]","[0.38759235138389364, 0.41652096062560773]","[-0.5365722554788394, -0.6081636511377267]"
H08S2,2005-02-27T21:39:02.33,2009-10-29T16:44:56.19,"[-1.332002312236339, -1.2536933426578016]","[-0.8928373354040866, -0.9277375694947742]","[-0.45234997655564513, -0.6036564680507354]","[0.7214396613380258, 0.6893729653111953]","[0.8686542364702655, 0.7484026937942138]","[0.46623145315850617, 0.5660978951361927]","[-0.8928373354040866, -0.9277375694947742]"
H08S2,2005-03-01T03:45:32.99,2005-06-21T06:48:41.09,"[1.466363525983313, 1.5215133047806793]","[1.8935411434077851, 1.861212006585925]","[2.324151485991936, 2.2057722393097245]","[0.7384689972670326, 0.5254538420790682]","[0.8269918802730779, 0.5412982098764697]","[0.4646048179637699, 0.3813501137648114]","[1.8935411434077851, 1.861212006585925]"
H08S2,2005-03-01T03:45:32.99,2006-03-15T14:27:53.56,"[0.9970517157661213, 1.0447126969529261]","[1.41634081567149, 1.376358301618243]","[1.8411701402459215, 1.7084932710947325]","[0.7686354118388972, 0.8264886428757329]","[0.930315537880351, 0.806491957033189]","[0.57118099959978, 0.5040295598899494]","[1.41634081567149, 1.376358301618243]"
H08S2,2005-03-01T03:45:32.99,2008-12-05T13:51:48.93,"[-0.41428857409194286, -0.32526283077846657]","[0.01538800257181253, 0.010367170594672737]","[0.4436514511145047, 0.34760747826445315]","[0.6672616286524806, 0.5257338438147605]","[0.870081258211185, 0.6345889330417045]","[0.6083902000292587, 0.4753937926276907]","[0.01538800257181253, 0.010367170594672737]"
H08S2,2005-03-08T09:44:15.5,2005-08-27T11:11:27.54,"[0.8620440216813311, 0.9468233083179157]","[1.2890579757556129, 1.2679134103690564]","[1.71154093111311, 1.5899033431401748]","[0.746235857703364, 0.7764519808810401]","[0.8662563840008746, 0.8882331665881177]","[0.488846198496112, 0.6732499064127945]","[1.2890579757556129, 1.2679134103690564]"
H08S2,2005-03-08T09:44:15.5,2008-07-12T11:07:24.15,"[0.6561730537249245, 0.7381394730103674]","[1.0846667061767528, 1.061438587647621]","[1.5098592432642113, 1.3854714898695386]","[0.7107449342620025, 0.8022691953585669]","[0.8783460853741458, 0.8664540286828583]","[0.5477346237352648, 0.5922725787894939]","[1.0846667061767528, 1.061438587647621]"
H08S2,2005-03-15T10:07:08.41,2006-01-28T17:31:41.94,"[-1.6352020495919997, -1.5059849083852397]","[-1.173990766660364, -1.1730471325782945]","[-0.7153663409016875, -0.8313021346452352]","[0.4993742513348293, 0.4963302496988392]","[0.8711994377297659, 0.5580937396051381]","[0.5490764958387641, 0.3920437554141764]","[-1.173990766660364, -1.1730471325782945]"
H08S2,2005-03-28T17:12:58.03,2005-03-28T23:20:31.14,"[-0.0080546145590205, 0.13431713244584062]","[0.43271236352794323, 0.46199080406425225]","[0.8743417262153254, 0.8011057602764138]","[0.5399310474568687, 0.2719114531376834]","[0.7329115152859582, 0.5625627164800912]","[0.5326986413692647, 0.5407781583472507]","[0.43271236352794323, 0.46199080406425225]"
H08S2,2005-03-28T17:12:58.03,2005-03-29T14:43:30.35,"[0.056803679168581256, 0.17651484831640252]","[0.4937984192944686, 0.5077130065452319]","[0.9320623063047263, 0.8436847131320196]","[0.6186773159834565, 0.5233662406315142]","[0.8487925209497892, 0.7984038883584615]","[0.6378143397496062, 0.6484991103487102]","[0.4937984192944686, 0.5077130065452319]"
H08S2,2005-03-28T17:12:58.03,2005-04-03T07:15:11.35,"[-0.0703560829873961, 0.0026098518989033787]","[0.3638080029664198, 0.34936875552330776]","[0.806908518611902, 0.6827605510420358]","[0.5533133545019395, 0.48031501892039996]","[0.7794057711590605, 0.604084320828775]","[0.6457457935969785, 0.44325806258403794]","[0.3638080029664198, 0.34936875552330776]"
H08S2,2005-03-28T18:20:14.4,2005-03-29T03:44:36.1,"[-0.9225744925924254, -0.8122737405112532]","[-0.47060378961406574, -0.47101112003010703]","[-0.021139355110064977, -0.11533754595655375]","[0.6988109693673101, 0.49214698099726356]","[0.8785998442450035, 0.5684307246546875]","[0.6558779442183275, 0.4176335789265015]","[-0.47060378961406574, -0.47101112003010703]"
H08S2,2005-03-28T18:20:14.4,2005-07-28T07:11:54.79,"[-0.02641746326308891, 0.07826147808005282]","[0.41582007016476696, 0.4121972456100286]","[0.8607966110173337, 0.743111996812418]","[0.6414649103204325, 0.44801371183054467]","[0.775002400027707, 0.656153780866654]","[0.577641929491315, 0.527592489111408]","[0.41582007016476696, 0.4121972456100286]"
H08S2,2005-03-28T18:22:12.73,2005-04-02T08:32:51.11,"[1.095010141511441, 1.18858676494611]","[1.5553699325133443, 1.5191509365874898]","[2.021061556265023, 1.8415518732978613]","[0.7069947019680486, 0.691989358712021]","[0.9107320227305424, 0.7435724207078737]","[0.6770709695009623, 0.5371814441786452]","[1.5553699325133443, 1.5191509365874898]"
H08S2,2005-03-28T18:41:40.3,2005-08-06T10:44:13.33,"[-0.3724688040562789, -0.2615123033988653]","[0.0787415107664192, 0.07288591288590238]","[0.52974450408904, 0.41852063696841163]","[0.6654200066493595, 0.5896963575155534]","[0.8857940381193807, 0.6058963961133362]","[0.6672903825513588, 0.4309897381608745]","[0.0787415107664192, 0.07288591288590238]"
H08S2,2005-03-28T18:41:40.3,2006-05-22T12:51:33.6,"[-0.2665478290047355, -0.17349972868871483]","[0.18388333682767294, 0.1719781237228642]","[0.6358485511193911, 0.5264184696048325]","[0.7196516691409076, 0.5761796941295994]","[0.8702919517287888, 0.5789001080914654]","[0.6194509065834041, 0.4663837329689107]","[0.18388333682767294, 0.1719781237228642]"
H08S2,2005-03-28T18:41:40.3,2008-05-03T10:51:38.6,"[-0.9705685282451484, -0.8421965467127763]","[-0.5163398831535149, -0.488244527949041]","[-0.06564841501490518, -0.136055621132091]","[0.594632236523578, 0.4899564361429991]","[0.8099126095130482, 0.561186238182797]","[0.6656166616456116, 0.5520092481159696]","[-0.5163398831535149, -0.488244527949041]"
H08S2,2005-03-28T21:26:36.78,2005-04-01T16:20:25.06,"[-0.8466211513574877, -0.7535268086938247]","[-0.4131930214872644, -0.4193638302195143]","[0.031533556931190795, -0.08431574810406654]","[0.5388568828458614, 0.6409450440685354]","[0.8660445461320909, 0.77937347431987]","[0.6551483007318941, 0.5934962201056173]","[-0.4131930214872644, -0.4193638302195143]"
