station,event1,event2,Δτl,Δτc,Δτr,ccl,ccc,ccr,Δτ
H08S2,2005-04-16T05:44:00.79,2005-12-27T14:14:11.23,"[-1.6723142997802782, -1.5486458165500616]","[-1.2352673488550494, -1.2225304323104484]","[-0.7888418114510142, -0.8964290520151109]","[0.48632822740332754, 0.6049087814971336]","[0.9167678866656482, 0.810397478588902]","[0.6914604803916385, 0.7026652659410806]","[-1.2352673488550494, -1.2225304323104484]"
H08S2,2005-04-16T10:07:27.87,2009-11-14T04:23:49.64,"[-0.8483044433294041, -0.7440453171959858]","[-0.4180694050763519, -0.4196024988520736]","[0.0064813625599374905, -0.08863974087691302]","[0.606074887199764, 0.7195582054469546]","[0.9230071342138922, 0.7869272184374927]","[0.5851892119834122, 0.5496748049477009]","[-0.4180694050763519, -0.4196024988520736]"
H08S2,2005-04-16T10:07:27.87,2015-02-07T21:40:15.58,"[-0.5612800725671069, -0.44225719899483223]","[-0.13913383484371242, -0.12040287397171782]","[0.29108935722445467, 0.20424815710690092]","[0.3432938132752539, 0.6407827018487547]","[0.7789411287039335, 0.8520290959380699]","[0.5722306895849493, 0.7337033888462107]","[-0.13913383484371242, -0.12040287397171782]"
H08S2,2005-04-16T10:29:59.01,2005-04-20T17:50:34.6,"[-2.8605740271457547, -2.7482502328606646]","[-2.4211766749338666, -2.424067531875209]","[-1.9875914087037159, -2.09869664918201]","[0.7199690538991187, 0.7019166215295918]","[0.9312783683569135, 0.8690732405205297]","[0.6538325062053039, 0.5822008827946131]","[-2.4211766749338666, -2.424067531875209]"
H08S2,2005-04-16T10:29:59.01,2005-06-03T10:52:17.26,"[-4.760431605200305, -4.653323538150607]","[-4.322848161608472, -4.325956442688856]","[-3.887770546935342, -3.9900102452493718]","[0.7422148962441261, 0.5948693162866487]","[0.9326160081127447, 0.7745921537586872]","[0.7396662886432426, 0.44320656280712706]","[-4.322848161608472, -4.325956442688856]"
H08S2,2005-04-16T22:09:13.88,2005-10-03T01:02:57.48,"[0.26287469102614586, 0.38014554115816546]","[0.7006858646695429, 0.6882483658917082]","[1.1357033997035197, 0.9969973120858426]","[0.7291521468150061, 0.6707496131856822]","[0.9457222279174256, 0.798883970379255]","[0.6502867804948387, 0.594562315770536]","[0.7006858646695429, 0.6882483658917082]"
H08S2,2005-04-16T22:09:13.88,2006-02-04T04:32:53.8,"[0.1655718886656444, 0.3381935920617665]","[0.5996284324419118, 0.6390824827209437]","[1.0404533197880803, 0.9436675423191293]","[0.5432215025156544, 0.4699856421462981]","[0.9150082477705485, 0.7815332133570526]","[0.8087353602318121, 0.7200693130326282]","[0.5996284324419118, 0.6390824827209437]"
H08S2,2005-04-16T22:09:13.88,2008-02-27T10:07:53.54,"[-0.35367638801093676, -0.27294734703073453]","[0.0822775366031745, 0.03612441315984047]","[0.518861253242833, 0.3305972092355949]","[0.7305403883767154, 0.6226794083560849]","[0.9355192049134413, 0.7151312985335453]","[0.6597523225824866, 0.4531293484005424]","[0.0822775366031745, 0.03612441315984047]"
H08S2,2005-04-16T22:09:13.88,2012-08-13T20:13:01.15,"[0.11529420208136873, 0.2469117197257177]","[0.5527074926394028, 0.5509241356724185]","[0.9911718944280187, 0.8537498136585094]","[0.5895911066416945, 0.6630418079133418]","[0.9047754545419299, 0.8305566379173094]","[0.6772530249280994, 0.6411369592937]","[0.5527074926394028, 0.5509241356724185]"
H08S2,2005-04-17T01:10:27.63,2005-06-30T09:54:20.03,"[-3.8179292095706856, -3.771249428106072]","[-3.3895405174119353, -3.4196322448518117]","[-2.9562995764147746, -3.0596461180086183]","[0.7273964253177206, 0.5073420605318617]","[0.8851402827710522, 0.5111659085400628]","[0.6475359048906811, 0.28341706364792923]","[-3.3895405174119353, -3.4196322448518117]"
H08S2,2005-04-17T01:10:27.63,2005-08-02T07:15:44.38,"[-3.9316897027562994, -3.8513072811514637]","[-3.50955823418733, -3.516071496737]","[-3.084681753143688, -3.1808522730501694]","[0.7071903652483136, 0.6842621655496729]","[0.9227552210719008, 0.8195354550868481]","[0.7573786365220561, 0.5476574634356659]","[-3.50955823418733, -3.516071496737]"
H08S2,2005-04-17T01:10:27.63,2005-10-19T18:47:53.48,"[-2.499860084395424, -2.4425245076327857]","[-2.073847727786781, -2.105321027527795]","[-1.6437283689813857, -1.772057981535704]","[0.7849133176127062, 0.6525820102154993]","[0.9104453104574465, 0.7223935278796686]","[0.7172081489850821, 0.4334418414048325]","[-2.073847727786781, -2.105321027527795]"
H08S2,2005-04-17T01:10:27.63,2006-01-22T04:50:43.48,"[-3.209603896219811, -3.113410925174661]","[-2.786962082176421, -2.7748907147614115]","[-2.36427974968631, -2.4358817292677553]","[0.654289903132883, 0.596048691608715]","[0.9167105964065101, 0.7404010944042718]","[0.8288813589151088, 0.5103291922622207]","[-2.786962082176421, -2.7748907147614115]"
H08S2,2005-04-17T01:10:27.63,2015-09-04T08:02:12.75,"[-3.736815353323873, -3.6188879903039775]","[-3.3133033521260136, -3.2809835207309943]","[-2.896570328178234, -2.9339739354494947]","[0.6448588686053928, 0.41460965666941246]","[0.8426976016786791, 0.6083745150029776]","[0.7217495484584963, 0.5861982766907737]","[-3.3133033521260136, -3.2809835207309943]"
H08S2,2005-04-17T03:36:25.55,2005-05-09T06:59:15.33,"[-0.6927207691318841, -0.6118756697974722]","[-0.240077228102284, -0.28558570791532945]","[0.22112373841618774, 0.034914885557231906]","[0.712206757731354, 0.5502799600594497]","[0.8605526118226816, 0.6097418629770611]","[0.5341244148260125, 0.46802032357994583]","[-0.240077228102284, -0.28558570791532945]"
H08S2,2005-04-17T07:42:25.68,2005-08-09T18:05:54.03,"[-1.4235443378214103, -1.2858750924546314]","[-0.9508922728019941, -0.9643861849162706]","[-0.4753096547017892, -0.6453827758592803]","[0.6146347198512058, 0.5939202649269146]","[0.8654907664084613, 0.7047114298793693]","[0.6609825772990282, 0.5884086686152277]","[-0.9508922728019941, -0.9643861849162706]"
H08S2,2005-04-17T07:48:10.79,2008-05-18T02:59:59.41,"[-0.20253598143969692, -0.08482175701512056]","[0.2450662059935966, 0.23938626333041074]","[0.7043415392145502, 0.5609601016107076]","[0.4414541673921452, 0.44254950570597024]","[0.6735045795450453, 0.6297823196369441]","[0.5772108343407852, 0.511040152525479]","[0.2450662059935966, 0.23938626333041074]"
H08S2,2005-04-17T10:01:17.38,2008-05-07T18:34:05.09,"[-5.046819397136575, -4.8813466376413075]","[-4.5991957241079335, -4.574739965058273]","[-4.159007450564983, -4.258377665497881]","[0.5034446003920106, 0.6320470702143698]","[0.868660094180914, 0.8146418233744867]","[0.6857309489286126, 0.5503883817743014]","[-4.5991957241079335, -4.574739965058273]"
H08S2,2005-04-17T10:38:03.21,2006-04-12T14:25:20.48,"[-1.5585509263443953, -1.3742285623602248]","[-1.1018961363312387, -1.0479085730874569]","[-0.655970075654603, -0.715972643034437]","[0.40231845399587024, 0.39924671438429676]","[0.7245421025713328, 0.5724113101954759]","[0.5675034492576917, 0.5170755658363388]","[-1.1018961363312387, -1.0479085730874569]"
H08S2,2005-04-17T11:41:26.53,2005-10-15T07:44:03.87,"[1.0374549739174757, 1.1258967540412188]","[1.4880482994649336, 1.4536929268439929]","[1.9424360792779551, 1.7766297853520119]","[0.7565715943211835, 0.6880276642093937]","[0.9384069292839684, 0.7989240141116726]","[0.6129536443574829, 0.47125002449423903]","[1.4880482994649336, 1.4536929268439929]"
H08S2,2005-04-17T11:41:26.53,2006-03-02T22:37:07.92,"[1.1645412225730412, 1.3371573999596877]","[1.6217618530534545, 1.6546617790096942]","[2.076026976910897, 1.9823799214011735]","[0.631121601223643, 0.44496616585154086]","[0.9061317076146034, 0.6513759663814203]","[0.7294730528809618, 0.49901741442249653]","[1.6217618530534545, 1.6546617790096942]"
H08S2,2005-04-17T11:54:31.7,2005-05-06T00:06:32.61,"[-0.6292992199998171, -0.5155691432492899]","[-0.1765186682065165, -0.1818460696367963]","[0.2750809851971495, 0.15580221026644192]","[0.5813963916361319, 0.7135153907160644]","[0.8976602502394738, 0.8254380418368151]","[0.6371879642348997, 0.5921462513184635]","[-0.1765186682065165, -0.1818460696367963]"
H08S2,2005-04-18T01:21:19.98,2013-09-30T20:46:09.03,"[-0.4534780931638938, -0.3494259425947098]","[-0.03026955216739986, -0.00816236819659681]","[0.3890208271915726, 0.3328086278582668]","[0.5748340959038089, 0.36882878998285235]","[0.8003551561750898, 0.5898947869109389]","[0.5730900106064022, 0.5926588062627725]","[-0.03026955216739986, -0.00816236819659681]"
H08S2,2005-04-18T10:10:07.59,2005-05-02T17:55:18.74,"[-1.441590240309042, -1.2275142723161319]","[-0.9565124497386779, -0.9083575087505924]","[-0.4810294902279214, -0.5851055118068046]","[0.6384603528632298, 0.5063231165483735]","[0.8318015179532187, 0.631315951657022]","[0.6153897339752155, 0.6006516206894985]","[-0.9565124497386779, -0.9083575087505924]"
H08S2,2005-04-18T10:10:07.59,2005-05-09T17:53:30.08,"[-0.6150703273048391, -0.4840120862825533]","[-0.14753584775723005, -0.1615667774455263]","[0.32090554079645195, 0.15914896908475598]","[0.714917108582561, 0.7893249414564115]","[0.9248466128102211, 0.9164101279232723]","[0.6183979210024567, 0.799967377587086]","[-0.14753584775723005, -0.1615667774455263]"
H08S2,2005-04-18T10:10:07.59,2005-07-28T14:55:45.97,"[1.6567171312746538, 1.8401376493752184]","[2.1451108251557907, 2.1683563421626997]","[2.6365563769339886, 2.4985073689754755]","[0.6703961445035165, 0.35172458869894524]","[0.891204627709983, 0.5727668076764096]","[0.6469967515084388, 0.5713273447354974]","[2.1451108251557907, 2.1683563421626997]"
H08S2,2005-04-18T10:10:07.59,2006-05-04T14:11:12.43,"[-0.5140145983500954, -0.31494767446052524]","[-0.029777882695112536, 0.003257254168327419]","[0.45337031120608345, 0.3298403816886339]","[0.7135376664033602, 0.5429761432172037]","[0.875446964693126, 0.683076202660616]","[0.6203512157423037, 0.6576116818828575]","[-0.029777882695112536, 0.003257254168327419]"
H08S2,2005-04-18T10:10:07.59,2006-07-05T05:42:25.75,"[-0.9129720925447148, -0.7463035597562948]","[-0.4360423672012372, -0.42132595513057086]","[0.044480885118761915, -0.09500633676895473]","[0.6483509093916716, 0.5086794907943255]","[0.9128242860117406, 0.7154744450621882]","[0.7233698744927209, 0.6599197823629238]","[-0.4360423672012372, -0.42132595513057086]"
H08S2,2005-04-18T10:10:07.59,2008-08-20T02:38:25.66,"[-1.201684702454596, -1.058602016601876]","[-0.7319421006483092, -0.7335034448141288]","[-0.2570851321976095, -0.40821970219705983]","[0.6676415994249775, 0.6192958143372191]","[0.9155485454916491, 0.783988110954508]","[0.688422660490711, 0.7126626045731832]","[-0.7319421006483092, -0.7335034448141288]"
H08S2,2005-04-19T03:32:32.11,2014-06-17T16:04:41.71,"[-0.34644966566449664, -0.2889940260985433]","[0.08752609960355386, 0.05372561999881831]","[0.5270594842093912, 0.3968729017463327]","[0.5983764360178544, 0.6513145280001278]","[0.8464136760918759, 0.6401737898185758]","[0.5411367643295333, 0.3849801153249173]","[0.08752609960355386, 0.05372561999881831]"
H08S2,2005-04-19T03:40:20.09,2005-12-23T11:42:43.07,"[0.8745166287739681, 1.0047057324242705]","[1.3311713318674843, 1.328763471368818]","[1.7850889164085006, 1.6566557049130495]","[0.6401298467595934, 0.6410345683896463]","[0.8971274324226498, 0.6651134422980862]","[0.6851396751552604, 0.49917475008035445]","[1.3311713318674843, 1.328763471368818]"
H08S2,2005-04-19T05:32:58.5,2005-05-05T22:57:30.34,"[-1.2373452290139344, -1.0393232015564247]","[-0.7695071916569453, -0.7233983888321511]","[-0.31091509206775275, -0.3972575779057467]","[0.7444355409959869, 0.4071162030321189]","[0.8787102315489969, 0.5509603842374335]","[0.7013678195816788, 0.4805901631457065]","[-0.7695071916569453, -0.7233983888321511]"
H08S2,2005-04-19T05:32:58.5,2005-05-21T23:15:48.4,"[0.38526963113862334, 0.511605729750345]","[0.8353619359614483, 0.825188845731964]","[1.288468033863433, 1.1387704694565264]","[0.7756963000212341, 0.7127727646417552]","[0.9720248185404436, 0.902743106521506]","[0.7377066842722249, 0.6989168756670515]","[0.8353619359614483, 0.825188845731964]"
H08S2,2005-04-19T05:32:58.5,2005-06-20T00:48:56.88,"[0.6726547122685146, 0.7759856572056985]","[1.1222824655776251, 1.090854607436204]","[1.5743131415129035, 1.4001663972143878]","[0.7450064562661757, 0.6858637863362189]","[0.9361029608952094, 0.7506391534278616]","[0.6895343182665086, 0.4936498496865512]","[1.1222824655776251, 1.090854607436204]"
H08S2,2005-04-19T05:32:58.5,2005-10-27T10:50:30.89,"[4.407632549375575, 4.534543835922485]","[4.861113521654563, 4.850943957909026]","[5.311945257568923, 5.1608946825032485]","[0.6967260939338155, 0.4300315260316801]","[0.8465712189725885, 0.5882326479572445]","[0.6087999222084518, 0.4518880488680046]","[4.861113521654563, 4.850943957909026]"
H08S2,2005-04-19T05:32:58.5,2006-02-12T11:31:13.07,"[1.10132715507619, 1.3134326225217274]","[1.5630121115589573, 1.6228883294757324]","[2.0127440392029903, 1.9370322553424553]","[0.5472359985428374, 0.4932909169137034]","[0.8444663869399953, 0.7263992775693231]","[0.7862572462896871, 0.6991402967994189]","[1.5630121115589573, 1.6228883294757324]"
H08S2,2005-04-19T09:07:56.15,2005-05-27T00:30:46.25,"[-0.5061439441986642, -0.39795706292884103]","[-0.06359873440064007, -0.07471584243768306]","[0.3787904151088062, 0.250147325796814]","[0.7114719039132341, 0.677427484801046]","[0.9199864125683355, 0.7996119087545034]","[0.7103948519315746, 0.5023132260343744]","[-0.06359873440064007, -0.07471584243768306]"
H08S2,2005-04-19T09:07:56.15,2005-07-11T16:20:49.71,"[-0.19449401997228447, -0.07252620104502205]","[0.24733177649726898, 0.25403737874040894]","[0.6872502915286471, 0.5856275633533539]","[0.7145806917874086, 0.5907125961954666]","[0.9378026563452417, 0.7819479437546983]","[0.7761030224747505, 0.5243983388622496]","[0.24733177649726898, 0.25403737874040894]"
H08S2,2005-04-19T09:07:56.15,2013-04-27T10:03:17.46,"[2.767668630956056, 2.899511232017067]","[3.2118998485705164, 3.2243605755942446]","[3.6556411298171927, 3.5652586433399422]","[0.6785470634807828, 0.3970958257466611]","[0.8779841579525888, 0.5259682086263857]","[0.7342792520102016, 0.3241255237535269]","[3.2118998485705164, 3.2243605755942446]"
H08S2,2005-04-19T09:07:56.15,2017-02-04T01:36:34.52,"[0.45995477255998657, 0.5899280695977049]","[0.89902769180936, 0.925248390563451]","[1.3409269990423203, 1.2585210579093846]","[0.6447442518103902, 0.45437230680808016]","[0.8942858988560708, 0.8044776289472575]","[0.8286342385364688, 0.6502112877196456]","[0.89902769180936, 0.925248390563451]"
H08S2,2005-04-19T10:11:29.44,2005-05-23T14:01:20.43,"[-0.966278680130928, -0.8700767351035508]","[-0.5312645699874559, -0.5581983984942414]","[-0.0909405286914039, -0.24991367471730577]","[0.7564947366837529, 0.5858478155932421]","[0.9304865380780768, 0.77323633348227]","[0.6838144769819109, 0.5791524520103457]","[-0.5312645699874559, -0.5581983984942414]"
H08S2,2005-04-19T10:33:59.76,2005-06-18T12:36:03.86,"[-0.9339730296246894, -0.8562997897440653]","[-0.4885179964139179, -0.5325223281935946]","[-0.038140502894966906, -0.21666350938052523]","[0.7936040818095266, 0.7530777104911641]","[0.9502761437542991, 0.7955070322171488]","[0.7728598564499405, 0.5658943151903936]","[-0.4885179964139179, -0.5325223281935946]"
H08S2,2005-04-20T00:30:32.34,2013-07-09T01:05:39.64,"[-0.7930998088805686, -0.73627468875829]","[-0.3570772721287492, -0.3954422684324199]","[0.08408984321845268, -0.0512490741292591]","[0.6650786970757747, 0.5401165390738827]","[0.7126975901212772, 0.5778817306745594]","[0.34613401279549705, 0.4430962093502485]","[-0.3570772721287492, -0.3954422684324199]"
H08S2,2005-04-20T09:26:57.8,2005-07-28T07:11:54.79,"[0.4486984252451503, 0.5389893693505529]","[0.8830416265331898, 0.8857943703704563]","[1.3230516135412258, 1.2195280337000844]","[0.5770258702083721, 0.49771679310566064]","[0.8571042131155042, 0.6275444159747244]","[0.7095906399590587, 0.5942087947777832]","[0.8830416265331898, 0.8857943703704563]"
H08S2,2005-04-20T09:26:57.8,2005-10-18T11:22:10.31,"[-0.2142706783460662, -0.14132168526311972]","[0.22539111215484373, 0.2043962213536625]","[0.6724819343342648, 0.5355050243062204]","[0.7052648726983239, 0.5409889074462165]","[0.8986838246728768, 0.654717355715972]","[0.6525089934434108, 0.59618624098891]","[0.22539111215484373, 0.2043962213536625]"
H08S2,2005-04-20T09:26:57.8,2009-09-19T14:28:14.88,"[0.014396901092346533, 0.10465839459010928]","[0.4461362154245668, 0.43489886011853474]","[0.8822664535192936, 0.7600858408319541]","[0.6984684858507139, 0.6403173866647561]","[0.9072131019941311, 0.816044626236217]","[0.6380057698029933, 0.6888670740859578]","[0.4461362154245668, 0.43489886011853474]"
H08S2,2005-04-20T09:26:57.8,2013-02-23T11:39:46.56,"[-0.28037497182249094, -0.1515478325156511]","[0.1547159800326448, 0.18581110107263274]","[0.5904914924366962, 0.5141123259679128]","[0.6230920645176806, 0.3246977748829228]","[0.8515477515875741, 0.641719559937356]","[0.6418589747889297, 0.706556995629157]","[0.1547159800326448, 0.18581110107263274]"
H08S2,2005-04-20T20:42:20.47,2005-06-03T02:08:32.63,"[-0.4507132769802331, -0.2884174483077411]","[0.01361237228401185, 0.029785242523222465]","[0.46995661841796144, 0.35176779445586454]","[0.5819698397983092, 0.6399569503261264]","[0.8504204642779531, 0.7387023948818292]","[0.6758083183449136, 0.5711595082406158]","[0.01361237228401185, 0.029785242523222465]"
H08S2,2005-04-20T21:18:34.68,2005-05-12T17:36:06.05,"[-0.14512905312711286, -0.024376325549370324]","[0.31659554429306935, 0.30658013429210723]","[0.7827406834059146, 0.6310432262764623]","[0.6265222507273573, 0.3845075539535079]","[0.8492781700437286, 0.5700916324755959]","[0.4840755918284571, 0.5424154530913743]","[0.31659554429306935, 0.30658013429210723]"
H08S2,2005-04-20T21:18:34.68,2005-06-10T20:02:07.04,"[-0.16053735745907008, 0.0008743717634221771]","[0.3103001042418163, 0.32277726168473003]","[0.7717483058633593, 0.6445288204237789]","[0.6726873366884104, 0.4842828276168757]","[0.9474518584077454, 0.6034334209521878]","[0.6345819560468189, 0.4460572275902957]","[0.3103001042418163, 0.32277726168473003]"
H08S2,2005-04-20T21:18:34.68,2005-07-10T07:38:48.95,"[1.1051602450601723, 1.293621980098101]","[1.5670651577299874, 1.6145532880735851]","[2.029771984306883, 1.9370025726411366]","[0.5453546644964545, 0.2997148132544071]","[0.9034952836591015, 0.5526556764201696]","[0.6955090546813995, 0.5705282001711556]","[1.5670651577299874, 1.6145532880735851]"
H08S2,2005-04-20T21:18:34.68,2005-12-30T20:00:30.66,"[1.2827564073850697, 1.463639200876247]","[1.7372436172533907, 1.782414482388011]","[2.199685467233776, 2.0985359913779]","[0.40476505557438064, 0.3267353300970989]","[0.8291887731187001, 0.6246371000926918]","[0.6818731908279138, 0.6645411021214581]","[1.7372436172533907, 1.782414482388011]"
H08S2,2005-04-20T21:18:34.68,2008-10-11T12:32:29.98,"[-1.2342534305892074, -1.0641027876477989]","[-0.763485864155721, -0.7346287546632383]","[-0.3007154196051161, -0.4062481551654515]","[0.5444273092734723, 0.42790766651877976]","[0.8982413098924931, 0.5647621220538366]","[0.6730005049874279, 0.48573914953559244]","[-0.763485864155721, -0.7346287546632383]"
H08S2,2005-04-20T21:18:34.68,2015-01-14T22:08:30.64,"[0.242320258012052, 0.44692876227864625]","[0.710702028951049, 0.7669186277815434]","[1.1753292652381282, 1.0873078643993586]","[0.5344849487362185, 0.2995824247534668]","[0.9143773299515788, 0.5809247704805566]","[0.7154721495717971, 0.6168547348009771]","[0.710702028951049, 0.7669186277815434]"
H08S2,2005-04-21T00:13:52.24,2005-06-07T16:29:35.13,"[-1.0799819894571079, -0.9573008623279767]","[-0.6324906437986607, -0.6403952264552283]","[-0.18302363879544012, -0.3232603016492549]","[0.629450477458183, 0.5760163523969178]","[0.9459569122483305, 0.7430507414530025]","[0.5356115388910876, 0.5802213522176249]","[-0.6324906437986607, -0.6403952264552283]"
H08S2,2005-04-21T00:13:52.24,2006-02-02T16:01:47.65,"[-2.136776897652042, -1.9906123317954632]","[-1.6943620091865648, -1.6628294211730863]","[-1.2458760342687185, -1.338324682330932]","[0.36464523456591713, 0.4652186286299871]","[0.8278975368587367, 0.7205168772809066]","[0.7301570888099725, 0.6616967915291431]","[-1.6943620091865648, -1.6628294211730863]"
H08S2,2005-04-21T04:25:53.14,2014-03-18T10:15:55.56,"[0.23003977431606112, 0.3884858696540688]","[0.6683126272749946, 0.7042003454043239]","[1.1022684216332501, 1.0279183574152877]","[0.6640896077798301, 0.5459234186341007]","[0.9025670125949823, 0.779734917505144]","[0.6815149475194353, 0.7308722167976816]","[0.6683126272749946, 0.7042003454043239]"
H08S2,2005-04-21T05:10:38.99,2005-10-22T15:33:13.6,"[-0.27243442151031666, -0.105172321662244]","[0.17698552083808233, 0.20786090286054465]","[0.6222534251634027, 0.5283730015192298]","[0.7376503565751887, 0.4561882912303029]","[0.9213965377291177, 0.6529412742115808]","[0.7079074825617029, 0.5909024468345407]","[0.17698552083808233, 0.20786090286054465]"
H08S2,2005-04-21T10:30:11.5,2005-06-07T09:30:56.04,"[-1.4843459300563757, -1.37551386450505]","[-1.045451624958196, -1.0409048572804456]","[-0.60915766462114, -0.7026282254187345]","[0.7645232932773528, 0.49123861466685786]","[0.9612153777677162, 0.6829240317906913]","[0.6914447622732681, 0.5236102412866172]","[-1.045451624958196, -1.0409048572804456]"
H08S2,2005-04-21T10:30:11.5,2005-10-23T19:55:39.51,"[-1.3499178881211042, -1.2570795979054956]","[-0.9125764156534026, -0.9299385890945312]","[-0.47498639503891404, -0.6031465180709047]","[0.7747206181451489, 0.7767440665876827]","[0.9520806468250944, 0.9132594898428643]","[0.6712684850196002, 0.6180331791615126]","[-0.9125764156534026, -0.9299385890945312]"
H08S2,2005-04-21T22:07:04.17,2005-05-22T06:43:14.23,"[-0.9921714604008147, -0.8675806742614797]","[-0.5535272145145854, -0.5521072971739874]","[-0.11358555609801639, -0.23608588544999543]","[0.7382583332286008, 0.5828908500965111]","[0.956109015602723, 0.830964010835774]","[0.7056998671036936, 0.6734100715242921]","[-0.5535272145145854, -0.5521072971739874]"
H08S2,2005-04-21T22:07:04.17,2005-07-02T11:04:30.28,"[0.8762766491036343, 1.0175644530204917]","[1.3160968871608358, 1.3319641318117275]","[1.7540327684524055, 1.6493866276866576]","[0.5651196043938427, 0.6260922965366026]","[0.8899169071258847, 0.800574099305825]","[0.7617562881778882, 0.5654183202796779]","[1.3160968871608358, 1.3319641318117275]"
H08S2,2005-04-21T22:07:04.17,2005-11-18T17:11:09.55,"[-1.422814431545918, -1.3086213312186237]","[-0.9814823630423197, -0.9936673619834346]","[-0.5341928813869774, -0.6787315609488006]","[0.7432207639320791, 0.3894829635721677]","[0.8226243371970873, 0.6220250466942169]","[0.5178924524874619, 0.5657790020057529]","[-0.9814823630423197, -0.9936673619834346]"
H08S2,2005-04-21T22:07:04.17,2006-01-31T13:19:23.5,"[0.15447219030546588, 0.3112856897899988]","[0.5859823603981907, 0.6229456945450944]","[1.0194011421822484, 0.9393008270152369]","[0.572117143630932, 0.5008046610307433]","[0.8825918396638293, 0.835000356974469]","[0.7797927117579089, 0.7609018830552554]","[0.5859823603981907, 0.6229456945450944]"
H08S2,2005-04-21T22:07:04.17,2006-08-01T21:56:36.16,"[-1.392122327944358, -1.253695339781727]","[-0.9524242601625268, -0.9391369766022821]","[-0.5119630956308826, -0.6234308602891435]","[0.6503066507503101, 0.5765199281133907]","[0.9241626708853916, 0.8409351277234485]","[0.713837390184252, 0.6695450017197163]","[-0.9524242601625268, -0.9391369766022821]"
H08S2,2005-04-21T22:07:04.17,2008-09-02T12:14:26.22,"[-1.3310526689064275, -1.1913778238485222]","[-0.8881119459547907, -0.8728924360174733]","[-0.45107448385244353, -0.5403462208963633]","[0.6267593395670396, 0.47650518894180116]","[0.899251801532088, 0.5770191312326926]","[0.7101747628725729, 0.3333924984707452]","[-0.8881119459547907, -0.8728924360174733]"
H08S2,2005-04-21T22:07:04.17,2016-11-21T20:54:24.69,"[0.07560620941385567, 0.1706737993318648]","[0.5063111825165181, 0.4831055240191523]","[0.9387809226773153, 0.7929461199935863]","[0.7568361071255724, 0.6086382080694624]","[0.8816401618138313, 0.7821351648601124]","[0.6115587793517632, 0.578480314980152]","[0.5063111825165181, 0.4831055240191523]"
H08S2,2005-04-22T03:14:34.11,2005-10-30T21:37:46.11,"[-1.1453354399101554, -1.0635139443172996]","[-0.724123717676857, -0.746974699949254]","[-0.3075877783987025, -0.42982192814695114]","[0.5503069899617278, 0.6924520606917846]","[0.7513854847334465, 0.7581472426748059]","[0.3248616435637748, 0.5530116912731388]","[-0.724123717676857, -0.746974699949254]"
H08S2,2005-04-22T07:30:51.62,2008-04-04T08:28:57.61,"[-0.09105969807476434, 0.00915933990771807]","[0.3456238945496282, 0.3344654670634403]","[0.7902897622097876, 0.6610417911712988]","[0.5490035458037669, 0.5250145195549346]","[0.8196132411936113, 0.6373184402360318]","[0.5455279389880756, 0.5276035196780692]","[0.3456238945496282, 0.3344654670634403]"
H08S2,2005-04-22T07:30:51.62,2009-10-29T16:44:56.19,"[-0.4533664475134939, -0.3048959259049118]","[-0.007388638467186757, 0.021517665867438914]","[0.43312631324401857, 0.35279345304674736]","[0.4945526792881625, 0.42817070984631345]","[0.8225187626354653, 0.5794519214808833]","[0.6054726801353543, 0.5696949290411129]","[-0.007388638467186757, 0.021517665867438914]"
H08S2,2005-04-23T03:01:31.37,2005-05-20T05:31:00.92,"[-1.4952249672733235, -1.4202609919331612]","[-1.0608209253691916, -1.0906602513647143]","[-0.6245640442517351, -0.7678953953386727]","[0.6744786024747029, 0.7581807796373607]","[0.9214340827338785, 0.8260694065853021]","[0.6341018683841771, 0.4907695509436266]","[-1.0608209253691916, -1.0906602513647143]"
H08S2,2005-04-23T03:01:31.37,2005-07-08T16:31:04.75,"[-0.12339819711778227, 0.0015438480819218946]","[0.3128767596835312, 0.3328185126981419]","[0.7500249883196771, 0.6647190889042739]","[0.5896679893612494, 0.5254638906593332]","[0.928622287264103, 0.8458348335705631]","[0.7053793950557978, 0.7342368147232514]","[0.3128767596835312, 0.3328185126981419]"
H08S2,2005-04-23T03:01:31.37,2005-12-13T16:03:41.64,"[4.318828423075585, 4.4128925845896605]","[4.753228289703951, 4.745154899160186]","[5.188579038704772, 5.075769521004156]","[0.6660095485838043, 0.6655113816916821]","[0.9383813133132045, 0.8694611127321878]","[0.6426208690251346, 0.6327339661894618]","[4.753228289703951, 4.745154899160186]"
H08S2,2005-04-23T03:01:31.37,2006-02-26T11:35:31.89,"[-0.36757219470252556, -0.23136435776304481]","[0.06532151664885111, 0.11068108178990824]","[0.5014998936065869, 0.4476284580253579]","[0.5054873842236509, 0.2736781235647032]","[0.867944182365837, 0.6742654579075463]","[0.7048672177310933, 0.7641800812549626]","[0.06532151664885111, 0.11068108178990824]"
H08S2,2005-04-23T03:01:31.37,2009-12-07T16:05:36.26,"[-1.0476438305403357, -0.9627942114465994]","[-0.6179799193984389, -0.63071873628816]","[-0.17987516448546934, -0.30489567775932697]","[0.6045647125646477, 0.5839299544995126]","[0.8988420130128711, 0.7492557959592281]","[0.6501719033511759, 0.5904460758146045]","[-0.6179799193984389, -0.63071873628816]"
