station,event1,event2,Δτl,Δτc,Δτr,ccl,ccc,ccr,Δτ
II.DGAR.00.BHZ,2004-12-27T00:15:39.37,2008-09-29T20:21:36.91,"[-2.621444054593487, -2.5059496112380044]","[-2.162649184906681, -2.1822632579125325]","[-1.7106116803569058, -1.8543547533705935]","[0.6449073946091897, 0.4995153518792079]","[0.8087438766026318, 0.6113054969710341]","[0.4178542527821286, 0.3653075132578987]","[-2.162649184906681, -2.1822632579125325]"
II.DGAR.00.BHZ,2004-12-27T13:34:25.06,2009-02-07T12:51:07.44,"[-0.918037607329392, -0.7735072661341358]","[-0.4476126516671458, -0.42259434715872846]","[0.023403686717176936, -0.07755583541726008]","[0.7861240026476112, 0.3061669440732808]","[0.8699272548159847, 0.6932520526188597]","[0.7987694009227129, 0.6194899855124147]","[-0.4476126516671458, -0.42259434715872846]"
II.DGAR.00.BHZ,2004-12-27T13:34:25.06,2012-07-18T05:00:19.21,"[-1.0451733054094077, -0.9485566974205821]","[-0.5804843373495856, -0.5993273774584464]","[-0.11201589775691556, -0.25126967495040686]","[0.6962521687084725, 0.5172201015369882]","[0.7590826935868504, 0.6419629032163678]","[0.6756773912763757, 0.3810092472639776]","[-0.5804843373495856, -0.5993273774584464]"
II.DGAR.00.BHZ,2004-12-27T13:34:25.06,2015-08-28T15:29:24.86,"[-0.7826612235569923, -0.7214833910120789]","[-0.31226160896274546, -0.3739566978747664]","[0.1639630159641936, -0.03917147152942657]","[0.7871082241964654, 0.535458164394879]","[0.8100623506007534, 0.5716573670528547]","[0.7011609844932865, 0.23379218431858118]","[-0.31226160896274546, -0.3739566978747664]"
II.DGAR.00.BHZ,2004-12-31T21:22:02.46,2005-01-07T16:57:10.94,"[-4.8248831179994704, -4.734661894217998]","[-4.3733394910159085, -4.395750101511187]","[-3.920348860565133, -4.06066842132614]","[0.5557735974993215, 0.7139732005869306]","[0.6568701840095073, 0.7921297864239586]","[0.47630065125406323, 0.5779870446914694]","[-4.3733394910159085, -4.395750101511187]"
II.DGAR.00.BHZ,2004-12-31T21:22:02.46,2005-05-12T15:03:44.95,"[-2.9184887191090843, -2.8541743361374956]","[-2.4810953863471648, -2.5210167430490613]","[-2.041702729256824, -2.186989173074768]","[0.6965043721440125, 0.7931964018098975]","[0.7884487436083469, 0.7914163792297867]","[0.45566907971286963, 0.5796705151522207]","[-2.4810953863471648, -2.5210167430490613]"
II.DGAR.00.BHZ,2004-12-31T21:22:02.46,2006-12-05T09:45:24.31,"[-2.7948962363892775, -2.7137916788827066]","[-2.3535219861460193, -2.376211424197785]","[-1.9050551742043558, -2.037966319379466]","[0.6179753988813006, 0.7037347650043871]","[0.8131028681147828, 0.7468821166189957]","[0.6027802604337359, 0.5609336087186467]","[-2.3535219861460193, -2.376211424197785]"
II.DGAR.00.BHZ,2004-12-31T21:22:02.46,2011-12-07T12:04:22.57,"[-4.3344456885380405, -4.261526687047291]","[-3.89379439407643, -3.9201844013164626]","[-3.443458725950942, -3.580688505472332]","[0.6263785920591006, 0.6161920556500552]","[0.7333046414291311, 0.6872914705430362]","[0.5392144616332425, 0.5079041296727677]","[-3.89379439407643, -3.9201844013164626]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2005-01-07T15:54:21.75,"[0.087898757521767, 0.20833173043724784]","[0.545658744349663, 0.5356208624298487]","[0.9968931847764971, 0.8657688450369848]","[0.5326112352920036, 0.7938607337014543]","[0.6253976540333989, 0.9017019974542168]","[0.45859417759540694, 0.7786722375373892]","[0.545658744349663, 0.5356208624298487]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2005-01-24T03:49:01.0,"[-3.7045973516914934, -3.5741151603555146]","[-3.2480263207613946, -3.2394713441318452]","[-2.793279678941072, -2.9082033853332465]","[0.665835187176725, 0.7522383384346739]","[0.8588745281576724, 0.8935974419437971]","[0.7172123508945351, 0.7965247622100058]","[-3.2480263207613946, -3.2394713441318452]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2005-03-01T03:45:32.99,"[-5.216989926801049, -5.106821925474957]","[-4.758025434543646, -4.772193313123939]","[-4.296377747535879, -4.439628969519254]","[0.7535997121364512, 0.7558627844074108]","[0.8864583893922654, 0.866668904857291]","[0.6963642427568754, 0.7404382250198492]","[-4.758025434543646, -4.772193313123939]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2005-06-21T06:48:41.09,"[-3.327400403601582, -3.2559841084147125]","[-2.865039630063417, -2.927304975473693]","[-2.3875042039769685, -2.601640569016759]","[0.6008239417177669, 0.7625605830731947]","[0.6963505866651254, 0.738973240064198]","[0.5613951074211965, 0.5466188256794035]","[-2.865039630063417, -2.927304975473693]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2006-11-16T03:14:27.78,"[-4.982074756322257, -4.867861642974243]","[-4.522028533076515, -4.538317210626947]","[-4.063327778060304, -4.210500232646767]","[0.6512745067136444, 0.689860021369315]","[0.8022196987620281, 0.7539806822184961]","[0.6662325003671173, 0.6641705367276066]","[-4.522028533076515, -4.538317210626947]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2008-12-05T13:51:48.93,"[-5.176716245679666, -5.0759488898395295]","[-4.719905957397358, -4.74523862540918]","[-4.25545140941779, -4.415906165170261]","[0.7475007694498799, 0.7525361933026219]","[0.8457174059542191, 0.8260941875873392]","[0.6512311399073115, 0.6991870955331752]","[-4.719905957397358, -4.74523862540918]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2011-11-27T04:17:49.61,"[-4.6094318088037785, -4.480232276157168]","[-4.15068020234012, -4.146467078706686]","[-3.6951112258705967, -3.816905990526229]","[0.6277331812272394, 0.6891279990492316]","[0.8133150177971479, 0.7981510216114653]","[0.6929888226803452, 0.717463041814805]","[-4.15068020234012, -4.146467078706686]"
II.DGAR.00.BHZ,2004-12-31T22:22:27.77,2014-04-13T05:48:06.84,"[-4.797086854455676, -4.715068552138317]","[-4.340792159558824, -4.388124582074504]","[-3.8783649708364667, -4.061384219083372]","[0.727469720416622, 0.7819465982761299]","[0.7940013215428482, 0.8107212840004888]","[0.6215480661369776, 0.6689848663559096]","[-4.340792159558824, -4.388124582074504]"
II.DGAR.00.BHZ,2005-01-02T16:01:24.76,2006-03-11T16:22:10.12,"[0.11607935978375093, 0.228730369415733]","[0.5852009379803425, 0.5621942343283733]","[1.0588407802126392, 0.8963629503302251]","[0.671207363101557, 0.5562617063041652]","[0.7639735995296835, 0.674848566243471]","[0.5277797603981111, 0.514840850570302]","[0.5852009379803425, 0.5621942343283733]"
II.DGAR.00.BHZ,2005-01-02T16:01:24.76,2010-04-04T12:43:14.02,"[0.23337807722794127, 0.31190079003802174]","[0.7062301418986624, 0.6508959826646934]","[1.191256666413889, 0.9965713258394293]","[0.6403821781309573, 0.4605734252287045]","[0.6188595997714463, 0.5042471205836009]","[0.3692418231776176, 0.3364725765612479]","[0.7062301418986624, 0.6508959826646934]"
II.DGAR.00.BHZ,2005-01-02T16:01:24.76,2015-12-20T02:48:01.91,"[0.11589826457086883, 0.25159261278743816]","[0.5811355722742106, 0.5820731568187991]","[1.0474677611252092, 0.923647924087623]","[0.6415315778861884, 0.41873329915674173]","[0.7579302808615792, 0.6011993925239424]","[0.5195856550062674, 0.43789406398283415]","[0.5811355722742106, 0.5820731568187991]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2005-01-24T03:49:01.0,"[-4.250403419096592, -4.107956199956984]","[-3.7912304493003655, -3.776471623957311]","[-3.3370773418661743, -3.4460196777544736]","[0.5341453544351504, 0.7515100044820071]","[0.7038662253893788, 0.884152549482731]","[0.5712683241518197, 0.8363088548989801]","[-3.7912304493003655, -3.776471623957311]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2005-03-01T03:45:32.99,"[-5.758031345254848, -5.642015925334551]","[-5.298067728445859, -5.307839017165957]","[-4.836257679510659, -4.977069681048265]","[0.6616568211028667, 0.7484681270671475]","[0.7756859585734422, 0.8432976432704598]","[0.5990536886357596, 0.772474951672311]","[-5.298067728445859, -5.307839017165957]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2006-11-16T03:14:27.78,"[-5.523717361497655, -5.401399355249113]","[-5.062045496884178, -5.071912112484513]","[-4.601955309227356, -4.74316585397248]","[0.5003647506135144, 0.6699578651727974]","[0.6692121725368155, 0.7382568117325864]","[0.5870985888931872, 0.6563744292339893]","[-5.062045496884178, -5.071912112484513]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2008-12-05T13:51:48.93,"[-5.717188199098266, -5.6090836249732385]","[-5.259631570525677, -5.27812662378327]","[-4.7982033689429935, -4.949546224664759]","[0.6358563664499449, 0.7534023222660701]","[0.7595142979972123, 0.8109243001498241]","[0.5775904199857673, 0.7276464443110036]","[-5.259631570525677, -5.27812662378327]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2011-11-27T04:17:49.61,"[-5.157218037004354, -5.012926532249194]","[-4.694905188844484, -4.6793237395084635]","[-4.237002518068677, -4.351160480353695]","[0.4552192370602099, 0.6626450761838393]","[0.6439339089601421, 0.7604232235150982]","[0.5612545032595551, 0.7323142234496224]","[-4.694905188844484, -4.6793237395084635]"
II.DGAR.00.BHZ,2005-01-07T15:54:21.75,2014-04-13T05:48:06.84,"[-5.340768539022759, -5.2492645396384745]","[-4.886499941043256, -4.920437978945445]","[-4.425075523395783, -4.595212160172075]","[0.5837719477111567, 0.7722423128123154]","[0.676889088102083, 0.8372577704716337]","[0.5494662918368509, 0.7071923447530368]","[-4.886499941043256, -4.920437978945445]"
II.DGAR.00.BHZ,2005-01-07T16:57:10.94,2005-05-12T15:03:44.95,"[1.4355606387378503, 1.529275281195606]","[1.8795833632009564, 1.8673673549990317]","[2.3234142826780038, 2.2081216245481956]","[0.5496971695542823, 0.6860386727588237]","[0.683142938870283, 0.7656677578764068]","[0.4622824787614215, 0.5843359383163307]","[1.8795833632009564, 1.8673673549990317]"
II.DGAR.00.BHZ,2005-01-07T16:57:10.94,2006-12-05T09:45:24.31,"[1.5569248082916045, 1.6679349168547588]","[2.0028122370350894, 2.0121585691152903]","[2.4521508750825776, 2.3610574459580227]","[0.4213614936058755, 0.5404877558597003]","[0.6136129516444082, 0.6472647601601652]","[0.5594184748259867, 0.5102413084825784]","[2.0028122370350894, 2.0121585691152903]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-01-22T11:39:44.54,"[0.8531930027380986, 0.9893136385444018]","[1.3202074608521959, 1.3302012413399318]","[1.7869446085688756, 1.665342234555859]","[0.7937471499535051, 0.43963443868831326]","[0.914238982417738, 0.7747635440818899]","[0.7959330714908085, 0.603967812515562]","[1.3202074608521959, 1.3302012413399318]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-02-06T07:34:32.23,"[-0.5417796283410957, -0.44667825232029357]","[-0.07131510985838845, -0.08147346104122212]","[0.39945064230300004, 0.27061146107633205]","[0.7890719724724866, 0.3904001338228308]","[0.8609428322642558, 0.5432545417645211]","[0.7250479620283706, 0.3595537446489372]","[-0.07131510985838845, -0.08147346104122212]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-03-15T21:34:04.83,"[-0.8563603587056999, -0.6527569979276878]","[-0.382801094410923, -0.3070113430057459]","[0.08530817109760072, 0.036241701749638165]","[0.7369635452161927, 0.18029360028221433]","[0.9197702089705319, 0.6899011233105906]","[0.9376316810170948, 0.8044324722393023]","[0.08530817109760072, 0.036241701749638165]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-05-17T03:35:58.85,"[-1.4190484444435862, -1.3315425269261856]","[-0.9482238397831388, -0.9804075466136198]","[-0.47363804978390817, -0.6417934081388944]","[0.8578235681974192, 0.47959329643049714]","[0.8821282479692076, 0.64399582321571]","[0.7247055754053369, 0.35611071854426096]","[-0.9482238397831388, -0.9804075466136198]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-07-04T15:16:27.9,"[-1.2359862953095477, -1.1487200843689922]","[-0.7674478472201918, -0.7934458535137641]","[-0.293680632567554, -0.4520050609130259]","[0.7267772370658268, 0.38206229193228536]","[0.7964404262013441, 0.5932817745586146]","[0.6706814719583007, 0.40134860001719497]","[-0.7674478472201918, -0.7934458535137641]"
II.DGAR.00.BHZ,2005-01-08T04:40:36.44,2005-12-11T00:42:12.01,"[-0.41407003970331974, -0.3012971978949408]","[0.05777238026341576, 0.042402891665625324]","[0.5263628684194394, 0.3794553866906366]","[0.7314258458209428, 0.4361771303152696]","[0.8107183737787587, 0.603939270038182]","[0.6757837374722158, 0.3355584846433009]","[0.05777238026341576, 0.042402891665625324]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2005-04-02T17:40:48.14,"[0.7980889722293918, 0.8724442037994325]","[1.2553887909778505, 1.2052224547465764]","[1.7189658298972978, 1.5363587751457668]","[0.6848843859627104, 0.6550535974036286]","[0.7503713730567028, 0.7332477266656353]","[0.4405883546978782, 0.4736885975960305]","[1.2553887909778505, 1.2052224547465764]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2005-07-13T09:39:57.05,"[3.448649945621774, 3.5727110992514923]","[3.9119505280558764, 3.904170369344901]","[4.3685756401375615, 4.241014037353926]","[0.5027099712991628, 0.5535960904396837]","[0.6191887577222659, 0.6177977492226904]","[0.4819389703945767, 0.4304960860272617]","[3.9119505280558764, 3.904170369344901]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2005-12-27T01:54:36.44,"[-0.7358254362663008, -0.6069933856321453]","[-0.26794712817164607, -0.28147785624733346]","[0.19554587967329012, 0.04832555615591604]","[0.5678658775135638, 0.7190448301131186]","[0.7795849726780312, 0.7716857464597419]","[0.5455498054088649, 0.5485169036539803]","[-0.26794712817164607, -0.28147785624733346]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2008-04-10T03:14:29.99,"[-0.8661393379810609, -0.6743147753577455]","[-0.40996722698398563, -0.3535590724329025]","[0.04699903658590675, -0.026580032969359776]","[0.4715109888315991, 0.42574660873043174]","[0.7755610869731261, 0.6982341383251482]","[0.746331205250328, 0.659552232611144]","[0.04699903658590675, -0.026580032969359776]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2010-01-16T01:39:19.59,"[-0.8280704036942688, -0.7396500857078989]","[-0.3727233082167757, -0.40495847342184405]","[0.087901799629467, -0.07122576013074343]","[0.6305760389488735, 0.6236369299056552]","[0.7675085771973263, 0.6906410148403958]","[0.4713920918263367, 0.4960863212693178]","[-0.3727233082167757, -0.40495847342184405]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2010-10-10T14:56:30.01,"[-0.44421181293665296, -0.3422497172107747]","[0.014739446180762542, -0.010110573060875818]","[0.475686256924465, 0.32988151298383506]","[0.6352957400987992, 0.6664739290780863]","[0.8048149370038999, 0.6789195882420141]","[0.5094140169313127, 0.4264724206308898]","[0.014739446180762542, -0.010110573060875818]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2011-07-21T00:50:56.74,"[-0.28355451622247924, -0.16083113440320126]","[0.17419194137256996, 0.1653213728318975]","[0.6310032244156397, 0.4956272989753525]","[0.5340775617064306, 0.637408324671823]","[0.7113941982500562, 0.7647565482995398]","[0.5403310337116559, 0.574031122664049]","[0.17419194137256996, 0.1653213728318975]"
II.DGAR.00.BHZ,2005-01-11T07:45:16.24,2012-08-07T02:26:28.13,"[-0.2550490089599138, -0.19582551380211277]","[0.20345744577885183, 0.1430036949816098]","[0.6793554664550592, 0.4816800855443337]","[0.637625254037966, 0.6141899757524607]","[0.7104144018096918, 0.6317046038202916]","[0.3694879838263195, 0.39387571600882665]","[0.20345744577885183, 0.1430036949816098]"
II.DGAR.00.BHZ,2005-01-11T08:31:30.46,2005-05-04T11:57:06.75,"[0.09720142246200833, 0.17495072281557492]","[0.5712604948347644, 0.5262672437623798]","[1.0320215664416605, 0.8824852532917292]","[0.6470997582538103, 0.5695398474071491]","[0.655556325153872, 0.657853796822895]","[0.22148732648064318, 0.4036248269133888]","[0.5712604948347644, 0.5262672437623798]"
II.DGAR.00.BHZ,2005-01-11T08:31:30.46,2005-11-29T14:45:29.63,"[-1.0184411357698098, -0.9392285945757299]","[-0.5472569182360658, -0.5870769314107422]","[-0.07484002073707675, -0.22957555041527802]","[0.5382020316994732, 0.623441173665679]","[0.6648106311437147, 0.6427127143188235]","[0.35870500385439574, 0.4152692180384313]","[-0.5472569182360658, -0.5870769314107422]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2005-02-27T17:42:43.46,"[1.4188606434473683, 1.5012075451537275]","[1.8548104288124987, 1.8519170100060183]","[2.2849195906243325, 2.2075630671253617]","[0.583836032741702, 0.6003047095649303]","[0.7748181651782572, 0.6873814022722764]","[0.5508722419881373, 0.5134689937166043]","[1.8548104288124987, 1.8519170100060183]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2005-06-06T07:11:14.66,"[-0.9848860939196832, -0.9118391462997751]","[-0.5424827313575213, -0.5638563949937425]","[-0.10723939442731767, -0.20220793750916002]","[0.4620601784675019, 0.7318181617028131]","[0.6695805213199151, 0.7145843874003321]","[0.4184358830076412, 0.40033479941084993]","[-0.5424827313575213, -0.5638563949937425]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2009-01-14T22:46:09.61,"[-0.7425999591183476, -0.6262228961712025]","[-0.2913895078618895, -0.26821179983764065]","[0.15118426412690933, 0.08866059257758242]","[0.4344868864330968, 0.45664054237026674]","[0.6680332044583953, 0.6447860715222881]","[0.5496494854552016, 0.557539812065406]","[-0.2913895078618895, -0.26821179983764065]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2010-04-26T12:02:34.02,"[-0.1767698218013172, -0.1292478911237995]","[0.25572332672936166, 0.21989924290084062]","[0.6771519276203362, 0.5865401223380668]","[0.5586051121193127, 0.657428911278029]","[0.6021860476171745, 0.6098626080834008]","[0.38092607153569635, 0.34951772705666817]","[0.25572332672936166, 0.21989924290084062]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2011-12-02T08:07:39.7,"[-0.0832465768762397, -0.01257288703507235]","[0.35477869068156753, 0.3418675511303421]","[0.7913261293228598, 0.7162449579738649]","[0.4876830971587193, 0.5396251170928948]","[0.6921645199611833, 0.5353371997535656]","[0.45211917388258555, 0.36573572866935994]","[0.35477869068156753, 0.3418675511303421]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2012-10-31T09:56:27.4,"[-0.07000796097593398, 0.008400598231748102]","[0.3689226716228462, 0.3606549245647779]","[0.7992319604981171, 0.7216245639055832]","[0.531786622705524, 0.5796905704192128]","[0.6801585315525193, 0.613684491959709]","[0.4772618840975584, 0.45476694796513734]","[0.3689226716228462, 0.3606549245647779]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2014-01-31T19:19:45.67,"[0.2833374959094055, 0.3397552940886652]","[0.7105620135740875, 0.6935059553601033]","[1.1426767032138723, 1.0531260432687866]","[0.4646322249804171, 0.6408788420602918]","[0.6308013540055211, 0.6666317054962485]","[0.411597844674761, 0.4625224753617629]","[0.7105620135740875, 0.6935059553601033]"
II.DGAR.00.BHZ,2005-01-12T14:36:12.11,2017-12-25T03:38:12.41,"[-0.05557331039565716, 0.0344835768181917]","[0.38219517878256637, 0.3854087402777764]","[0.81990848433355, 0.7439688881365312]","[0.5047024096600315, 0.5262801313712706]","[0.7402978532302101, 0.6532233494733726]","[0.5204571572745706, 0.49145625912944296]","[0.38219517878256637, 0.3854087402777764]"
II.DGAR.00.BHZ,2005-01-21T09:12:18.13,2012-06-19T13:00:35.37,"[-2.250515471028678, -2.1999676167325903]","[-1.7841917137804382, -1.870064407161598]","[-1.3119681645933705, -1.55116731153205]","[0.6615479472961475, 0.6606178931154545]","[0.6634254148036678, 0.6052398718994848]","[0.2988872955786436, 0.3024514477130862]","[-1.7841917137804382, -1.870064407161598]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-02-06T07:34:32.23,"[-1.8607961654661578, -1.7490676426467475]","[-1.397975585446385, -1.401335413498045]","[-0.9346930937064545, -1.0617688196392432]","[0.8181019506479331, 0.49442180910526756]","[0.9333726868627611, 0.7572339461318897]","[0.7549038621274836, 0.5722925319557122]","[-1.397975585446385, -1.401335413498045]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-03-15T21:34:04.83,"[-1.6991209172063138, -1.6344328485406414]","[-1.2378185323368485, -1.290542135325365]","[-0.7670143371823166, -0.9421369116248659]","[0.8609112412814061, 0.6416821922104322]","[0.875755902849274, 0.6816048437790548]","[0.6672795627729036, 0.28368116376921154]","[-1.2378185323368485, -1.290542135325365]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-05-17T03:35:58.85,"[-2.729911399178137, -2.6457824293574563]","[-2.265765841043265, -2.307271806418672]","[-1.7979925949770537, -1.9761085964538472]","[0.8153705640052774, 0.688628632509347]","[0.8844864045967094, 0.7930115065761701]","[0.7049819483267478, 0.4049022817060715]","[-2.265765841043265, -2.307271806418672]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-07-04T15:16:27.9,"[-2.560974637695372, -2.454897153455413]","[-2.099712055864628, -2.117743927108388]","[-1.6312202236893654, -1.7837138441147715]","[0.7718623184195557, 0.6023635239179884]","[0.880360772739058, 0.8294012984047636]","[0.7051527697973992, 0.5346538936265269]","[-2.099712055864628, -2.117743927108388]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-09-28T14:36:47.64,"[-4.730754496655289, -4.620670301931733]","[-4.2661706532498656, -4.290025879949636]","[-3.7948362340463797, -3.9561737492664046]","[0.7294774404049933, 0.5614991269177885]","[0.7761477994300922, 0.7872463578830645]","[0.5956431978772905, 0.5706644651241655]","[-4.2661706532498656, -4.290025879949636]"
II.DGAR.00.BHZ,2005-01-22T11:39:44.54,2005-12-11T00:42:12.01,"[-1.7206078368834719, -1.6173402460618123]","[-1.2590303132437952, -1.2807631240502309]","[-0.798223903475543, -0.9531009485815877]","[0.7329737483323009, 0.6527257262764843]","[0.8607888531565155, 0.7741221475252456]","[0.7013280882315059, 0.45844380331482887]","[-1.2590303132437952, -1.2807631240502309]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2005-03-01T03:45:32.99,"[-1.9675897071837445, -1.8647618048447974]","[-1.5070894836972069, -1.529408923162359]","[-1.0415857165412366, -1.1928128137413276]","[0.8171862189310547, 0.7769409774462723]","[0.9203741165230885, 0.8597736127589725]","[0.6932266219599553, 0.7611831273133296]","[-1.5070894836972069, -1.529408923162359]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2005-06-21T06:48:41.09,"[-0.0774686974581152, -0.009493534873835092]","[0.384763254459652, 0.32055438332981784]","[0.8576262864366895, 0.6528034837016568]","[0.629463246218368, 0.695239434510193]","[0.6708080956640883, 0.6703074298500524]","[0.5276169130279624, 0.5211501379302956]","[0.384763254459652, 0.32055438332981784]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2006-11-16T03:14:27.78,"[-1.7323041394334437, -1.6255926304529131]","[-1.2719205641613294, -1.2915744752187022]","[-0.8105419376478927, -0.9635659349751482]","[0.6921704145801427, 0.6935862336605492]","[0.825355493260785, 0.751247470643333]","[0.6908347804854797, 0.6592900830581296]","[-1.2719205641613294, -1.2915744752187022]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2008-12-05T13:51:48.93,"[-1.9276629113087838, -1.830331319768529]","[-1.4688851951391808, -1.498253506867868]","[-1.0027838871194772, -1.164805450183591]","[0.7945096665209339, 0.7241165287919181]","[0.8859433211567116, 0.7917658674944038]","[0.6793426525658885, 0.7137262544046108]","[-1.4688851951391808, -1.498253506867868]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2011-11-27T04:17:49.61,"[-1.3616349027593795, -1.2373372765310056]","[-0.9038646763969014, -0.9042196159942696]","[-0.4446197980698777, -0.5715676025833935]","[0.6756934520234624, 0.6978851584523552]","[0.8438678410015732, 0.8146678135734029]","[0.6914886994018514, 0.7596274648223551]","[-0.9038646763969014, -0.9042196159942696]"
II.DGAR.00.BHZ,2005-01-24T03:49:01.0,2014-04-13T05:48:06.84,"[-1.5498849385712743, -1.4737336965623236]","[-1.0941146109153255, -1.1426401060634321]","[-0.6294291750057044, -0.8148943267470286]","[0.7736931048040515, 0.790175864632196]","[0.8391331178356513, 0.7921229458099226]","[0.6588086236970924, 0.6698193053896849]","[-1.0941146109153255, -1.1426401060634321]"
II.DGAR.00.BHZ,2005-02-04T06:57:07.63,2005-07-28T02:43:58.41,"[-0.06898379609063467, 0.043506686456425164]","[0.37871906926587334, 0.37281371889369064]","[0.8283246427486803, 0.7030546548655606]","[0.703810479281539, 0.5906377483265475]","[0.8973555486643792, 0.7800046271679141]","[0.7519556932882604, 0.5227371243486394]","[0.37871906926587334, 0.37281371889369064]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-03-15T21:34:04.83,"[-0.3064655129311135, -0.22401995904571242]","[0.15797380394812252, 0.13011336490775327]","[0.6309920309532435, 0.49736306243652206]","[0.8261306642459265, 0.5096154337714425]","[0.8929535297278434, 0.6198171806186076]","[0.7301799299403798, 0.37469211286388193]","[0.15797380394812252, 0.13011336490775327]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-05-17T03:35:58.85,"[-1.337115422035759, -1.2513942363882646]","[-0.8700004255834889, -0.9018864537853282]","[-0.39964678277462656, -0.5474433745188034]","[0.7988284511991031, 0.6768490531930633]","[0.9021284258562585, 0.729247169760493]","[0.7511507759493521, 0.3826679945692978]","[-0.8700004255834889, -0.9018864537853282]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-07-04T15:16:27.9,"[-1.1675950392884753, -1.061109110512921]","[-0.703234032134118, -0.7170184469704843]","[-0.23062823513246763, -0.3657554880059121]","[0.7567014513750161, 0.5103120094703917]","[0.860067839212045, 0.6933093035863324]","[0.7096385636893559, 0.46191026791396766]","[-0.703234032134118, -0.7170184469704843]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-09-28T14:36:47.64,"[-3.33982600910368, -3.2399258135680733]","[-2.8696276161251646, -2.8916040887613135]","[-2.394088261788998, -2.538107242560074]","[0.7445628440455688, 0.4128900901209647]","[0.7802209695631059, 0.5864166481346925]","[0.5883186281930257, 0.4630449878049886]","[-2.8696276161251646, -2.8916040887613135]"
II.DGAR.00.BHZ,2005-02-06T07:34:32.23,2005-12-11T00:42:12.01,"[-0.3302105539308892, -0.22189047413326698]","[0.13629771798596804, 0.12250390993182832]","[0.6020695714097987, 0.4650066573446241]","[0.7584414149220255, 0.5794769665392782]","[0.8947538466268602, 0.7183630265748715]","[0.7493408453972261, 0.4405299978215951]","[0.13629771798596804, 0.12250390993182832]"
II.DGAR.00.BHZ,2005-02-09T04:19:00.81,2005-12-29T06:08:56.24,"[0.8670215717068218, 0.9951472188309128]","[1.3171599860793197, 1.3241959521212263]","[1.7624362952123842, 1.656038940412949]","[0.6540712643335572, 0.6815844844291301]","[0.8500449839287463, 0.8323790666438022]","[0.7184753844434839, 0.6358383335688734]","[1.3171599860793197, 1.3241959521212263]"
II.DGAR.00.BHZ,2005-02-13T19:04:50.21,2015-03-19T07:34:42.68,"[-1.4619208389535325, -1.3532281485312312]","[-0.9860914475776431, -1.0000280997098492]","[-0.5172439260502735, -0.6369015782468086]","[0.5529348296101539, 0.40173524928585613]","[0.6004632194314593, 0.5189447098970671]","[0.4370202647527469, 0.2752311290324072]","[-0.9860914475776431, -1.0000280997098492]"
