station,event1,event2,Δτl,Δτc,Δτr,ccl,ccc,ccr,Δτ
II.DGAR.00.BHZ,2005-06-06T07:11:14.66,2012-10-31T09:56:27.4,"[0.47456248020465086, 0.5656470141070244]","[0.9103101632171648, 0.918740016706171]","[1.3443977698755112, 1.270611059115403]","[0.4038859483799158, 0.5586826244819207]","[0.6648417677405531, 0.7699205011731148]","[0.3731729578101921, 0.6900352900892063]","[0.9103101632171648, 0.918740016706171]"
II.DGAR.00.BHZ,2005-06-06T07:11:14.66,2017-12-25T03:38:12.41,"[0.49436763738578127, 0.5933958043420986]","[0.9224103443281415, 0.9465651419772776]","[1.3594127175745196, 1.2941578297654672]","[0.4261101896834323, 0.47472969579614094]","[0.6430888037588306, 0.7903910481996489]","[0.4906590168599499, 0.7768116426451781]","[0.9224103443281415, 0.9465651419772776]"
II.DGAR.00.BHZ,2005-06-06T12:37:27.96,2005-08-10T10:27:35.21,"[3.6611474553688725, 3.811186286454725]","[4.131924417798168, 4.141455263808179]","[4.607553242004844, 4.4624029138428565]","[0.3382392370014935, 0.5211053254864719]","[0.7455752586341501, 0.6220087234573607]","[0.7016631142508217, 0.5117774001655745]","[4.131924417798168, 4.141455263808179]"
II.DGAR.00.BHZ,2005-06-06T12:37:27.96,2005-11-03T22:45:39.68,"[-1.4656097103477599, -1.3180783278607218]","[-0.9814494189209734, -0.9911374067919659]","[-0.4922503578970207, -0.6712151594529651]","[0.36995855318688314, 0.5816153624694355]","[0.6477053920469141, 0.6489601495681186]","[0.5404334849544549, 0.608765107420016]","[-0.9814494189209734, -0.9911374067919659]"
II.DGAR.00.BHZ,2005-06-06T12:37:27.96,2006-01-21T15:17:49.72,"[-0.12533719947797514, -0.05937417890301736]","[0.3644116933931409, 0.2612293324800095]","[0.8574569835543043, 0.8846862445228939]","[0.7249193419476319, 0.7366930375368804]","[0.7507988089950968, 0.6556997651955665]","[0.3446503692379318, 0.33213237667114304]","[-0.12533719947797514, -0.05937417890301736]"
II.DGAR.00.BHZ,2005-06-06T12:37:27.96,2007-07-11T15:17:50.29,"[-1.2268052122396038, -1.0333551672901007]","[-0.7248464450475984, -0.7100122467111516]","[-0.23602049025259247, -0.3882072168719402]","[0.42435284200751666, 0.6595063078026363]","[0.8023763470662685, 0.7884178015599658]","[0.6092877120309239, 0.6749828650677776]","[-0.7248464450475984, -0.7100122467111516]"
II.DGAR.00.BHZ,2005-06-06T12:37:27.96,2009-03-20T13:42:46.76,"[-0.8698606235835377, -0.7493334870809095]","[-0.39569489464697744, -0.4300778130537129]","[0.07424198600436095, -0.1203960722124029]","[0.41735534122386914, 0.48455801319951863]","[0.7578341061368565, 0.5007349921144724]","[0.5809630345426212, 0.3485770664000584]","[-0.39569489464697744, -0.4300778130537129]"
II.DGAR.00.BHZ,2005-06-06T12:37:27.96,2012-07-01T12:51:13.47,"[-1.475498754760908, -1.304145039119164]","[-0.991727864194814, -0.9797813786567908]","[-0.5089660241849558, -0.6503276591685503]","[0.40312600072812027, 0.5254780000443485]","[0.7562817899349711, 0.6073012996010761]","[0.6009025916067808, 0.5278824897622929]","[-0.991727864194814, -0.9797813786567908]"
II.DGAR.00.BHZ,2005-06-07T09:30:56.04,2005-10-23T19:55:39.51,"[-0.2773436927102135, -0.15300739766919313]","[0.18159216216429544, 0.1814831651827499]","[0.6421635890203755, 0.5192507234252651]","[0.6591996169580936, 0.5635281520435985]","[0.7912203027659112, 0.8213080401972592]","[0.697315006198662, 0.45825689839326966]","[0.18159216216429544, 0.1814831651827499]"
II.DGAR.00.BHZ,2005-06-07T09:30:56.04,2017-11-27T15:56:24.61,"[-2.9197220145678155, -2.7206783658391185]","[-2.4481319686524943, -2.3889054702918395]","[-1.9858242400385357, -2.0411231804429217]","[0.4351600073546805, 0.23861180537053903]","[0.6095963434480189, 0.5204205559141365]","[0.5781622551389544, 0.49363191666996714]","[-2.4481319686524943, -2.3889054702918395]"
II.DGAR.00.BHZ,2005-06-07T16:29:35.13,2006-02-02T16:01:47.65,"[-1.472111419535489, -1.3244465299523902]","[-1.0320686822927567, -0.9884771224308613]","[-0.5806785065112541, -0.6448741094060103]","[0.35233319847412725, 0.33118239115035175]","[0.6046273863096157, 0.6068157642459626]","[0.5648898318630882, 0.5370571326110979]","[-1.0320686822927567, -0.9884771224308613]"
II.DGAR.00.BHZ,2005-06-07T17:36:51.55,2009-10-24T02:27:30.03,"[-1.3022737125719765, -1.131030907159302]","[-0.8116984024304519, -0.8124088564006557]","[-0.3161941242163273, -0.494387935639442]","[0.5854061097847717, 0.603951694326571]","[0.8782369065994927, 0.7644694355421732]","[0.7523166186914527, 0.5930155749044135]","[-0.8116984024304519, -0.8124088564006557]"
II.DGAR.00.BHZ,2005-06-08T08:14:21.1,2006-06-02T20:01:22.65,"[-2.0353363966945537, -1.907746705197813]","[-1.563998744895299, -1.5682144505204498]","[-1.0991912998157485, -1.235769994240997]","[0.5516940404809484, 0.47015075653143856]","[0.6466374755268067, 0.6645371817080802]","[0.5107036351602893, 0.5105398027754336]","[-1.563998744895299, -1.5682144505204498]"
II.DGAR.00.BHZ,2005-06-08T08:27:17.33,2005-09-02T01:15:44.32,"[0.046602571853991574, 0.14201745360129508]","[0.5203767212893751, 0.4771053887880112]","[1.005882201014777, 0.8062561824191928]","[0.5757994702991241, 0.5361365265619895]","[0.7488664739657171, 0.5795919449202194]","[0.6370853467845534, 0.41413351807272586]","[0.5203767212893751, 0.4771053887880112]"
II.DGAR.00.BHZ,2005-06-08T08:27:17.33,2005-11-12T20:22:21.28,"[0.3637885515439457, 0.5268454736070199]","[0.8387643642511892, 0.8548523762552038]","[1.3085890249669092, 1.1878726053152204]","[0.6434749455217252, 0.47292002348595613]","[0.8436353012726179, 0.6742071846471369]","[0.6741307461404861, 0.5736765614550671]","[0.8387643642511892, 0.8548523762552038]"
II.DGAR.00.BHZ,2005-06-08T08:27:17.33,2006-05-29T19:32:47.8,"[0.7207982567270457, 0.8689436445449037]","[1.1861304693842631, 1.197731300769642]","[1.6431568450995826, 1.5285980229317615]","[0.5610870635654615, 0.6989855770443145]","[0.782044759944745, 0.8519352785726577]","[0.6431595822702132, 0.7206454883266883]","[1.1861304693842631, 1.197731300769642]"
II.DGAR.00.BHZ,2005-06-10T20:02:07.04,2005-07-10T07:38:48.95,"[0.7695824603755762, 0.9731124053137713]","[1.2608180446584167, 1.310222216872822]","[1.7468941443759296, 1.6515871740687738]","[0.4857449496018775, 0.5317822869548888]","[0.8723819280143386, 0.7457368485046062]","[0.8084821114732947, 0.7064719169543268]","[1.2608180446584167, 1.310222216872822]"
II.DGAR.00.BHZ,2005-06-10T20:02:07.04,2005-09-23T05:18:51.18,"[-1.0161670534083205, -0.8300750684029337]","[-0.5262048117930251, -0.4918120246191919]","[-0.038960210393758604, -0.15230328640586696]","[0.5782979585903439, 0.6307403003467058]","[0.9001294607890911, 0.8083897873837661]","[0.7686276365177309, 0.7201131221731604]","[-0.5262048117930251, -0.4918120246191919]"
II.DGAR.00.BHZ,2005-06-10T20:02:07.04,2006-04-08T06:21:05.62,"[0.44475779504584106, 0.6169646925388621]","[0.9276940787777489, 0.950742723672719]","[1.4147406568835759, 1.29606411123044]","[0.6547572152592869, 0.373538924757324]","[0.8834375761167086, 0.5034862865533434]","[0.7258689417343278, 0.448787124346018]","[0.9276940787777489, 0.950742723672719]"
II.DGAR.00.BHZ,2005-06-10T20:02:07.04,2008-10-11T12:32:29.98,"[-1.543028699745599, -1.3603741756035441]","[-1.049794455645583, -1.0238559246509278]","[-0.5587908682593986, -0.6824059918174619]","[0.5169481413326474, 0.5847065545488798]","[0.8953781733949878, 0.7634705246555957]","[0.7690320384724004, 0.6903541918984067]","[-1.049794455645583, -1.0238559246509278]"
II.DGAR.00.BHZ,2005-06-10T20:02:07.04,2009-09-05T08:19:35.3,"[-1.3949800677024229, -1.2298457394473084]","[-0.9075704410888763, -0.8894304135237625]","[-0.42206628695396964, -0.5473564932676835]","[0.6320197116933605, 0.6016281074636802]","[0.9025219915958902, 0.7672734971738542]","[0.7577434647501616, 0.6626530925042192]","[-0.9075704410888763, -0.8894304135237625]"
II.DGAR.00.BHZ,2005-06-10T20:02:07.04,2012-05-02T08:35:06.98,"[-0.8859165632969683, -0.7268402720727396]","[-0.3958034601288789, -0.38962659726019044]","[0.09488076942945378, -0.04964471935242942]","[0.7070390074035783, 0.473587345432756]","[0.8998481915974178, 0.5806096958451459]","[0.6523380123664038, 0.5133982280851983]","[-0.3958034601288789, -0.38962659726019044]"
II.DGAR.00.BHZ,2005-06-10T20:02:07.04,2015-01-14T22:08:30.64,"[-0.09136257632962574, 0.12823851950324983]","[0.40103681325622453, 0.46354294912176397]","[0.888139872855845, 0.8067389947942649]","[0.5032058029755817, 0.43022989040738574]","[0.8694527319592054, 0.6580075257726598]","[0.8199847790479273, 0.6652049195343048]","[0.40103681325622453, 0.46354294912176397]"
II.DGAR.00.BHZ,2005-06-11T16:16:31.34,2005-07-20T13:29:26.71,"[3.2217409669381802, 3.386458758801402]","[3.672497460764896, 3.7084835342322533]","[4.131234288701868, 4.033408975953891]","[0.47118332241770694, 0.4524058792909367]","[0.6307146740738837, 0.6414067598785298]","[0.591731335583015, 0.629936721546102]","[3.672497460764896, 3.7084835342322533]"
II.DGAR.00.BHZ,2005-06-11T21:20:31.39,2007-01-12T22:49:06.24,"[-2.0150236230632284, -1.7876807738018887]","[-1.5391200969385603, -1.4621719396920707]","[-1.0676666150960172, -1.1264001305167126]","[0.6193335554977889, 0.268253880149726]","[0.8830080981483225, 0.644942485351653]","[0.8565826435313023, 0.7089838743985983]","[-1.5391200969385603, -1.4621719396920707]"
II.DGAR.00.BHZ,2005-06-13T02:26:50.61,2013-05-28T14:24:55.89,"[-0.5657071740748588, -0.458693632831068]","[-0.1279690842764417, -0.12011421522710997]","[0.31019673679026316, 0.21340556949033673]","[0.5439699658483943, 0.3332486028332429]","[0.6300536809894881, 0.6473446104315147]","[0.3753189792989695, 0.6423128960159044]","[-0.1279690842764417, -0.12011421522710997]"
II.DGAR.00.BHZ,2005-06-13T02:26:50.61,2015-12-03T03:15:13.23,"[-0.5330776742805988, -0.4321016922645442]","[-0.09123451927615267, -0.07955053205065976]","[0.3539948752548432, 0.26563955923315175]","[0.5632156668321817, 0.5003067206891085]","[0.8123578852808043, 0.7568602794286279]","[0.6556344198909291, 0.6497801198166612]","[-0.09123451927615267, -0.07955053205065976]"
II.DGAR.00.BHZ,2005-06-16T07:37:54.8,2005-08-04T21:10:26.6,"[-0.5065727873087218, -0.3850915993599717]","[-0.040818845004610485, -0.03350176792175685]","[0.4271955274635696, 0.31192687282647985]","[0.6599608297589922, 0.4047824990133789]","[0.9125694762923506, 0.6208033595340672]","[0.7730228455823699, 0.45253423285222083]","[-0.040818845004610485, -0.03350176792175685]"
II.DGAR.00.BHZ,2005-06-16T07:37:54.8,2006-06-10T23:37:34.88,"[-1.2616086102539623, -1.1278190607542022]","[-0.7891492687138594, -0.7811935285594395]","[-0.32147885400631665, -0.4304362801346702]","[0.7438389732669264, 0.4894741364777063]","[0.9289088456328435, 0.67774658744916]","[0.756918600549711, 0.4444001727003072]","[-0.7891492687138594, -0.7811935285594395]"
II.DGAR.00.BHZ,2005-06-16T07:37:54.8,2018-12-11T12:47:35.01,"[-0.2843591769142585, -0.14343900762137674]","[0.18438258520137918, 0.19499507398636085]","[0.6544470803574172, 0.5345624696900086]","[0.6834470244633724, 0.558927147291958]","[0.9193577810939576, 0.8337126346876408]","[0.8012296266961227, 0.5813737781418872]","[0.18438258520137918, 0.19499507398636085]"
II.DGAR.00.BHZ,2005-06-16T21:15:44.73,2005-11-25T03:06:03.81,"[0.19536630942483052, 0.32085066691340103]","[0.6473060259983308, 0.6498307561961144]","[1.1144018114174623, 0.9724880134515487]","[0.3397987353932506, 0.5050147244201829]","[0.6449021046999451, 0.6179673258892392]","[0.5766425547749393, 0.5294019362899242]","[0.6473060259983308, 0.6498307561961144]"
II.DGAR.00.BHZ,2005-06-16T21:15:44.73,2007-05-04T01:16:01.98,"[-0.07887331185585247, 0.043339048689266246]","[0.3584452145396036, 0.3696956885203374]","[0.8095284686177004, 0.6967275668607721]","[0.4211402565494554, 0.46409011231789965]","[0.6370946065698894, 0.5918912015973404]","[0.5511722654685672, 0.5277566062164599]","[0.3584452145396036, 0.3696956885203374]"
II.DGAR.00.BHZ,2005-06-16T21:15:44.73,2011-11-18T03:46:00.73,"[-0.6373813185280188, -0.48019667671101807]","[-0.19347283345389604, -0.1607215399058398]","[0.26337051987385013, 0.16096179619494297]","[0.3894355632722281, 0.4299564033897438]","[0.6472754632973281, 0.6242596597348258]","[0.5992155087076603, 0.5555425453121278]","[-0.19347283345389604, -0.1607215399058398]"
II.DGAR.00.BHZ,2005-06-18T04:06:50.26,2005-11-27T02:20:36.71,"[-0.7948605975182869, -0.6547945223445946]","[-0.31996395718916393, -0.3316402236295132]","[0.1564170801363784, -0.009680106239912252]","[0.5485837829427015, 0.7945285036809985]","[0.8888883033127658, 0.8961680085048983]","[0.5646079505723243, 0.7758820222143645]","[-0.31996395718916393, -0.3316402236295132]"
II.DGAR.00.BHZ,2005-06-18T04:06:50.26,2006-09-21T00:47:46.03,"[-0.19120504149810919, -0.033810904858653346]","[0.27484825886963743, 0.2966455876094539]","[0.7520461564869954, 0.6269960435525371]","[0.5060109998312426, 0.39231510355787136]","[0.7543525413295226, 0.5428769864098328]","[0.4794449000591393, 0.5870780092756727]","[0.27484825886963743, 0.2966455876094539]"
II.DGAR.00.BHZ,2005-06-18T04:06:50.26,2016-03-31T03:52:47.57,"[-0.4345785719362254, -0.31071958472291716]","[0.04107118443544877, 0.02302076405969289]","[0.5199458154216416, 0.35582755883763184]","[0.48093225293518277, 0.4459557134216363]","[0.6798710419914362, 0.5091207425494503]","[0.4194240206089496, 0.3911163203353641]","[0.04107118443544877, 0.02302076405969289]"
II.DGAR.00.BHZ,2005-06-18T14:43:51.14,2005-07-15T02:23:23.17,"[-0.15232830795332072, 0.0017526904914307029]","[0.3267127903716853, 0.33673547826351086]","[0.8058772721654922, 0.6705933824528031]","[0.4961608871997751, 0.5745796718637982]","[0.7318376199279071, 0.6726273517536202]","[0.5978132522197355, 0.6226656795836918]","[0.3267127903716853, 0.33673547826351086]"
II.DGAR.00.BHZ,2005-06-20T00:48:56.88,2005-10-27T10:50:30.89,"[3.2994283259269017, 3.4089255591018564]","[3.7727275667121813, 3.740926006461096]","[4.247265186563496, 4.055462264194598]","[0.6893876075141908, 0.4483216169341318]","[0.8600779614102517, 0.5555707557258028]","[0.6402181433222265, 0.396063557088105]","[3.7727275667121813, 3.740926006461096]"
II.DGAR.00.BHZ,2005-06-20T00:48:56.88,2006-02-12T11:31:13.07,"[-0.05896308059845046, 0.14278420122635127]","[0.4208163202840769, 0.4713527369075673]","[0.8914297262651045, 0.8009558639289158]","[0.5425699108043238, 0.4631650728575178]","[0.8400207639169972, 0.6084752562904747]","[0.7926854449995083, 0.5718154302764702]","[0.4208163202840769, 0.4713527369075673]"
II.DGAR.00.BHZ,2005-06-20T00:48:56.88,2007-01-18T04:26:51.89,"[-0.7102155686660164, -0.5194775284063643]","[-0.24066416043116678, -0.19507329769946302]","[0.23171307591707693, 0.13271074798848626]","[0.5099902943188326, 0.3781655056348086]","[0.8361777907813444, 0.6196284195966972]","[0.761890050564899, 0.6027278578728977]","[-0.24066416043116678, -0.19507329769946302]"
II.DGAR.00.BHZ,2005-06-20T00:48:56.88,2010-06-29T12:54:45.92,"[-2.99028077706705, -2.8300372798854014]","[-2.51858824334723, -2.514370468011235]","[-2.046389695237672, -2.1965883752536497]","[0.5559721266065109, 0.6368453266352541]","[0.8828733585101631, 0.8463299883652611]","[0.7467301553842605, 0.5498465619243843]","[-2.51858824334723, -2.514370468011235]"
II.DGAR.00.BHZ,2005-06-20T19:17:06.06,2012-02-13T05:59:18.69,"[-1.9953034693855558, -1.912433026671111]","[-1.5705131296036534, -1.5517522968586022]","[-1.1462967888020064, -1.197653107587191]","[0.4735068943273762, 0.4359923302368005]","[0.6166597513284582, 0.686337033622787]","[0.4931547878693086, 0.6468719764779067]","[-1.5705131296036534, -1.5517522968586022]"
II.DGAR.00.BHZ,2005-06-21T06:48:41.09,2006-03-15T14:27:53.56,"[-0.9490863155366073, -0.7932890123614997]","[-0.4815617989491169, -0.46336654659235743]","[-0.02242536503469376, -0.1326992140497961]","[0.6549018359794824, 0.6471190637645986]","[0.7562205067312214, 0.8212911548587745]","[0.6542831860591225, 0.7659610253392691]","[-0.4815617989491169, -0.46336654659235743]"
II.DGAR.00.BHZ,2005-06-21T06:48:41.09,2006-11-16T03:14:27.78,"[-2.1288562261032986, -1.9408213956070237]","[-1.6573161546253337, -1.6117836969958634]","[-1.2009331901599327, -1.286315207788345]","[0.5981902210872356, 0.6171386769948263]","[0.7270654419194014, 0.797466865523089]","[0.688224151109641, 0.8253871807241211]","[-1.6573161546253337, -1.6117836969958634]"
II.DGAR.00.BHZ,2005-06-21T06:48:41.09,2008-12-05T13:51:48.93,"[-2.3186791050490156, -2.142846306268379]","[-1.848322150561341, -1.8174522359111902]","[-1.385386307233825, -1.4913005802384673]","[0.6598687048342008, 0.6911954681446423]","[0.8007202593894249, 0.8654354523511031]","[0.6936174328120674, 0.8268245849076925]","[-1.848322150561341, -1.8174522359111902]"
II.DGAR.00.BHZ,2005-06-21T06:48:41.09,2011-11-27T04:17:49.61,"[-1.7649276606734066, -1.8829822360446307]","[-1.290011385335876, -1.2235390843633664]","[-0.8292884718749021, -0.8969252761624482]","[0.5723025741417586, 0.4798863029303034]","[0.712586686301482, 0.7497873446192005]","[0.692923244316953, 0.7831797251448792]","[-1.290011385335876, -1.2235390843633664]"
II.DGAR.00.BHZ,2005-06-21T06:48:41.09,2014-04-13T05:48:06.84,"[-1.943789483155699, -1.7903175891742094]","[-1.4769343807419342, -1.4645031764523322]","[-1.0151540990997965, -1.1382989446922807]","[0.651875576165527, 0.682969660771023]","[0.7540023649066452, 0.8203337404211541]","[0.6370094563396542, 0.7937761745242765]","[-1.4769343807419342, -1.4645031764523322]"
II.DGAR.00.BHZ,2005-06-22T03:51:05.47,2005-08-15T19:56:28.81,"[-0.6397496767527447, -0.486956622892827]","[-0.16182942293497143, -0.1566515937342764]","[0.3165714254968348, 0.17147549397157827]","[0.5703949795460397, 0.6905130549612645]","[0.881601772576045, 0.8229546801615848]","[0.674741147395149, 0.5922041347592895]","[-0.16182942293497143, -0.1566515937342764]"
II.DGAR.00.BHZ,2005-06-22T03:51:05.47,2005-10-20T00:47:46.41,"[-0.16560494379144095, -0.03328924204204778]","[0.307105400804296, 0.29549599826651934]","[0.7809448728240883, 0.6199673487981353]","[0.5989338616433291, 0.7064527191069341]","[0.8188673177125783, 0.7742781878916541]","[0.576172218982434, 0.5315977805096217]","[0.307105400804296, 0.29549599826651934]"
II.DGAR.00.BHZ,2005-06-22T03:51:05.47,2006-01-26T20:04:39.12,"[0.8202766601674912, 1.0323946456900437]","[1.2948432060420754, 1.3514536064469076]","[1.7628683360382404, 1.6787429020967064]","[0.4643941350759393, 0.5474483673393423]","[0.8273278978886449, 0.7462785999109152]","[0.7356206297090521, 0.6211943507055989]","[1.2948432060420754, 1.3514536064469076]"
II.DGAR.00.BHZ,2005-06-22T03:51:05.47,2009-04-11T00:03:30.73,"[-0.35677906038985185, -0.24212656324423384]","[0.10940529040358689, 0.084048834656133]","[0.5774177537952505, 0.4080557803143387]","[0.6720790504268364, 0.5665457713245982]","[0.8271827513119966, 0.6932808890858401]","[0.5422907274198332, 0.5303908947078356]","[0.10940529040358689, 0.084048834656133]"
II.DGAR.00.BHZ,2005-06-22T23:37:39.19,2006-01-28T08:55:24.14,"[0.7044703327124501, 0.732942536037369]","[1.1441676737623576, 1.080105561126602]","[1.5795453919875628, 1.4221178877819367]","[0.5343448011100546, 0.7814765412138818]","[0.6085831801307856, 0.7165701916436186]","[0.3331360019691409, 0.38426780309912484]","[0.7044703327124501, 0.732942536037369]"
II.DGAR.00.BHZ,2005-06-22T23:37:39.19,2010-04-12T12:01:45.21,"[-1.279448894222255, -1.2152696786501767]","[-0.8436262339683549, -0.8634784196011628]","[-0.4010292438359552, -0.5122847927042624]","[0.4680337538407402, 0.6439271249612653]","[0.6093931354829691, 0.6850822847495797]","[0.4448222851248631, 0.42635005377370794]","[-0.8436262339683549, -0.8634784196011628]"
II.DGAR.00.BHZ,2005-06-22T23:37:39.19,2011-02-20T10:49:09.18,"[-0.822922070785537, -0.7524909419520771]","[-0.3920789783088174, -0.3965025340285845]","[0.04254331883304094, -0.04443462855816364]","[0.46618633853511593, 0.607870507643669]","[0.6352231159957403, 0.7289115447085877]","[0.5250636639569494, 0.5077416765167514]","[-0.3920789783088174, -0.3965025340285845]"
II.DGAR.00.BHZ,2005-06-27T17:14:22.94,2005-09-09T05:39:04.04,"[-1.3806275172946156, -1.2663396153374389]","[-0.9123076454520626, -0.9260976040219153]","[-0.4397849279531362, -0.5909251913723788]","[0.666088824172258, 0.5751776114519549]","[0.8244929211635126, 0.680476784681456]","[0.6923584880975754, 0.5574683163554868]","[-0.9123076454520626, -0.9260976040219153]"
II.DGAR.00.BHZ,2005-06-27T17:14:22.94,2006-06-18T17:10:54.07,"[-1.692055204182768, -1.5310058476738237]","[-1.2090195913158543, -1.1886511701864828]","[-0.727841905167024, -0.8444121562799989]","[0.7688516125661132, 0.44158274448600054]","[0.9008346772953572, 0.6731231952999933]","[0.7289025088939659, 0.5661880460878232]","[-1.2090195913158543, -1.1886511701864828]"
II.DGAR.00.BHZ,2005-06-27T17:14:22.94,2007-05-18T00:12:57.88,"[-2.082240622033811, -1.9211555230755164]","[-1.5994566126455048, -1.5781129923034938]","[-1.122120239853731, -1.2374367804037223]","[0.5686414422474032, 0.4406233909581755]","[0.8254501349813423, 0.6152971985262928]","[0.7632111615058411, 0.46715062850408196]","[-1.5994566126455048, -1.5781129923034938]"
II.DGAR.00.BHZ,2005-06-27T17:14:22.94,2008-09-03T22:34:40.81,"[-1.7942070617838717, -1.6203546535357756]","[-1.3179760482912788, -1.2881811255249869]","[-0.8414811813510389, -0.9534135075187167]","[0.5659936891700188, 0.4359359878416016]","[0.7896279029002786, 0.6025441968420622]","[0.716161355611537, 0.5258225436509725]","[-1.3179760482912788, -1.2881811255249869]"
II.DGAR.00.BHZ,2005-06-27T17:14:22.94,2010-07-13T04:24:42.61,"[-2.5134916028007255, -2.366047029784696]","[-2.0343672959645667, -2.029739202882345]","[-1.5545911128536667, -1.6933429505910833]","[0.7691679819800631, 0.3859508700963673]","[0.9155475320582493, 0.5992531143661681]","[0.7420416488864069, 0.5167193526730666]","[-2.0343672959645667, -2.029739202882345]"
II.DGAR.00.BHZ,2005-06-29T03:40:46.07,2007-06-28T11:18:09.27,"[-0.5949770090570926, -0.4903812372372023]","[-0.14576806053504532, -0.14888099223559378]","[0.30324156633516025, 0.19415436046796808]","[0.43964210605235216, 0.6237622667411872]","[0.6493467946891944, 0.7153575880822686]","[0.58314585854909, 0.44875969670157123]","[-0.14576806053504532, -0.14888099223559378]"
II.DGAR.00.BHZ,2005-06-30T09:54:20.03,2005-08-02T07:15:44.38,"[-0.5956824849540701, -0.40803576953010917]","[-0.11141257039467731, -0.08218150673820354]","[0.3695372728693602, 0.25071876577851965]","[0.5422115122075578, 0.45331444660112213]","[0.7928398503282659, 0.649096863587063]","[0.6552679722159922, 0.5341630213012042]","[-0.11141257039467731, -0.08218150673820354]"
II.DGAR.00.BHZ,2005-06-30T09:54:20.03,2005-10-19T18:47:53.48,"[0.863163399175929, 1.0109095214730643]","[1.3434443467049137, 1.3410115261803692]","[1.8189351504603193, 1.6683888512368046]","[0.6214603698844081, 0.603746832283783]","[0.7626736187019133, 0.7301160139469525]","[0.5720667380961083, 0.5108954779154353]","[1.3434443467049137, 1.3410115261803692]"
II.DGAR.00.BHZ,2005-06-30T09:54:20.03,2006-01-22T04:50:43.48,"[0.07930530005827019, 0.30120415001336753]","[0.5634594484623597, 0.6245783833851761]","[1.041108734090489, 0.9536250655260071]","[0.5490592937994825, 0.4325163912722411]","[0.7777286288796493, 0.646635796685209]","[0.7070029252690337, 0.5905914209191189]","[0.5634594484623597, 0.6245783833851761]"
II.DGAR.00.BHZ,2005-06-30T09:54:20.03,2006-06-17T18:09:33.31,"[-0.26170272689369556, -0.06529467744322588]","[0.2264565190192426, 0.25970138153283256]","[0.7107185784357616, 0.5830774166156247]","[0.5698933534727819, 0.5338443519364339]","[0.7519178983875572, 0.6809628203963292]","[0.6207181804242894, 0.5466392162427194]","[0.2264565190192426, 0.25970138153283256]"
II.DGAR.00.BHZ,2005-06-30T09:54:20.03,2010-09-30T21:47:19.31,"[-0.8385684083006936, -0.7225114029796514]","[-0.3647905548685236, -0.38540819162932044]","[0.11015853511804699, -0.05480208626570077]","[0.6560222628299901, 0.5059627001385872]","[0.7383558253156604, 0.5838221996388104]","[0.5447445289114208, 0.4039242373400425]","[-0.3647905548685236, -0.38540819162932044]"
II.DGAR.00.BHZ,2005-06-30T09:54:20.03,2012-06-26T17:08:45.68,"[-0.4562676376218546, -0.3227729096720374]","[0.0215288915258105, 0.010352934006467418]","[0.49722390139046047, 0.3408656598838833]","[0.5343827236049251, 0.49554143239488413]","[0.6536939214796279, 0.5364196836392279]","[0.46570979730513756, 0.3660269938200598]","[0.0215288915258105, 0.010352934006467418]"
II.DGAR.00.BHZ,2005-07-01T01:37:22.26,2006-12-30T01:58:10.01,"[0.07101712465729139, 0.3048065347465882]","[0.56322509834765, 0.6355451457478314]","[1.0423497423782253, 0.9673076939112281]","[0.5044857980185423, 0.3752861153725235]","[0.65896556239075, 0.5771550678323931]","[0.50277964572256, 0.6298716710347261]","[0.56322509834765, 0.6355451457478314]"
II.DGAR.00.BHZ,2005-07-01T16:57:44.65,2005-08-25T09:24:35.13,"[-1.6412858558073486, -1.5472768522877078]","[-1.1738503590043814, -1.2128770145438716]","[-0.7024902000338946, -0.8825839828576817]","[0.7343481397231334, 0.6527285902107219]","[0.8905646961994377, 0.644133234075636]","[0.7247184934263968, 0.45655905028859917]","[-1.1738503590043814, -1.2128770145438716]"
II.DGAR.00.BHZ,2005-07-01T16:57:44.65,2005-11-01T00:26:45.61,"[-2.37571644663659, -2.2970269242797157]","[-1.9150106155376811, -1.9606643582102528]","[-1.4460994111936476, -1.6284814861496044]","[0.7440490259325552, 0.7746457801803712]","[0.8669207790035396, 0.831734788579324]","[0.6947365061553982, 0.6238715601230218]","[-1.9150106155376811, -1.9606643582102528]"
II.DGAR.00.BHZ,2005-07-01T16:57:44.65,2006-02-05T06:13:35.97,"[-1.5120371158665142, -1.3452860024092255]","[-1.0419226968212627, -1.0112821495350888]","[-0.5765800370823032, -0.6768073562198972]","[0.6968996657966536, 0.5645670893127098]","[0.9281334684227731, 0.8062044558814881]","[0.8464353346829274, 0.7467083300138011]","[-1.0419226968212627, -1.0112821495350888]"
II.DGAR.00.BHZ,2005-07-01T16:57:44.65,2006-08-07T18:29:20.83,"[-0.9533164558723779, -0.8034960990535865]","[-0.4883741931425038, -0.47284918093529044]","[-0.02263713913450341, -0.1370926570734488]","[0.668748908159478, 0.7220321563795908]","[0.9092933796031989, 0.9097255110182301]","[0.7875219541229475, 0.797614645924025]","[-0.4883741931425038, -0.47284918093529044]"
II.DGAR.00.BHZ,2005-07-01T16:57:44.65,2007-05-02T01:55:40.59,"[-2.0835050597200513, -1.9465595733479206]","[-1.6130487642318518, -1.6105531191507312]","[-1.1458294669708697, -1.2818789428733042]","[0.7005614676872846, 0.5798714201890152]","[0.8725050595885215, 0.698186057825184]","[0.7817161350252697, 0.5560488727005121]","[-1.6130487642318518, -1.6105531191507312]"
